Section,Rank,Car,Driver,C/E/T,Time,Speed,Lap
Sector 16,21,4,"Leist, Matheus",D/C/F,00:06.3139,109.283,9
Sector 16,22,32,"Kaiser, Kyle (R)",D/C/F,00:06.3368,108.888,1
Sector 16,23,14,"Kanaan, Tony",D/C/F,00:06.3414,108.809,0
Sector 17,1,31,"O'Ward, Patricio (R)",D/C/F,00:03.8797,147.094,10
Sector 17,2,18,"Bourdais, Sebastien",D/H/F,00:03.8892,146.735,9
Sector 17,3,5,"Hinchcliffe, James",D/H/F,00:03.9094,145.977,10
Sector 17,4,27,"Rossi, Alexander",D/H/F,00:03.9117,145.891,10
Sector 17,5,12,"Power, Will",D/C/F,00:03.9136,145.820,7
Sector 17,6,60,"Harvey, Jack",D/H/F,00:03.9167,145.705,11
Sector 17,7,2,"Newgarden, Josef",D/C/F,00:03.9247,145.408,9
Sector 17,8,22,"Pagenaud, Simon",D/C/F,00:03.9479,144.553,11
Sector 17,9,19,"Ferrucci, Santino (R)",D/H/F,00:03.9546,144.308,10
Sector 17,10,7,"Ericsson, Marcus (R)",D/H/F,00:03.9592,144.141,10
Sector 17,11,4,"Leist, Matheus",D/C/F,00:03.9787,143.434,9
Sector 17,12,28,"Hunter-Reay, Ryan",D/H/F,00:03.9793,143.413,9
Sector 17,13,98,"Andretti, Marco",D/H/F,00:03.9942,142.878,9
Sector 17,14,59,"Chilton, Max",D/C/F,00:03.9970,142.778,10
Sector 17,15,30,"Sato, Takuma",D/H/F,00:04.0051,142.489,10
Sector 17,16,10,"Rosenqvist, Felix (R)",D/H/F,00:04.0061,142.453,7
Sector 17,17,15,"Rahal, Graham",D/H/F,00:04.0102,142.308,10
Sector 17,18,26,"Veach, Zach",D/H/F,00:04.0183,142.021,11
Sector 17,19,20,"Jones, Ed",D/C/F,00:04.0283,141.668,10
Sector 17,20,32,"Kaiser, Kyle (R)",D/C/F,00:04.0432,141.146,11
Sector 17,21,21,"Pigot, Spencer",D/C/F,00:04.0449,141.087,6
Sector 17,22,9,"Dixon, Scott",D/H/F,00:04.0518,140.846,3
Sector 17,23,14,"Kanaan, Tony",D/C/F,00:04.1017,139.133,3
Sector 18,1,31,"O'Ward, Patricio (R)",D/C/F,00:06.5146,128.836,11
Sector 18,2,5,"Hinchcliffe, James",D/H/F,00:06.5298,128.537,11
Sector 18,3,19,"Ferrucci, Santino (R)",D/H/F,00:06.5468,128.203,10
Sector 18,4,28,"Hunter-Reay, Ryan",D/H/F,00:06.5866,127.428,10
Sector 18,5,2,"Newgarden, Josef",D/C/F,00:06.6111,126.956,7
Sector 18,6,12,"Power, Will",D/C/F,00:06.6347,126.504,9
Sector 18,7,27,"Rossi, Alexander",D/H/F,00:06.6409,126.386,11
Sector 18,8,10,"Rosenqvist, Felix (R)",D/H/F,00:06.6483,126.246,2
Sector 18,9,59,"Chilton, Max",D/C/F,00:06.6747,125.746,9
Sector 18,10,26,"Veach, Zach",D/H/F,00:06.6768,125.707,8
Sector 18,11,9,"Dixon, Scott",D/H/F,00:06.6860,125.534,8
Sector 18,12,15,"Rahal, Graham",D/H/F,00:06.6955,125.356,10
Sector 18,13,22,"Pagenaud, Simon",D/C/F,00:06.7319,124.678,11
Sector 18,14,18,"Bourdais, Sebastien",D/H/F,00:06.7455,124.426,9
Sector 18,15,7,"Ericsson, Marcus (R)",D/H/F,00:06.7536,124.277,10
Sector 18,16,20,"Jones, Ed",D/C/F,00:06.8130,123.194,10
Sector 18,17,60,"Harvey, Jack",D/H/F,00:06.8140,123.176,2
Sector 18,18,21,"Pigot, Spencer",D/C/F,00:06.8281,122.921,7
Sector 18,19,30,"Sato, Takuma",D/H/F,00:06.8522,122.489,10
Sector 18,20,98,"Andretti, Marco",D/H/F,00:06.8560,122.421,9
Sector 18,21,4,"Leist, Matheus",D/C/F,00:06.9010,121.623,9
Sector 18,22,32,"Kaiser, Kyle (R)",D/C/F,00:06.9772,120.294,11
Sector 18,23,14,"Kanaan, Tony",D/C/F,00:07.0646,118.806,6
Sector 19,1,28,"Hunter-Reay, Ryan",D/H/F,00:05.4180,80.540,10
Sector 19,2,30,"Sato, Takuma",D/H/F,00:05.4488,80.084,10
Sector 19,3,22,"Pagenaud, Simon",D/C/F,00:05.4644,79.856,11
Sector 19,4,31,"O'Ward, Patricio (R)",D/C/F,00:05.4710,79.759,10
Sector 19,5,5,"Hinchcliffe, James",D/H/F,00:05.4828,79.588,10
Sector 19,6,60,"Harvey, Jack",D/H/F,00:05.4837,79.575,11
Sector 19,7,10,"Rosenqvist, Felix (R)",D/H/F,00:05.4848,79.559,7
Sector 19,8,20,"Jones, Ed",D/C/F,00:05.4946,79.417,10
Sector 19,9,15,"Rahal, Graham",D/H/F,00:05.4985,79.360,10
Sector 19,10,27,"Rossi, Alexander",D/H/F,00:05.4988,79.356,10
Sector 19,11,18,"Bourdais, Sebastien",D/H/F,00:05.5056,79.258,9
Sector 19,12,9,"Dixon, Scott",D/H/F,00:05.5155,79.116,8
Sector 19,13,12,"Power, Will",D/C/F,00:05.5162,79.106,10
Sector 19,14,2,"Newgarden, Josef",D/C/F,00:05.5342,78.849,7
Sector 19,15,59,"Chilton, Max",D/C/F,00:05.5442,78.706,13
Sector 19,16,21,"Pigot, Spencer",D/C/F,00:05.5633,78.436,6
Sector 19,17,19,"Ferrucci, Santino (R)",D/H/F,00:05.5687,78.360,9
Sector 19,18,98,"Andretti, Marco",D/H/F,00:05.5877,78.094,9
Sector 19,19,7,"Ericsson, Marcus (R)",D/H/F,00:05.5896,78.067,10
Sector 19,20,4,"Leist, Matheus",D/C/F,00:05.6057,77.843,9
Sector 19,21,26,"Veach, Zach",D/H/F,00:05.6228,77.606,8
Sector 19,22,32,"Kaiser, Kyle (R)",D/C/F,00:05.7016,76.534,10
Sector 19,23,14,"Kanaan, Tony",D/C/F,00:05.7320,76.128,0
Sector 20,1,60,"Harvey, Jack",D/H/F,00:05.1995,141.097,11
Sector 20,2,20,"Jones, Ed",D/C/F,00:05.2131,140.729,10
Sector 20,3,5,"Hinchcliffe, James",D/H/F,00:05.2152,140.673,11
Sector 20,4,18,"Bourdais, Sebastien",D/H/F,00:05.2226,140.473,10
Sector 20,5,28,"Hunter-Reay, Ryan",D/H/F,00:05.2245,140.422,10
Sector 20,6,7,"Ericsson, Marcus (R)",D/H/F,00:05.2334,140.184,1
Sector 20,7,21,"Pigot, Spencer",D/C/F,00:05.2343,140.159,7
Sector 20,8,27,"Rossi, Alexander",D/H/F,00:05.2397,140.015,2
Sector 20,9,10,"Rosenqvist, Felix (R)",D/H/F,00:05.2403,139.999,11
Sector 20,10,12,"Power, Will",D/C/F,00:05.2414,139.970,10
Sector 20,11,9,"Dixon, Scott",D/H/F,00:05.2531,139.658,8
Sector 20,12,22,"Pagenaud, Simon",D/C/F,00:05.2535,139.647,1
Sector 20,13,59,"Chilton, Max",D/C/F,00:05.2543,139.626,10
Sector 20,14,30,"Sato, Takuma",D/H/F,00:05.2557,139.589,3
Sector 20,15,2,"Newgarden, Josef",D/C/F,00:05.2576,139.538,1
Sector 20,16,19,"Ferrucci, Santino (R)",D/H/F,00:05.2577,139.536,1
Sector 20,17,98,"Andretti, Marco",D/H/F,00:05.2585,139.514,0
Sector 20,18,26,"Veach, Zach",D/H/F,00:05.2764,139.041,4
Sector 20,19,15,"Rahal, Graham",D/H/F,00:05.2769,139.028,1
Sector 20,20,32,"Kaiser, Kyle (R)",D/C/F,00:05.2788,138.978,2
Sector 20,21,14,"Kanaan, Tony",D/C/F,00:05.2816,138.904,1
Sector 20,22,4,"Leist, Matheus",D/C/F,00:05.2828,138.873,4
Sector 20,23,31,"O'Ward, Patricio (R)",D/C/F,00:05.2941,138.576,10
