,driver,totalPoints,chamPos,season
5,Dalton Kellett,174.0,24.0,286
6,Ed Carpenter,108.0,26.0,286
7,Ed Jones,201.0,23.0,286
8,Felix Rosenqvist,203.0,22.0,286
9,Graham Rahal,427.0,6.0,286
10,Helio Castroneves,226.0,20.0,286
11,Jack Harvey,270.0,14.0,286
12,James Hinchcliffe,264.0,15.0,286
13,Jimmie Johnson,89.0,28.0,286
14,Josef Newgarden,440.0,4.0,286
15,Marcus Ericsson,437.0,5.0,286
16,Max Chilton,219.0,21.0,286
17,Patricio O'Ward,492.0,2.0,286
18,Pietro Fittipaldi,52.0,31.0,286
19,R.C. Enerson,11.0,36.0,286
20,Rinus VeeKay,386.0,8.0,286
21,Romain Grosjean,231.0,19.0,286
22,Ryan Hunter-Reay,263.0,16.0,286
23,Scott Dixon,492.0,3.0,286
24,Scott McLaughlin,250.0,17.0,286
25,Sebastien Bourdais,287.0,12.0,286
26,Simon Pagenaud,405.0,7.0,286
27,Takuma Sato,338.0,10.0,286
28,Tony Kanaan,92.0,27.0,286
29,Will Power,278.0,13.0,286
30,J.R. Hildebrand,30.0,32.0,286
31,Charlie Kimball,8.0,41.0,286
32,Marco Andretti,22.0,34.0,286
33,Juan Pablo Montoya,53.0,29.0,286
34,Simona de Silvestro,10.0,37.0,286
35,Santino Ferrucci,146.0,25.0,286
36,Oliver Askew,24.0,33.0,286
37,Kevin Magnussen,7.0,42.0,286
38,Cody Ware,21.0,35.0,286
39,Ryan Norman,10.0,38.0,286
40,Stefan Wilson,10.0,39.0,286
41,Sage Karam,53.0,30.0,286
0,Alex Palou,515.0,1.0,287
1,Alexander Rossi,289.0,14.0,287
2,Christian Lundgaard,12.0,37.0,287
3,Colton Herta,360.0,10.0,287
4,Conor Daly,209.0,20.0,287
5,Dalton Kellett,198.0,22.0,287
6,Ed Carpenter,131.0,25.0,287
7,Ed Jones,222.0,18.0,287
8,Felix Rosenqvist,189.0,23.0,287
9,Graham Rahal,420.0,7.0,287
10,Helio Castroneves,211.0,19.0,287
11,Jack Harvey,302.0,13.0,287
12,James Hinchcliffe,224.0,17.0,287
13,Jimmie Johnson,101.0,27.0,287
14,Josef Newgarden,459.0,3.0,287
15,Marcus Ericsson,436.0,5.0,287
16,Max Chilton,123.0,26.0,287
17,Patricio O'Ward,444.0,4.0,287
18,Pietro Fittipaldi,60.0,29.0,287
19,R.C. Enerson,24.0,33.0,287
20,Rinus VeeKay,391.0,9.0,287
21,Romain Grosjean,203.0,21.0,287
22,Ryan Hunter-Reay,249.0,16.0,287
23,Scott Dixon,479.0,2.0,287
24,Scott McLaughlin,334.0,11.0,287
25,Sebastien Bourdais,253.0,15.0,287
26,Simon Pagenaud,432.0,6.0,287
27,Takuma Sato,407.0,8.0,287
28,Tony Kanaan,89.0,28.0,287
29,Will Power,334.0,12.0,287
30,J.R. Hildebrand,30.0,32.0,287
31,Charlie Kimball,8.0,41.0,287
32,Marco Andretti,22.0,35.0,287
33,Juan Pablo Montoya,53.0,30.0,287
34,Simona de Silvestro,10.0,38.0,287
35,Santino Ferrucci,146.0,24.0,287
36,Oliver Askew,24.0,34.0,287
37,Kevin Magnussen,7.0,42.0,287
38,Cody Ware,21.0,36.0,287
39,Ryan Norman,10.0,39.0,287
40,Stefan Wilson,10.0,40.0,287
41,Sage Karam,53.0,31.0,287
0,Alex Palou,565.0,1.0,288
1,Alexander Rossi,325.0,11.0,288
2,Christian Lundgaard,30.0,32.0,288
3,Colton Herta,354.0,9.0,288
4,Conor Daly,202.0,21.0,288
5,Dalton Kellett,180.0,23.0,288
6,Ed Carpenter,119.0,27.0,288
7,Ed Jones,233.0,18.0,288
8,Felix Rosenqvist,200.0,22.0,288
9,Graham Rahal,352.0,10.0,288
10,Helio Castroneves,232.0,19.0,288
11,Jack Harvey,306.0,13.0,288
12,James Hinchcliffe,282.0,14.0,288
13,Jimmie Johnson,161.0,24.0,288
14,Josef Newgarden,450.0,4.0,288
15,Marcus Ericsson,502.0,2.0,288
16,Max Chilton,134.0,26.0,288
17,Patricio O'Ward,430.0,5.0,288
18,Pietro Fittipaldi,64.0,29.0,288
19,R.C. Enerson,16.0,37.0,288
20,Rinus VeeKay,358.0,8.0,288
21,Romain Grosjean,262.0,15.0,288
22,Ryan Hunter-Reay,259.0,16.0,288
23,Scott Dixon,490.0,3.0,288
24,Scott McLaughlin,235.0,17.0,288
25,Sebastien Bourdais,220.0,20.0,288
26,Simon Pagenaud,376.0,6.0,288
27,Takuma Sato,366.0,7.0,288
28,Tony Kanaan,87.0,28.0,288
29,Will Power,310.0,12.0,288
30,J.R. Hildebrand,30.0,33.0,288
31,Charlie Kimball,8.0,41.0,288
32,Marco Andretti,22.0,35.0,288
33,Juan Pablo Montoya,53.0,30.0,288
34,Simona de Silvestro,10.0,38.0,288
35,Santino Ferrucci,146.0,25.0,288
36,Oliver Askew,24.0,34.0,288
37,Kevin Magnussen,7.0,42.0,288
38,Cody Ware,21.0,36.0,288
39,Ryan Norman,10.0,39.0,288
40,Stefan Wilson,10.0,40.0,288
41,Sage Karam,53.0,31.0,288
0,Alex Palou,470.0,2.0,289
1,Alexander Rossi,315.0,11.0,289
2,Christian Lundgaard,17.0,36.0,289
3,Colton Herta,380.0,8.0,289
4,Conor Daly,280.0,15.0,289
5,Dalton Kellett,164.0,24.0,289
6,Ed Carpenter,112.0,27.0,289
7,Ed Jones,192.0,22.0,289
8,Felix Rosenqvist,227.0,19.0,289
9,Graham Rahal,415.0,6.0,289
10,Helio Castroneves,230.0,18.0,289
11,Jack Harvey,270.0,16.0,289
12,James Hinchcliffe,244.0,17.0,289
13,Jimmie Johnson,119.0,26.0,289
14,Josef Newgarden,424.0,5.0,289
15,Marcus Ericsson,441.0,4.0,289
16,Max Chilton,189.0,23.0,289
17,Patricio O'Ward,447.0,3.0,289
18,Pietro Fittipaldi,74.0,29.0,289
19,R.C. Enerson,11.0,37.0,289
20,Rinus VeeKay,403.0,7.0,289
21,Romain Grosjean,227.0,20.0,289
22,Ryan Hunter-Reay,305.0,13.0,289
23,Scott Dixon,538.0,1.0,289
24,Scott McLaughlin,293.0,14.0,289
25,Sebastien Bourdais,211.0,21.0,289
26,Simon Pagenaud,365.0,9.0,289
27,Takuma Sato,307.0,12.0,289
28,Tony Kanaan,109.0,28.0,289
29,Will Power,321.0,10.0,289
30,J.R. Hildebrand,30.0,32.0,289
31,Charlie Kimball,8.0,41.0,289
32,Marco Andretti,22.0,34.0,289
33,Juan Pablo Montoya,53.0,30.0,289
34,Simona de Silvestro,10.0,38.0,289
35,Santino Ferrucci,146.0,25.0,289
36,Oliver Askew,24.0,33.0,289
37,Kevin Magnussen,7.0,42.0,289
38,Cody Ware,21.0,35.0,289
39,Ryan Norman,10.0,39.0,289
40,Stefan Wilson,10.0,40.0,289
41,Sage Karam,53.0,31.0,289
0,Alex Palou,503.0,3.0,290
1,Alexander Rossi,295.0,11.0,290
2,Christian Lundgaard,5.0,42.0,290
3,Colton Herta,401.0,6.0,290
4,Conor Daly,204.0,20.0,290
5,Dalton Kellett,147.0,25.0,290
6,Ed Carpenter,115.0,27.0,290
7,Ed Jones,204.0,21.0,290
8,Felix Rosenqvist,217.0,18.0,290
9,Graham Rahal,387.0,9.0,290
10,Helio Castroneves,197.0,22.0,290
11,Jack Harvey,246.0,16.0,290
12,James Hinchcliffe,274.0,15.0,290
13,Jimmie Johnson,154.0,24.0,290
14,Josef Newgarden,529.0,1.0,290
15,Marcus Ericsson,478.0,5.0,290
16,Max Chilton,173.0,23.0,290
17,Patricio O'Ward,484.0,4.0,290
18,Pietro Fittipaldi,52.0,31.0,290
19,R.C. Enerson,6.0,41.0,290
20,Rinus VeeKay,393.0,7.0,290
21,Romain Grosjean,243.0,17.0,290
22,Ryan Hunter-Reay,291.0,12.0,290
23,Scott Dixon,510.0,2.0,290
24,Scott McLaughlin,278.0,14.0,290
25,Sebastien Bourdais,211.0,19.0,290
26,Simon Pagenaud,393.0,8.0,290
27,Takuma Sato,328.0,10.0,290
28,Tony Kanaan,101.0,28.0,290
29,Will Power,281.0,13.0,290
30,J.R. Hildebrand,30.0,32.0,290
31,Charlie Kimball,8.0,39.0,290
32,Marco Andretti,22.0,34.0,290
33,Juan Pablo Montoya,53.0,29.0,290
34,Simona de Silvestro,10.0,36.0,290
35,Santino Ferrucci,146.0,26.0,290
36,Oliver Askew,24.0,33.0,290
37,Kevin Magnussen,7.0,40.0,290
38,Cody Ware,21.0,35.0,290
39,Ryan Norman,10.0,37.0,290
40,Stefan Wilson,10.0,38.0,290
41,Sage Karam,53.0,30.0,290
0,Alex Palou,554.0,1.0,291
1,Alexander Rossi,320.0,11.0,291
2,Christian Lundgaard,10.0,37.0,291
3,Colton Herta,393.0,8.0,291
4,Conor Daly,233.0,18.0,291
5,Dalton Kellett,134.0,25.0,291
6,Ed Carpenter,108.0,27.0,291
7,Ed Jones,189.0,22.0,291
8,Felix Rosenqvist,204.0,20.0,291
9,Graham Rahal,413.0,6.0,291
10,Helio Castroneves,219.0,19.0,291
11,Jack Harvey,277.0,14.0,291
12,James Hinchcliffe,301.0,12.0,291
13,Jimmie Johnson,109.0,26.0,291
14,Josef Newgarden,483.0,4.0,291
15,Marcus Ericsson,464.0,5.0,291
16,Max Chilton,166.0,23.0,291
17,Patricio O'Ward,494.0,3.0,291
18,Pietro Fittipaldi,41.0,31.0,291
19,R.C. Enerson,16.0,36.0,291
20,Rinus VeeKay,332.0,10.0,291
21,Romain Grosjean,255.0,16.0,291
22,Ryan Hunter-Reay,255.0,17.0,291
23,Scott Dixon,510.0,2.0,291
24,Scott McLaughlin,267.0,15.0,291
25,Sebastien Bourdais,199.0,21.0,291
26,Simon Pagenaud,406.0,7.0,291
27,Takuma Sato,356.0,9.0,291
28,Tony Kanaan,96.0,28.0,291
29,Will Power,296.0,13.0,291
30,J.R. Hildebrand,30.0,32.0,291
31,Charlie Kimball,8.0,41.0,291
32,Marco Andretti,22.0,34.0,291
33,Juan Pablo Montoya,53.0,29.0,291
34,Simona de Silvestro,10.0,38.0,291
35,Santino Ferrucci,146.0,24.0,291
36,Oliver Askew,24.0,33.0,291
37,Kevin Magnussen,7.0,42.0,291
38,Cody Ware,21.0,35.0,291
39,Ryan Norman,10.0,39.0,291
40,Stefan Wilson,10.0,40.0,291
41,Sage Karam,53.0,30.0,291
0,Alex Palou,576.0,1.0,292
1,Alexander Rossi,250.0,15.0,292
2,Christian Lundgaard,14.0,36.0,292
3,Colton Herta,396.0,7.0,292
4,Conor Daly,203.0,22.0,292
5,Dalton Kellett,183.0,24.0,292
6,Ed Carpenter,116.0,26.0,292
7,Ed Jones,238.0,16.0,292
8,Felix Rosenqvist,228.0,18.0,292
9,Graham Rahal,363.0,8.0,292
10,Helio Castroneves,237.0,17.0,292
11,Jack Harvey,305.0,13.0,292
12,James Hinchcliffe,308.0,12.0,292
13,Jimmie Johnson,103.0,27.0,292
14,Josef Newgarden,457.0,4.0,292
15,Marcus Ericsson,430.0,5.0,292
16,Max Chilton,186.0,23.0,292
17,Patricio O'Ward,467.0,3.0,292
18,Pietro Fittipaldi,43.0,31.0,292
19,R.C. Enerson,8.0,40.0,292
20,Rinus VeeKay,363.0,9.0,292
21,Romain Grosjean,215.0,21.0,292
22,Ryan Hunter-Reay,226.0,19.0,292
23,Scott Dixon,491.0,2.0,292
24,Scott McLaughlin,278.0,14.0,292
25,Sebastien Bourdais,224.0,20.0,292
26,Simon Pagenaud,425.0,6.0,292
27,Takuma Sato,345.0,10.0,292
28,Tony Kanaan,99.0,28.0,292
29,Will Power,323.0,11.0,292
30,J.R. Hildebrand,30.0,32.0,292
31,Charlie Kimball,8.0,41.0,292
32,Marco Andretti,22.0,34.0,292
33,Juan Pablo Montoya,53.0,29.0,292
34,Simona de Silvestro,10.0,37.0,292
35,Santino Ferrucci,146.0,25.0,292
36,Oliver Askew,24.0,33.0,292
37,Kevin Magnussen,7.0,42.0,292
38,Cody Ware,21.0,35.0,292
39,Ryan Norman,10.0,38.0,292
40,Stefan Wilson,10.0,39.0,292
41,Sage Karam,53.0,30.0,292
0,Alex Palou,546.0,1.0,293
1,Alexander Rossi,317.0,12.0,293
2,Christian Lundgaard,10.0,36.0,293
3,Colton Herta,421.0,5.0,293
4,Conor Daly,228.0,17.0,293
5,Dalton Kellett,152.0,24.0,293
6,Ed Carpenter,127.0,26.0,293
7,Ed Jones,207.0,21.0,293
8,Felix Rosenqvist,216.0,20.0,293
9,Graham Rahal,347.0,10.0,293
10,Helio Castroneves,186.0,23.0,293
11,Jack Harvey,301.0,13.0,293
12,James Hinchcliffe,227.0,18.0,293
13,Jimmie Johnson,95.0,27.0,293
14,Josef Newgarden,458.0,4.0,293
15,Marcus Ericsson,418.0,6.0,293
16,Max Chilton,192.0,22.0,293
17,Patricio O'Ward,494.0,3.0,293
18,Pietro Fittipaldi,40.0,31.0,293
19,R.C. Enerson,6.0,42.0,293
20,Rinus VeeKay,398.0,8.0,293
21,Romain Grosjean,253.0,16.0,293
22,Ryan Hunter-Reay,258.0,15.0,293
23,Scott Dixon,512.0,2.0,293
24,Scott McLaughlin,295.0,14.0,293
25,Sebastien Bourdais,219.0,19.0,293
26,Simon Pagenaud,408.0,7.0,293
27,Takuma Sato,321.0,11.0,293
28,Tony Kanaan,90.0,28.0,293
29,Will Power,358.0,9.0,293
30,J.R. Hildebrand,30.0,32.0,293
31,Charlie Kimball,8.0,40.0,293
32,Marco Andretti,22.0,34.0,293
33,Juan Pablo Montoya,53.0,29.0,293
34,Simona de Silvestro,10.0,37.0,293
35,Santino Ferrucci,146.0,25.0,293
36,Oliver Askew,24.0,33.0,293
37,Kevin Magnussen,7.0,41.0,293
38,Cody Ware,21.0,35.0,293
39,Ryan Norman,10.0,38.0,293
40,Stefan Wilson,10.0,39.0,293
41,Sage Karam,53.0,30.0,293
0,Alex Palou,517.0,1.0,294
1,Alexander Rossi,299.0,12.0,294
2,Christian Lundgaard,5.0,42.0,294
3,Colton Herta,343.0,10.0,294
4,Conor Daly,240.0,20.0,294
5,Dalton Kellett,168.0,23.0,294
6,Ed Carpenter,116.0,27.0,294
7,Ed Jones,230.0,21.0,294
8,Felix Rosenqvist,260.0,15.0,294
9,Graham Rahal,446.0,6.0,294
10,Helio Castroneves,198.0,22.0,294
11,Jack Harvey,295.0,13.0,294
12,James Hinchcliffe,243.0,19.0,294
13,Jimmie Johnson,136.0,26.0,294
14,Josef Newgarden,462.0,4.0,294
15,Marcus Ericsson,464.0,3.0,294
16,Max Chilton,139.0,25.0,294
17,Patricio O'Ward,455.0,5.0,294
18,Pietro Fittipaldi,40.0,31.0,294
19,R.C. Enerson,6.0,41.0,294
20,Rinus VeeKay,374.0,8.0,294
21,Romain Grosjean,244.0,17.0,294
22,Ryan Hunter-Reay,244.0,18.0,294
23,Scott Dixon,494.0,2.0,294
24,Scott McLaughlin,264.0,14.0,294
25,Sebastien Bourdais,258.0,16.0,294
26,Simon Pagenaud,356.0,9.0,294
27,Takuma Sato,325.0,11.0,294
28,Tony Kanaan,95.0,28.0,294
29,Will Power,384.0,7.0,294
30,J.R. Hildebrand,30.0,32.0,294
31,Charlie Kimball,8.0,39.0,294
32,Marco Andretti,22.0,34.0,294
33,Juan Pablo Montoya,53.0,29.0,294
34,Simona de Silvestro,10.0,36.0,294
35,Santino Ferrucci,146.0,24.0,294
36,Oliver Askew,24.0,33.0,294
37,Kevin Magnussen,7.0,40.0,294
38,Cody Ware,21.0,35.0,294
39,Ryan Norman,10.0,37.0,294
40,Stefan Wilson,10.0,38.0,294
41,Sage Karam,53.0,30.0,294
0,Alex Palou,561.0,1.0,295
1,Alexander Rossi,343.0,10.0,295
2,Christian Lundgaard,15.0,37.0,295
3,Colton Herta,387.0,8.0,295
4,Conor Daly,215.0,19.0,295
5,Dalton Kellett,179.0,21.0,295
6,Ed Carpenter,125.0,26.0,295
7,Ed Jones,196.0,20.0,295
8,Felix Rosenqvist,158.0,23.0,295
9,Graham Rahal,435.0,5.0,295
10,Helio Castroneves,168.0,22.0,295
11,Jack Harvey,294.0,13.0,295
12,James Hinchcliffe,273.0,16.0,295
13,Jimmie Johnson,102.0,28.0,295
14,Josef Newgarden,499.0,3.0,295
15,Marcus Ericsson,402.0,7.0,295
16,Max Chilton,149.0,24.0,295
17,Patricio O'Ward,511.0,2.0,295
18,Pietro Fittipaldi,56.0,29.0,295
19,R.C. Enerson,32.0,32.0,295
20,Rinus VeeKay,330.0,11.0,295
21,Romain Grosjean,237.0,18.0,295
22,Ryan Hunter-Reay,244.0,17.0,295
23,Scott Dixon,448.0,4.0,295
24,Scott McLaughlin,278.0,15.0,295
25,Sebastien Bourdais,280.0,14.0,295
26,Simon Pagenaud,407.0,6.0,295
27,Takuma Sato,344.0,9.0,295
28,Tony Kanaan,109.0,27.0,295
29,Will Power,323.0,12.0,295
30,J.R. Hildebrand,30.0,33.0,295
31,Charlie Kimball,8.0,41.0,295
32,Marco Andretti,22.0,35.0,295
33,Juan Pablo Montoya,53.0,30.0,295
34,Simona de Silvestro,10.0,38.0,295
35,Santino Ferrucci,146.0,25.0,295
36,Oliver Askew,24.0,34.0,295
37,Kevin Magnussen,7.0,42.0,295
38,Cody Ware,21.0,36.0,295
39,Ryan Norman,10.0,39.0,295
40,Stefan Wilson,10.0,40.0,295
41,Sage Karam,53.0,31.0,295
0,Alex Palou,515.0,2.0,296
1,Alexander Rossi,308.0,11.0,296
2,Christian Lundgaard,18.0,37.0,296
3,Colton Herta,358.0,9.0,296
4,Conor Daly,208.0,20.0,296
5,Dalton Kellett,191.0,22.0,296
6,Ed Carpenter,109.0,27.0,296
7,Ed Jones,199.0,21.0,296
8,Felix Rosenqvist,167.0,23.0,296
9,Graham Rahal,420.0,7.0,296
10,Helio Castroneves,235.0,18.0,296
11,Jack Harvey,246.0,17.0,296
12,James Hinchcliffe,287.0,14.0,296
13,Jimmie Johnson,122.0,26.0,296
14,Josef Newgarden,429.0,5.0,296
15,Marcus Ericsson,519.0,1.0,296
16,Max Chilton,162.0,24.0,296
17,Patricio O'Ward,494.0,4.0,296
18,Pietro Fittipaldi,42.0,31.0,296
19,R.C. Enerson,19.0,36.0,296
20,Rinus VeeKay,370.0,8.0,296
21,Romain Grosjean,266.0,15.0,296
22,Ryan Hunter-Reay,254.0,16.0,296
23,Scott Dixon,510.0,3.0,296
24,Scott McLaughlin,291.0,13.0,296
25,Sebastien Bourdais,224.0,19.0,296
26,Simon Pagenaud,423.0,6.0,296
27,Takuma Sato,331.0,10.0,296
28,Tony Kanaan,90.0,28.0,296
29,Will Power,293.0,12.0,296
30,J.R. Hildebrand,30.0,32.0,296
31,Charlie Kimball,8.0,41.0,296
32,Marco Andretti,22.0,34.0,296
33,Juan Pablo Montoya,53.0,29.0,296
34,Simona de Silvestro,10.0,38.0,296
35,Santino Ferrucci,146.0,25.0,296
36,Oliver Askew,24.0,33.0,296
37,Kevin Magnussen,7.0,42.0,296
38,Cody Ware,21.0,35.0,296
39,Ryan Norman,10.0,39.0,296
40,Stefan Wilson,10.0,40.0,296
41,Sage Karam,53.0,30.0,296
0,Alex Palou,463.0,3.0,297
1,Alexander Rossi,293.0,13.0,297
2,Christian Lundgaard,26.0,33.0,297
3,Colton Herta,359.0,10.0,297
4,Conor Daly,219.0,19.0,297
5,Dalton Kellett,161.0,23.0,297
6,Ed Carpenter,121.0,26.0,297
7,Ed Jones,200.0,22.0,297
8,Felix Rosenqvist,208.0,20.0,297
9,Graham Rahal,409.0,6.0,297
10,Helio Castroneves,206.0,21.0,297
11,Jack Harvey,230.0,18.0,297
12,James Hinchcliffe,303.0,12.0,297
13,Jimmie Johnson,109.0,27.0,297
14,Josef Newgarden,555.0,1.0,297
15,Marcus Ericsson,457.0,4.0,297
16,Max Chilton,131.0,25.0,297
17,Patricio O'Ward,457.0,5.0,297
18,Pietro Fittipaldi,42.0,31.0,297
19,R.C. Enerson,19.0,37.0,297
20,Rinus VeeKay,388.0,7.0,297
21,Romain Grosjean,253.0,16.0,297
22,Ryan Hunter-Reay,279.0,15.0,297
23,Scott Dixon,500.0,2.0,297
24,Scott McLaughlin,280.0,14.0,297
25,Sebastien Bourdais,241.0,17.0,297
26,Simon Pagenaud,376.0,9.0,297
27,Takuma Sato,378.0,8.0,297
28,Tony Kanaan,90.0,28.0,297
29,Will Power,347.0,11.0,297
30,J.R. Hildebrand,30.0,32.0,297
31,Charlie Kimball,8.0,41.0,297
32,Marco Andretti,22.0,35.0,297
33,Juan Pablo Montoya,53.0,29.0,297
34,Simona de Silvestro,10.0,38.0,297
35,Santino Ferrucci,146.0,24.0,297
36,Oliver Askew,24.0,34.0,297
37,Kevin Magnussen,7.0,42.0,297
38,Cody Ware,21.0,36.0,297
39,Ryan Norman,10.0,39.0,297
40,Stefan Wilson,10.0,40.0,297
41,Sage Karam,53.0,30.0,297
0,Alex Palou,526.0,1.0,298
1,Alexander Rossi,288.0,13.0,298
2,Christian Lundgaard,20.0,36.0,298
3,Colton Herta,358.0,8.0,298
4,Conor Daly,261.0,14.0,298
5,Dalton Kellett,195.0,23.0,298
6,Ed Carpenter,134.0,26.0,298
7,Ed Jones,243.0,17.0,298
8,Felix Rosenqvist,244.0,16.0,298
9,Graham Rahal,375.0,7.0,298
10,Helio Castroneves,225.0,20.0,298
11,Jack Harvey,239.0,18.0,298
12,James Hinchcliffe,205.0,22.0,298
13,Jimmie Johnson,119.0,27.0,298
14,Josef Newgarden,490.0,3.0,298
15,Marcus Ericsson,431.0,5.0,298
16,Max Chilton,151.0,24.0,298
17,Patricio O'Ward,507.0,2.0,298
18,Pietro Fittipaldi,43.0,31.0,298
19,R.C. Enerson,16.0,37.0,298
20,Rinus VeeKay,395.0,6.0,298
21,Romain Grosjean,217.0,21.0,298
22,Ryan Hunter-Reay,254.0,15.0,298
23,Scott Dixon,477.0,4.0,298
24,Scott McLaughlin,323.0,12.0,298
25,Sebastien Bourdais,231.0,19.0,298
26,Simon Pagenaud,357.0,9.0,298
27,Takuma Sato,329.0,11.0,298
28,Tony Kanaan,93.0,28.0,298
29,Will Power,354.0,10.0,298
30,J.R. Hildebrand,30.0,32.0,298
31,Charlie Kimball,8.0,41.0,298
32,Marco Andretti,22.0,34.0,298
33,Juan Pablo Montoya,53.0,29.0,298
34,Simona de Silvestro,10.0,38.0,298
35,Santino Ferrucci,146.0,25.0,298
36,Oliver Askew,24.0,33.0,298
37,Kevin Magnussen,7.0,42.0,298
38,Cody Ware,21.0,35.0,298
39,Ryan Norman,10.0,39.0,298
40,Stefan Wilson,10.0,40.0,298
41,Sage Karam,53.0,30.0,298
0,Alex Palou,537.0,1.0,299
1,Alexander Rossi,288.0,14.0,299
2,Christian Lundgaard,24.0,33.0,299
3,Colton Herta,386.0,8.0,299
4,Conor Daly,222.0,19.0,299
5,Dalton Kellett,159.0,24.0,299
6,Ed Carpenter,118.0,26.0,299
7,Ed Jones,216.0,20.0,299
8,Felix Rosenqvist,207.0,21.0,299
9,Graham Rahal,403.0,6.0,299
10,Helio Castroneves,171.0,23.0,299
11,Jack Harvey,292.0,13.0,299
12,James Hinchcliffe,238.0,17.0,299
13,Jimmie Johnson,84.0,28.0,299
14,Josef Newgarden,532.0,2.0,299
15,Marcus Ericsson,499.0,3.0,299
16,Max Chilton,191.0,22.0,299
17,Patricio O'Ward,495.0,4.0,299
18,Pietro Fittipaldi,40.0,31.0,299
19,R.C. Enerson,5.0,42.0,299
20,Rinus VeeKay,328.0,10.0,299
21,Romain Grosjean,225.0,18.0,299
22,Ryan Hunter-Reay,317.0,11.0,299
23,Scott Dixon,483.0,5.0,299
24,Scott McLaughlin,257.0,15.0,299
25,Sebastien Bourdais,244.0,16.0,299
26,Simon Pagenaud,400.0,7.0,299
27,Takuma Sato,342.0,9.0,299
28,Tony Kanaan,101.0,27.0,299
29,Will Power,296.0,12.0,299
30,J.R. Hildebrand,30.0,32.0,299
31,Charlie Kimball,8.0,40.0,299
32,Marco Andretti,22.0,35.0,299
33,Juan Pablo Montoya,53.0,29.0,299
34,Simona de Silvestro,10.0,37.0,299
35,Santino Ferrucci,146.0,25.0,299
36,Oliver Askew,24.0,34.0,299
37,Kevin Magnussen,7.0,41.0,299
38,Cody Ware,21.0,36.0,299
39,Ryan Norman,10.0,38.0,299
40,Stefan Wilson,10.0,39.0,299
41,Sage Karam,53.0,30.0,299
0,Alex Palou,513.0,2.0,300
1,Alexander Rossi,315.0,10.0,300
2,Christian Lundgaard,17.0,36.0,300
3,Colton Herta,355.0,8.0,300
4,Conor Daly,241.0,19.0,300
5,Dalton Kellett,159.0,23.0,300
6,Ed Carpenter,118.0,26.0,300
7,Ed Jones,215.0,20.0,300
8,Felix Rosenqvist,195.0,21.0,300
9,Graham Rahal,361.0,7.0,300
10,Helio Castroneves,195.0,22.0,300
11,Jack Harvey,282.0,16.0,300
12,James Hinchcliffe,263.0,18.0,300
13,Jimmie Johnson,109.0,27.0,300
14,Josef Newgarden,521.0,1.0,300
15,Marcus Ericsson,472.0,5.0,300
16,Max Chilton,133.0,25.0,300
17,Patricio O'Ward,477.0,4.0,300
18,Pietro Fittipaldi,45.0,31.0,300
19,R.C. Enerson,15.0,37.0,300
20,Rinus VeeKay,386.0,6.0,300
21,Romain Grosjean,269.0,17.0,300
22,Ryan Hunter-Reay,292.0,14.0,300
23,Scott Dixon,510.0,3.0,300
24,Scott McLaughlin,307.0,12.0,300
25,Sebastien Bourdais,291.0,15.0,300
26,Simon Pagenaud,337.0,9.0,300
27,Takuma Sato,313.0,11.0,300
28,Tony Kanaan,92.0,28.0,300
29,Will Power,302.0,13.0,300
30,J.R. Hildebrand,30.0,32.0,300
31,Charlie Kimball,8.0,41.0,300
32,Marco Andretti,22.0,34.0,300
33,Juan Pablo Montoya,53.0,29.0,300
34,Simona de Silvestro,10.0,38.0,300
35,Santino Ferrucci,146.0,24.0,300
36,Oliver Askew,24.0,33.0,300
37,Kevin Magnussen,7.0,42.0,300
38,Cody Ware,21.0,35.0,300
39,Ryan Norman,10.0,39.0,300
40,Stefan Wilson,10.0,40.0,300
41,Sage Karam,53.0,30.0,300
0,Alex Palou,517.0,1.0,301
1,Alexander Rossi,295.0,12.0,301
2,Christian Lundgaard,28.0,33.0,301
3,Colton Herta,374.0,8.0,301
4,Conor Daly,269.0,15.0,301
5,Dalton Kellett,139.0,25.0,301
6,Ed Carpenter,107.0,27.0,301
7,Ed Jones,221.0,21.0,301
8,Felix Rosenqvist,184.0,22.0,301
9,Graham Rahal,393.0,7.0,301
10,Helio Castroneves,239.0,19.0,301
11,Jack Harvey,259.0,17.0,301
12,James Hinchcliffe,292.0,13.0,301
13,Jimmie Johnson,127.0,26.0,301
14,Josef Newgarden,441.0,4.0,301
15,Marcus Ericsson,410.0,5.0,301
16,Max Chilton,171.0,23.0,301
17,Patricio O'Ward,501.0,3.0,301
18,Pietro Fittipaldi,41.0,31.0,301
19,R.C. Enerson,11.0,37.0,301
20,Rinus VeeKay,360.0,9.0,301
21,Romain Grosjean,256.0,18.0,301
22,Ryan Hunter-Reay,272.0,14.0,301
23,Scott Dixon,507.0,2.0,301
24,Scott McLaughlin,342.0,11.0,301
25,Sebastien Bourdais,234.0,20.0,301
26,Simon Pagenaud,398.0,6.0,301
27,Takuma Sato,348.0,10.0,301
28,Tony Kanaan,95.0,28.0,301
29,Will Power,269.0,16.0,301
30,J.R. Hildebrand,30.0,32.0,301
31,Charlie Kimball,8.0,41.0,301
32,Marco Andretti,22.0,35.0,301
33,Juan Pablo Montoya,53.0,29.0,301
34,Simona de Silvestro,10.0,38.0,301
35,Santino Ferrucci,146.0,24.0,301
36,Oliver Askew,24.0,34.0,301
37,Kevin Magnussen,7.0,42.0,301
