,driver,totalPoints,chamPos,season
26,Tony Kanaan,99.0,27.0,161
27,Will Power,291.0,15.0,161
0,Alex Palou,410.0,5.0,162
1,Alexander Rossi,343.0,11.0,162
2,Colton Herta,374.0,9.0,162
3,Conor Daly,239.0,18.0,162
4,Dalton Kellett,185.0,23.0,162
5,Ed Carpenter,106.0,26.0,162
6,Ed Jones,202.0,21.0,162
7,Felix Rosenqvist,323.0,12.0,162
8,Graham Rahal,381.0,7.0,162
9,Helio Castroneves,201.0,22.0,162
10,Jack Harvey,292.0,15.0,162
11,James Hinchcliffe,258.0,17.0,162
12,Jimmie Johnson,160.0,24.0,162
13,Josef Newgarden,487.0,2.0,162
14,Marcus Ericsson,366.0,10.0,162
15,Max Chilton,153.0,25.0,162
16,Patricio O'Ward,424.0,3.0,162
17,Pietro Fittipaldi,47.0,28.0,162
18,Rinus VeeKay,381.0,8.0,162
19,Romain Grosjean,229.0,20.0,162
20,Ryan Hunter-Reay,273.0,16.0,162
21,Scott Dixon,585.0,1.0,162
22,Scott McLaughlin,299.0,13.0,162
23,Sebastien Bourdais,235.0,19.0,162
24,Simon Pagenaud,420.0,4.0,162
25,Takuma Sato,387.0,6.0,162
26,Tony Kanaan,88.0,27.0,162
27,Will Power,297.0,14.0,162
0,Alex Palou,492.0,2.0,163
1,Alexander Rossi,361.0,9.0,163
2,Colton Herta,312.0,13.0,163
3,Conor Daly,302.0,14.0,163
4,Dalton Kellett,156.0,23.0,163
5,Ed Carpenter,111.0,26.0,163
6,Ed Jones,214.0,19.0,163
7,Felix Rosenqvist,252.0,16.0,163
8,Graham Rahal,383.0,7.0,163
9,Helio Castroneves,178.0,22.0,163
10,Jack Harvey,237.0,18.0,163
11,James Hinchcliffe,247.0,17.0,163
12,Jimmie Johnson,119.0,25.0,163
13,Josef Newgarden,492.0,3.0,163
14,Marcus Ericsson,350.0,10.0,163
15,Max Chilton,137.0,24.0,163
16,Patricio O'Ward,461.0,4.0,163
17,Pietro Fittipaldi,42.0,28.0,163
18,Rinus VeeKay,401.0,6.0,163
19,Romain Grosjean,204.0,21.0,163
20,Ryan Hunter-Reay,209.0,20.0,163
21,Scott Dixon,592.0,1.0,163
22,Scott McLaughlin,346.0,12.0,163
23,Sebastien Bourdais,277.0,15.0,163
24,Simon Pagenaud,450.0,5.0,163
25,Takuma Sato,350.0,11.0,163
26,Tony Kanaan,95.0,27.0,163
27,Will Power,375.0,8.0,163
0,Alex Palou,442.0,6.0,164
1,Alexander Rossi,323.0,12.0,164
2,Colton Herta,361.0,8.0,164
3,Conor Daly,200.0,21.0,164
4,Dalton Kellett,193.0,22.0,164
5,Ed Carpenter,121.0,25.0,164
6,Ed Jones,243.0,17.0,164
7,Felix Rosenqvist,177.0,24.0,164
8,Graham Rahal,357.0,9.0,164
9,Helio Castroneves,214.0,20.0,164
10,Jack Harvey,245.0,16.0,164
11,James Hinchcliffe,179.0,23.0,164
12,Jimmie Johnson,217.0,19.0,164
13,Josef Newgarden,562.0,1.0,164
14,Marcus Ericsson,395.0,7.0,164
15,Max Chilton,86.0,27.0,164
16,Patricio O'Ward,503.0,3.0,164
17,Pietro Fittipaldi,44.0,28.0,164
18,Rinus VeeKay,444.0,5.0,164
19,Romain Grosjean,233.0,18.0,164
20,Ryan Hunter-Reay,269.0,14.0,164
21,Scott Dixon,534.0,2.0,164
22,Scott McLaughlin,345.0,11.0,164
23,Sebastien Bourdais,261.0,15.0,164
24,Simon Pagenaud,448.0,4.0,164
25,Takuma Sato,305.0,13.0,164
26,Tony Kanaan,96.0,26.0,164
27,Will Power,348.0,10.0,164
0,Alex Palou,394.0,6.0,165
1,Alexander Rossi,347.0,10.0,165
2,Colton Herta,346.0,11.0,165
3,Conor Daly,212.0,19.0,165
4,Dalton Kellett,150.0,25.0,165
5,Ed Carpenter,118.0,26.0,165
6,Ed Jones,215.0,18.0,165
7,Felix Rosenqvist,221.0,17.0,165
8,Graham Rahal,441.0,5.0,165
9,Helio Castroneves,167.0,23.0,165
10,Jack Harvey,345.0,12.0,165
11,James Hinchcliffe,208.0,20.0,165
12,Jimmie Johnson,178.0,21.0,165
13,Josef Newgarden,502.0,3.0,165
14,Marcus Ericsson,373.0,7.0,165
15,Max Chilton,154.0,24.0,165
16,Patricio O'Ward,469.0,4.0,165
17,Pietro Fittipaldi,41.0,28.0,165
18,Rinus VeeKay,373.0,8.0,165
19,Romain Grosjean,177.0,22.0,165
20,Ryan Hunter-Reay,269.0,16.0,165
21,Scott Dixon,542.0,1.0,165
22,Scott McLaughlin,293.0,14.0,165
23,Sebastien Bourdais,280.0,15.0,165
24,Simon Pagenaud,539.0,2.0,165
25,Takuma Sato,360.0,9.0,165
26,Tony Kanaan,97.0,27.0,165
27,Will Power,334.0,13.0,165
0,Alex Palou,403.0,6.0,166
1,Alexander Rossi,354.0,10.0,166
2,Colton Herta,390.0,8.0,166
3,Conor Daly,260.0,16.0,166
4,Dalton Kellett,134.0,25.0,166
5,Ed Carpenter,113.0,26.0,166
6,Ed Jones,249.0,19.0,166
7,Felix Rosenqvist,195.0,21.0,166
8,Graham Rahal,450.0,5.0,166
9,Helio Castroneves,168.0,22.0,166
10,Jack Harvey,256.0,18.0,166
11,James Hinchcliffe,229.0,20.0,166
12,Jimmie Johnson,141.0,24.0,166
13,Josef Newgarden,514.0,2.0,166
14,Marcus Ericsson,359.0,9.0,166
15,Max Chilton,154.0,23.0,166
16,Patricio O'Ward,494.0,3.0,166
17,Pietro Fittipaldi,49.0,28.0,166
18,Rinus VeeKay,392.0,7.0,166
19,Romain Grosjean,301.0,12.0,166
20,Ryan Hunter-Reay,300.0,13.0,166
21,Scott Dixon,529.0,1.0,166
22,Scott McLaughlin,264.0,15.0,166
23,Sebastien Bourdais,258.0,17.0,166
24,Simon Pagenaud,473.0,4.0,166
25,Takuma Sato,348.0,11.0,166
26,Tony Kanaan,95.0,27.0,166
27,Will Power,273.0,14.0,166
0,Alex Palou,429.0,5.0,167
1,Alexander Rossi,322.0,11.0,167
2,Colton Herta,298.0,14.0,167
3,Conor Daly,210.0,19.0,167
4,Dalton Kellett,207.0,20.0,167
5,Ed Carpenter,123.0,26.0,167
6,Ed Jones,180.0,23.0,167
7,Felix Rosenqvist,228.0,18.0,167
8,Graham Rahal,375.0,9.0,167
9,Helio Castroneves,182.0,22.0,167
10,Jack Harvey,310.0,13.0,167
11,James Hinchcliffe,235.0,17.0,167
12,Jimmie Johnson,149.0,24.0,167
13,Josef Newgarden,425.0,6.0,167
14,Marcus Ericsson,397.0,7.0,167
15,Max Chilton,135.0,25.0,167
16,Patricio O'Ward,468.0,3.0,167
17,Pietro Fittipaldi,53.0,28.0,167
18,Rinus VeeKay,443.0,4.0,167
19,Romain Grosjean,204.0,21.0,167
20,Ryan Hunter-Reay,255.0,16.0,167
21,Scott Dixon,548.0,2.0,167
22,Scott McLaughlin,311.0,12.0,167
23,Sebastien Bourdais,294.0,15.0,167
24,Simon Pagenaud,550.0,1.0,167
25,Takuma Sato,389.0,8.0,167
26,Tony Kanaan,96.0,27.0,167
27,Will Power,329.0,10.0,167
0,Alex Palou,435.0,5.0,168
1,Alexander Rossi,319.0,12.0,168
2,Colton Herta,408.0,6.0,168
3,Conor Daly,204.0,19.0,168
4,Dalton Kellett,185.0,21.0,168
5,Ed Carpenter,149.0,25.0,168
6,Ed Jones,239.0,17.0,168
7,Felix Rosenqvist,180.0,23.0,168
8,Graham Rahal,400.0,8.0,168
9,Helio Castroneves,188.0,20.0,168
10,Jack Harvey,257.0,16.0,168
11,James Hinchcliffe,180.0,24.0,168
12,Jimmie Johnson,182.0,22.0,168
13,Josef Newgarden,517.0,2.0,168
14,Marcus Ericsson,407.0,7.0,168
15,Max Chilton,118.0,26.0,168
16,Patricio O'Ward,476.0,3.0,168
17,Pietro Fittipaldi,56.0,28.0,168
18,Rinus VeeKay,372.0,10.0,168
19,Romain Grosjean,227.0,18.0,168
20,Ryan Hunter-Reay,279.0,14.0,168
21,Scott Dixon,519.0,1.0,168
22,Scott McLaughlin,381.0,9.0,168
23,Sebastien Bourdais,290.0,13.0,168
24,Simon Pagenaud,443.0,4.0,168
25,Takuma Sato,350.0,11.0,168
26,Tony Kanaan,111.0,27.0,168
27,Will Power,273.0,15.0,168
0,Alex Palou,380.0,8.0,169
1,Alexander Rossi,367.0,10.0,169
2,Colton Herta,372.0,9.0,169
3,Conor Daly,227.0,18.0,169
4,Dalton Kellett,218.0,19.0,169
5,Ed Carpenter,106.0,26.0,169
6,Ed Jones,271.0,15.0,169
7,Felix Rosenqvist,213.0,21.0,169
8,Graham Rahal,392.0,7.0,169
9,Helio Castroneves,176.0,23.0,169
10,Jack Harvey,260.0,16.0,169
11,James Hinchcliffe,202.0,22.0,169
12,Jimmie Johnson,143.0,24.0,169
13,Josef Newgarden,467.0,3.0,169
14,Marcus Ericsson,430.0,4.0,169
15,Max Chilton,139.0,25.0,169
16,Patricio O'Ward,422.0,5.0,169
17,Pietro Fittipaldi,42.0,28.0,169
18,Rinus VeeKay,405.0,6.0,169
19,Romain Grosjean,218.0,20.0,169
20,Ryan Hunter-Reay,247.0,17.0,169
21,Scott Dixon,574.0,1.0,169
22,Scott McLaughlin,288.0,14.0,169
23,Sebastien Bourdais,341.0,11.0,169
24,Simon Pagenaud,506.0,2.0,169
25,Takuma Sato,341.0,12.0,169
26,Tony Kanaan,96.0,27.0,169
27,Will Power,302.0,13.0,169
0,Alex Palou,467.0,4.0,170
1,Alexander Rossi,332.0,10.0,170
2,Colton Herta,411.0,7.0,170
3,Conor Daly,198.0,21.0,170
4,Dalton Kellett,177.0,23.0,170
5,Ed Carpenter,107.0,26.0,170
6,Ed Jones,188.0,22.0,170
7,Felix Rosenqvist,228.0,18.0,170
8,Graham Rahal,380.0,8.0,170
9,Helio Castroneves,201.0,20.0,170
10,Jack Harvey,262.0,16.0,170
11,James Hinchcliffe,227.0,19.0,170
12,Jimmie Johnson,137.0,25.0,170
13,Josef Newgarden,513.0,2.0,170
14,Marcus Ericsson,311.0,12.0,170
15,Max Chilton,152.0,24.0,170
16,Patricio O'Ward,446.0,5.0,170
17,Pietro Fittipaldi,49.0,28.0,170
18,Rinus VeeKay,415.0,6.0,170
19,Romain Grosjean,253.0,17.0,170
20,Ryan Hunter-Reay,324.0,11.0,170
21,Scott Dixon,562.0,1.0,170
22,Scott McLaughlin,274.0,14.0,170
23,Sebastien Bourdais,269.0,15.0,170
24,Simon Pagenaud,489.0,3.0,170
25,Takuma Sato,369.0,9.0,170
26,Tony Kanaan,95.0,27.0,170
27,Will Power,309.0,13.0,170
0,Alex Palou,413.0,7.0,171
1,Alexander Rossi,270.0,14.0,171
2,Colton Herta,351.0,9.0,171
3,Conor Daly,239.0,16.0,171
4,Dalton Kellett,174.0,23.0,171
5,Ed Carpenter,115.0,26.0,171
6,Ed Jones,223.0,18.0,171
7,Felix Rosenqvist,221.0,19.0,171
8,Graham Rahal,486.0,4.0,171
9,Helio Castroneves,169.0,24.0,171
10,Jack Harvey,234.0,17.0,171
11,James Hinchcliffe,218.0,20.0,171
12,Jimmie Johnson,210.0,21.0,171
13,Josef Newgarden,517.0,2.0,171
14,Marcus Ericsson,341.0,10.0,171
15,Max Chilton,137.0,25.0,171
16,Patricio O'Ward,460.0,5.0,171
17,Pietro Fittipaldi,49.0,28.0,171
18,Rinus VeeKay,425.0,6.0,171
19,Romain Grosjean,202.0,22.0,171
20,Ryan Hunter-Reay,274.0,13.0,171
21,Scott Dixon,546.0,1.0,171
22,Scott McLaughlin,321.0,12.0,171
23,Sebastien Bourdais,254.0,15.0,171
24,Simon Pagenaud,487.0,3.0,171
25,Takuma Sato,370.0,8.0,171
26,Tony Kanaan,109.0,27.0,171
27,Will Power,330.0,11.0,171
0,Alex Palou,474.0,4.0,172
1,Alexander Rossi,384.0,9.0,172
2,Colton Herta,418.0,7.0,172
3,Conor Daly,180.0,22.0,172
4,Dalton Kellett,153.0,23.0,172
5,Ed Carpenter,109.0,25.0,172
6,Ed Jones,209.0,19.0,172
7,Felix Rosenqvist,253.0,16.0,172
8,Graham Rahal,437.0,6.0,172
9,Helio Castroneves,186.0,21.0,172
10,Jack Harvey,227.0,17.0,172
11,James Hinchcliffe,270.0,15.0,172
12,Jimmie Johnson,103.0,26.0,172
13,Josef Newgarden,491.0,3.0,172
14,Marcus Ericsson,380.0,10.0,172
15,Max Chilton,145.0,24.0,172
16,Patricio O'Ward,444.0,5.0,172
17,Pietro Fittipaldi,47.0,28.0,172
18,Rinus VeeKay,408.0,8.0,172
19,Romain Grosjean,215.0,18.0,172
20,Ryan Hunter-Reay,286.0,14.0,172
21,Scott Dixon,567.0,1.0,172
22,Scott McLaughlin,328.0,12.0,172
23,Sebastien Bourdais,200.0,20.0,172
24,Simon Pagenaud,508.0,2.0,172
25,Takuma Sato,334.0,11.0,172
26,Tony Kanaan,91.0,27.0,172
27,Will Power,298.0,13.0,172
0,Alex Palou,411.0,7.0,173
1,Alexander Rossi,356.0,11.0,173
2,Colton Herta,363.0,10.0,173
3,Conor Daly,226.0,17.0,173
4,Dalton Kellett,130.0,24.0,173
5,Ed Carpenter,117.0,25.0,173
6,Ed Jones,210.0,19.0,173
7,Felix Rosenqvist,201.0,21.0,173
8,Graham Rahal,440.0,6.0,173
9,Helio Castroneves,209.0,20.0,173
10,Jack Harvey,274.0,15.0,173
11,James Hinchcliffe,212.0,18.0,173
12,Jimmie Johnson,113.0,26.0,173
13,Josef Newgarden,494.0,3.0,173
14,Marcus Ericsson,374.0,8.0,173
15,Max Chilton,180.0,23.0,173
16,Patricio O'Ward,456.0,5.0,173
17,Pietro Fittipaldi,64.0,28.0,173
18,Rinus VeeKay,467.0,4.0,173
19,Romain Grosjean,194.0,22.0,173
20,Ryan Hunter-Reay,305.0,12.0,173
21,Scott Dixon,503.0,2.0,173
22,Scott McLaughlin,254.0,16.0,173
23,Sebastien Bourdais,296.0,14.0,173
24,Simon Pagenaud,538.0,1.0,173
25,Takuma Sato,365.0,9.0,173
26,Tony Kanaan,88.0,27.0,173
27,Will Power,305.0,13.0,173
0,Alex Palou,429.0,5.0,174
1,Alexander Rossi,332.0,11.0,174
2,Colton Herta,393.0,8.0,174
3,Conor Daly,221.0,20.0,174
4,Dalton Kellett,163.0,23.0,174
5,Ed Carpenter,118.0,26.0,174
6,Ed Jones,279.0,14.0,174
7,Felix Rosenqvist,224.0,19.0,174
8,Graham Rahal,406.0,7.0,174
9,Helio Castroneves,166.0,22.0,174
10,Jack Harvey,324.0,12.0,174
11,James Hinchcliffe,227.0,18.0,174
12,Jimmie Johnson,144.0,24.0,174
13,Josef Newgarden,512.0,2.0,174
14,Marcus Ericsson,348.0,10.0,174
15,Max Chilton,143.0,25.0,174
16,Patricio O'Ward,483.0,4.0,174
17,Pietro Fittipaldi,44.0,28.0,174
18,Rinus VeeKay,421.0,6.0,174
19,Romain Grosjean,258.0,15.0,174
20,Ryan Hunter-Reay,207.0,21.0,174
21,Scott Dixon,554.0,1.0,174
22,Scott McLaughlin,298.0,13.0,174
23,Sebastien Bourdais,237.0,17.0,174
24,Simon Pagenaud,501.0,3.0,174
25,Takuma Sato,366.0,9.0,174
26,Tony Kanaan,96.0,27.0,174
27,Will Power,251.0,16.0,174
0,Alex Palou,402.0,6.0,175
1,Alexander Rossi,330.0,12.0,175
2,Colton Herta,353.0,11.0,175
3,Conor Daly,240.0,18.0,175
4,Dalton Kellett,168.0,23.0,175
5,Ed Carpenter,110.0,26.0,175
6,Ed Jones,208.0,20.0,175
7,Felix Rosenqvist,243.0,17.0,175
8,Graham Rahal,396.0,7.0,175
9,Helio Castroneves,181.0,22.0,175
10,Jack Harvey,313.0,14.0,175
11,James Hinchcliffe,254.0,16.0,175
12,Jimmie Johnson,115.0,25.0,175
13,Josef Newgarden,464.0,3.0,175
14,Marcus Ericsson,354.0,10.0,175
15,Max Chilton,165.0,24.0,175
16,Patricio O'Ward,528.0,2.0,175
17,Pietro Fittipaldi,43.0,28.0,175
18,Rinus VeeKay,434.0,5.0,175
19,Romain Grosjean,207.0,21.0,175
20,Ryan Hunter-Reay,317.0,13.0,175
21,Scott Dixon,573.0,1.0,175
22,Scott McLaughlin,359.0,8.0,175
23,Sebastien Bourdais,230.0,19.0,175
24,Simon Pagenaud,436.0,4.0,175
25,Takuma Sato,358.0,9.0,175
26,Tony Kanaan,99.0,27.0,175
27,Will Power,265.0,15.0,175
0,Alex Palou,437.0,5.0,176
1,Alexander Rossi,396.0,6.0,176
2,Colton Herta,306.0,12.0,176
3,Conor Daly,190.0,21.0,176
4,Dalton Kellett,174.0,23.0,176
5,Ed Carpenter,127.0,25.0,176
6,Ed Jones,200.0,20.0,176
7,Felix Rosenqvist,247.0,19.0,176
8,Graham Rahal,354.0,8.0,176
9,Helio Castroneves,187.0,22.0,176
10,Jack Harvey,249.0,18.0,176
11,James Hinchcliffe,279.0,15.0,176
12,Jimmie Johnson,162.0,24.0,176
13,Josef Newgarden,508.0,2.0,176
14,Marcus Ericsson,323.0,11.0,176
15,Max Chilton,116.0,26.0,176
16,Patricio O'Ward,466.0,4.0,176
17,Pietro Fittipaldi,43.0,28.0,176
18,Rinus VeeKay,350.0,9.0,176
19,Romain Grosjean,264.0,17.0,176
20,Ryan Hunter-Reay,287.0,14.0,176
21,Scott Dixon,632.0,1.0,176
22,Scott McLaughlin,304.0,13.0,176
23,Sebastien Bourdais,266.0,16.0,176
24,Simon Pagenaud,479.0,3.0,176
25,Takuma Sato,346.0,10.0,176
26,Tony Kanaan,87.0,27.0,176
27,Will Power,366.0,7.0,176
0,Alex Palou,396.0,6.0,177
1,Alexander Rossi,306.0,13.0,177
2,Colton Herta,326.0,11.0,177
3,Conor Daly,190.0,22.0,177
4,Dalton Kellett,223.0,18.0,177
5,Ed Carpenter,106.0,27.0,177
6,Ed Jones,172.0,23.0,177
7,Felix Rosenqvist,208.0,21.0,177
8,Graham Rahal,452.0,5.0,177
9,Helio Castroneves,217.0,20.0,177
10,Jack Harvey,314.0,12.0,177
11,James Hinchcliffe,221.0,19.0,177
12,Jimmie Johnson,131.0,24.0,177
13,Josef Newgarden,511.0,2.0,177
14,Marcus Ericsson,382.0,8.0,177
15,Max Chilton,130.0,25.0,177
16,Patricio O'Ward,490.0,4.0,177
17,Pietro Fittipaldi,42.0,28.0,177
18,Rinus VeeKay,381.0,9.0,177
19,Romain Grosjean,228.0,17.0,177
20,Ryan Hunter-Reay,270.0,15.0,177
21,Scott Dixon,573.0,1.0,177
22,Scott McLaughlin,260.0,16.0,177
23,Sebastien Bourdais,298.0,14.0,177
24,Simon Pagenaud,498.0,3.0,177
25,Takuma Sato,383.0,7.0,177
26,Tony Kanaan,109.0,26.0,177
27,Will Power,328.0,10.0,177
0,Alex Palou,423.0,5.0,178
1,Alexander Rossi,363.0,10.0,178
2,Colton Herta,307.0,14.0,178
3,Conor Daly,316.0,13.0,178
4,Dalton Kellett,157.0,23.0,178
5,Ed Carpenter,123.0,25.0,178
6,Ed Jones,175.0,22.0,178
7,Felix Rosenqvist,194.0,21.0,178
8,Graham Rahal,394.0,6.0,178
9,Helio Castroneves,206.0,19.0,178
10,Jack Harvey,280.0,16.0,178
11,James Hinchcliffe,206.0,20.0,178
12,Jimmie Johnson,125.0,24.0,178
13,Josef Newgarden,530.0,2.0,178
14,Marcus Ericsson,394.0,7.0,178
15,Max Chilton,115.0,26.0,178
16,Patricio O'Ward,459.0,4.0,178
17,Pietro Fittipaldi,41.0,28.0,178
18,Rinus VeeKay,373.0,8.0,178
19,Romain Grosjean,250.0,18.0,178
20,Ryan Hunter-Reay,282.0,15.0,178
21,Scott Dixon,558.0,1.0,178
22,Scott McLaughlin,323.0,12.0,178
23,Sebastien Bourdais,252.0,17.0,178
24,Simon Pagenaud,497.0,3.0,178
25,Takuma Sato,370.0,9.0,178
26,Tony Kanaan,88.0,27.0,178
27,Will Power,344.0,11.0,178
0,Alex Palou,422.0,6.0,179
1,Alexander Rossi,291.0,14.0,179
2,Colton Herta,325.0,11.0,179
3,Conor Daly,169.0,23.0,179
4,Dalton Kellett,160.0,24.0,179
5,Ed Carpenter,108.0,26.0,179
6,Ed Jones,239.0,17.0,179
7,Felix Rosenqvist,181.0,22.0,179
8,Graham Rahal,388.0,7.0,179
9,Helio Castroneves,210.0,19.0,179
10,Jack Harvey,287.0,15.0,179
11,James Hinchcliffe,213.0,18.0,179
12,Jimmie Johnson,187.0,21.0,179
13,Josef Newgarden,516.0,2.0,179
14,Marcus Ericsson,314.0,12.0,179
15,Max Chilton,155.0,25.0,179
16,Patricio O'Ward,483.0,3.0,179
17,Pietro Fittipaldi,46.0,28.0,179
18,Rinus VeeKay,459.0,5.0,179
19,Romain Grosjean,203.0,20.0,179
20,Ryan Hunter-Reay,245.0,16.0,179
21,Scott Dixon,615.0,1.0,179
22,Scott McLaughlin,359.0,9.0,179
23,Sebastien Bourdais,294.0,13.0,179
24,Simon Pagenaud,473.0,4.0,179
25,Takuma Sato,369.0,8.0,179
26,Tony Kanaan,107.0,27.0,179
27,Will Power,327.0,10.0,179
0,Alex Palou,414.0,5.0,180
1,Alexander Rossi,305.0,12.0,180
2,Colton Herta,319.0,11.0,180
3,Conor Daly,270.0,14.0,180
4,Dalton Kellett,168.0,23.0,180
5,Ed Carpenter,112.0,26.0,180
6,Ed Jones,231.0,19.0,180
7,Felix Rosenqvist,248.0,17.0,180
8,Graham Rahal,407.0,6.0,180
9,Helio Castroneves,199.0,22.0,180
10,Jack Harvey,254.0,16.0,180
11,James Hinchcliffe,216.0,21.0,180
12,Jimmie Johnson,131.0,25.0,180
13,Josef Newgarden,465.0,4.0,180
14,Marcus Ericsson,371.0,7.0,180
15,Max Chilton,149.0,24.0,180
16,Patricio O'Ward,521.0,3.0,180
17,Pietro Fittipaldi,48.0,28.0,180
18,Rinus VeeKay,366.0,8.0,180
19,Romain Grosjean,231.0,20.0,180
20,Ryan Hunter-Reay,262.0,15.0,180
21,Scott Dixon,587.0,1.0,180
22,Scott McLaughlin,334.0,10.0,180
23,Sebastien Bourdais,242.0,18.0,180
24,Simon Pagenaud,542.0,2.0,180
25,Takuma Sato,340.0,9.0,180
26,Tony Kanaan,109.0,27.0,180
27,Will Power,304.0,13.0,180
0,Alex Palou,415.0,7.0,181
1,Alexander Rossi,304.0,12.0,181
2,Colton Herta,311.0,11.0,181
3,Conor Daly,233.0,17.0,181
4,Dalton Kellett,159.0,23.0,181
5,Ed Carpenter,106.0,26.0,181
6,Ed Jones,203.0,19.0,181
7,Felix Rosenqvist,269.0,15.0,181
8,Graham Rahal,437.0,6.0,181
9,Helio Castroneves,194.0,20.0,181
10,Jack Harvey,274.0,14.0,181
11,James Hinchcliffe,189.0,21.0,181
12,Jimmie Johnson,114.0,25.0,181
13,Josef Newgarden,510.0,3.0,181
14,Marcus Ericsson,404.0,8.0,181
15,Max Chilton,126.0,24.0,181
16,Patricio O'Ward,508.0,4.0,181
17,Pietro Fittipaldi,42.0,28.0,181
18,Rinus VeeKay,455.0,5.0,181
19,Romain Grosjean,185.0,22.0,181
20,Ryan Hunter-Reay,268.0,16.0,181
21,Scott Dixon,560.0,1.0,181
22,Scott McLaughlin,299.0,13.0,181
23,Sebastien Bourdais,229.0,18.0,181
24,Simon Pagenaud,547.0,2.0,181
25,Takuma Sato,348.0,10.0,181
26,Tony Kanaan,101.0,27.0,181
27,Will Power,355.0,9.0,181
0,Alex Palou,451.0,5.0,182
1,Alexander Rossi,266.0,15.0,182
2,Colton Herta,360.0,9.0,182
3,Conor Daly,246.0,17.0,182
4,Dalton Kellett,138.0,23.0,182
5,Ed Carpenter,111.0,26.0,182
6,Ed Jones,215.0,20.0,182
7,Felix Rosenqvist,208.0,21.0,182
8,Graham Rahal,405.0,7.0,182
9,Helio Castroneves,227.0,19.0,182
10,Jack Harvey,282.0,13.0,182
11,James Hinchcliffe,231.0,18.0,182
12,Jimmie Johnson,138.0,24.0,182
13,Josef Newgarden,462.0,4.0,182
14,Marcus Ericsson,480.0,3.0,182
15,Max Chilton,114.0,25.0,182
16,Patricio O'Ward,437.0,6.0,182
17,Pietro Fittipaldi,44.0,28.0,182
18,Rinus VeeKay,403.0,8.0,182
19,Romain Grosjean,208.0,22.0,182
20,Ryan Hunter-Reay,281.0,14.0,182
21,Scott Dixon,591.0,1.0,182
22,Scott McLaughlin,346.0,11.0,182
23,Sebastien Bourdais,266.0,16.0,182
24,Simon Pagenaud,489.0,2.0,182
25,Takuma Sato,352.0,10.0,182
26,Tony Kanaan,90.0,27.0,182
27,Will Power,304.0,12.0,182
0,Alex Palou,407.0,6.0,183
1,Alexander Rossi,319.0,13.0,183
2,Colton Herta,422.0,5.0,183
3,Conor Daly,180.0,22.0,183
4,Dalton Kellett,152.0,23.0,183
5,Ed Carpenter,134.0,24.0,183
6,Ed Jones,223.0,19.0,183
7,Felix Rosenqvist,231.0,18.0,183
8,Graham Rahal,349.0,10.0,183
9,Helio Castroneves,181.0,21.0,183
10,Jack Harvey,246.0,16.0,183
11,James Hinchcliffe,238.0,17.0,183
12,Jimmie Johnson,128.0,25.0,183
13,Josef Newgarden,522.0,1.0,183
14,Marcus Ericsson,384.0,8.0,183
15,Max Chilton,127.0,26.0,183
16,Patricio O'Ward,516.0,2.0,183
17,Pietro Fittipaldi,46.0,28.0,183
18,Rinus VeeKay,399.0,7.0,183
19,Romain Grosjean,218.0,20.0,183
20,Ryan Hunter-Reay,309.0,14.0,183
21,Scott Dixon,477.0,4.0,183
22,Scott McLaughlin,339.0,11.0,183
23,Sebastien Bourdais,324.0,12.0,183
24,Simon Pagenaud,514.0,3.0,183
25,Takuma Sato,362.0,9.0,183
26,Tony Kanaan,109.0,27.0,183
27,Will Power,289.0,15.0,183
0,Alex Palou,424.0,6.0,184
1,Alexander Rossi,358.0,10.0,184
2,Colton Herta,374.0,9.0,184
3,Conor Daly,187.0,21.0,184
4,Dalton Kellett,135.0,25.0,184
5,Ed Carpenter,107.0,26.0,184
6,Ed Jones,201.0,19.0,184
7,Felix Rosenqvist,250.0,17.0,184
8,Graham Rahal,428.0,5.0,184
9,Helio Castroneves,191.0,20.0,184
10,Jack Harvey,279.0,13.0,184
11,James Hinchcliffe,251.0,16.0,184
12,Jimmie Johnson,148.0,24.0,184
13,Josef Newgarden,512.0,3.0,184
14,Marcus Ericsson,401.0,8.0,184
15,Max Chilton,152.0,23.0,184
16,Patricio O'Ward,497.0,4.0,184
17,Pietro Fittipaldi,48.0,28.0,184
18,Rinus VeeKay,414.0,7.0,184
19,Romain Grosjean,179.0,22.0,184
20,Ryan Hunter-Reay,235.0,18.0,184
21,Scott Dixon,519.0,2.0,184
22,Scott McLaughlin,332.0,12.0,184
23,Sebastien Bourdais,269.0,14.0,184
24,Simon Pagenaud,554.0,1.0,184
25,Takuma Sato,267.0,15.0,184
26,Tony Kanaan,97.0,27.0,184
27,Will Power,336.0,11.0,184
0,Alex Palou,403.0,7.0,185
1,Alexander Rossi,288.0,13.0,185
2,Colton Herta,319.0,11.0,185
3,Conor Daly,264.0,15.0,185
4,Dalton Kellett,206.0,21.0,185
5,Ed Carpenter,108.0,25.0,185
6,Ed Jones,191.0,22.0,185
7,Felix Rosenqvist,223.0,20.0,185
8,Graham Rahal,413.0,6.0,185
9,Helio Castroneves,165.0,23.0,185
10,Jack Harvey,266.0,14.0,185
11,James Hinchcliffe,261.0,16.0,185
12,Jimmie Johnson,161.0,24.0,185
13,Josef Newgarden,523.0,2.0,185
14,Marcus Ericsson,400.0,8.0,185
15,Max Chilton,105.0,26.0,185
16,Patricio O'Ward,523.0,3.0,185
17,Pietro Fittipaldi,42.0,28.0,185
18,Rinus VeeKay,432.0,5.0,185
19,Romain Grosjean,246.0,17.0,185
