driver,date,year,EloRating
Mike Conway,2010-03-29,2010,1398.73381318252
Milka Duno,2010-03-29,2010,1313.0963579465
Raphael Matos,2010-03-29,2010,1551.28939875742
Ryan Briscoe,2010-03-29,2010,1708.97055979977
Ryan Hunter-Reay,2010-03-29,2010,1512.66865866105
Scott Dixon,2010-03-29,2010,1778.08644716953
Simona de Silvestro,2010-03-29,2010,1487.50314600601
Takuma Sato,2010-03-29,2010,1459.37655371495
Tony Kanaan,2010-03-29,2010,1640.43805877115
Vitor Meira,2010-03-29,2010,1499.01711163237
Will Power,2010-03-29,2010,1590.69118446185
Alex Lloyd,2010-04-11,2010,1448.5057777209
Alex Tagliani,2010-04-11,2010,1534.94568262068
Bertrand Baguette,2010-04-11,2010,1488.48559417083
Dan Wheldon,2010-04-11,2010,1606.83184486893
Danica Patrick,2010-04-11,2010,1597.73755910452
Dario Franchitti,2010-04-11,2010,1722.07928760247
E.J. Viso,2010-04-11,2010,1396.63427118063
Graham Rahal,2010-04-11,2010,1483.86229898709
Helio Castroneves,2010-04-11,2010,1739.88188239872
Hideki Mutoh,2010-04-11,2010,1528.14834625182
Justin Wilson,2010-04-11,2010,1550.6741339583
Marco Andretti,2010-04-11,2010,1539.23917974129
Mario Moraes,2010-04-11,2010,1416.74466881863
Mario Romancini,2010-04-11,2010,1478.36726017816
Mike Conway,2010-04-11,2010,1407.34069942215
Milka Duno,2010-04-11,2010,1297.71133222785
Raphael Matos,2010-04-11,2010,1550.37763136793
Ryan Briscoe,2010-04-11,2010,1719.69036432779
Ryan Hunter-Reay,2010-04-11,2010,1516.90000739491
Scott Dixon,2010-04-11,2010,1791.06394587248
Simona de Silvestro,2010-04-11,2010,1471.25207718762
Takuma Sato,2010-04-11,2010,1428.97280916162
Tony Kanaan,2010-04-11,2010,1646.52404586147
Vitor Meira,2010-04-11,2010,1490.91849324797
Will Power,2010-04-11,2010,1602.18617979519
Alex Lloyd,2010-04-18,2010,1440.70400932949
Alex Tagliani,2010-04-18,2010,1511.74570650355
Bertrand Baguette,2010-04-18,2010,1466.13191122941
Dan Wheldon,2010-04-18,2010,1615.97907253471
Danica Patrick,2010-04-18,2010,1590.46982202329
Dario Franchitti,2010-04-18,2010,1718.60173292481
E.J. Viso,2010-04-18,2010,1400.64776875807
Graham Rahal,2010-04-18,2010,1466.59326480133
Helio Castroneves,2010-04-18,2010,1741.74195720323
Hideki Mutoh,2010-04-18,2010,1529.06186749384
Justin Wilson,2010-04-18,2010,1572.76370568744
Marco Andretti,2010-04-18,2010,1537.10562777188
Mario Moraes,2010-04-18,2010,1441.51963782253
Mario Romancini,2010-04-18,2010,1459.947337986
Mike Conway,2010-04-18,2010,1422.25743895227
Milka Duno,2010-04-18,2010,1281.3376671938
Raphael Matos,2010-04-18,2010,1534.50643504925
Ryan Briscoe,2010-04-18,2010,1719.84835484489
Ryan Hunter-Reay,2010-04-18,2010,1540.65754943338
Scott Dixon,2010-04-18,2010,1801.46691293472
Simona de Silvestro,2010-04-18,2010,1465.64889176048
Takuma Sato,2010-04-18,2010,1423.42583142219
Tony Kanaan,2010-04-18,2010,1658.45422655222
Vitor Meira,2010-04-18,2010,1498.5625882208
Will Power,2010-04-18,2010,1615.89605503637
Alex Lloyd,2010-05-01,2010,1436.11219106602
Alex Tagliani,2010-05-01,2010,1521.31186790965
Bertrand Baguette,2010-05-01,2010,1456.15141845884
Dan Wheldon,2010-05-01,2010,1613.79553145918
Danica Patrick,2010-05-01,2010,1595.16887458575
Dario Franchitti,2010-05-01,2010,1735.04194650583
E.J. Viso,2010-05-01,2010,1375.61410484686
Helio Castroneves,2010-05-01,2010,1754.91021805364
Hideki Mutoh,2010-05-01,2010,1500.26303250457
Jay Howard,2010-05-01,2010,1435.40858411293
John Andretti,2010-05-01,2010,1500.33130662188
Justin Wilson,2010-05-01,2010,1563.27056703715
Marco Andretti,2010-05-01,2010,1546.30846336098
Mario Moraes,2010-05-01,2010,1464.32635608107
Mario Romancini,2010-05-01,2010,1448.3956257495
Mike Conway,2010-05-01,2010,1428.78306403184
Milka Duno,2010-05-01,2010,1264.79318416887
Raphael Matos,2010-05-01,2010,1530.52365483334
Ryan Briscoe,2010-05-01,2010,1722.67801547414
Ryan Hunter-Reay,2010-05-01,2010,1565.38593301907
Sarah Fisher,2010-05-01,2010,1441.86984002252
Scott Dixon,2010-05-01,2010,1815.58749920427
Simona de Silvestro,2010-05-01,2010,1452.85781538034
Takuma Sato,2010-05-01,2010,1403.26852825023
Tony Kanaan,2010-05-01,2010,1682.0927186046
Vitor Meira,2010-05-01,2010,1505.5112897314
Will Power,2010-05-01,2010,1613.04013407579
Alex Lloyd,2010-05-30,2010,1481.1657393196
Alex Tagliani,2010-05-30,2010,1530.56646118959
Ana Beatriz,2010-05-30,2010,1497.91019958723
Bertrand Baguette,2010-05-30,2010,1450.13584466767
Bruno Junqueira,2010-05-30,2010,1432.01846286639
Dan Wheldon,2010-05-30,2010,1647.75713289524
Danica Patrick,2010-05-30,2010,1622.81750501233
Dario Franchitti,2010-05-30,2010,1756.75091700964
Davey Hamilton,2010-05-30,2010,1443.45531088756
E.J. Viso,2010-05-30,2010,1365.63422698409
Ed Carpenter,2010-05-30,2010,1531.15990427997
Graham Rahal,2010-05-30,2010,1476.48622379026
Helio Castroneves,2010-05-30,2010,1751.67537851747
Hideki Mutoh,2010-05-30,2010,1473.2577095772
John Andretti,2010-05-30,2010,1473.31726699213
Justin Wilson,2010-05-30,2010,1585.35796210937
Marco Andretti,2010-05-30,2010,1581.38090706266
Mario Moraes,2010-05-30,2010,1433.40432670707
Mario Romancini,2010-05-30,2010,1468.36912138711
Mike Conway,2010-05-30,2010,1430.70747662308
Raphael Matos,2010-05-30,2010,1501.0255839157
Ryan Briscoe,2010-05-30,2010,1686.85685327859
Ryan Hunter-Reay,2010-05-30,2010,1563.5550620691
Sarah Fisher,2010-05-30,2010,1430.64938632022
Scott Dixon,2010-05-30,2010,1825.08600422826
Sebastian Saavedra,2010-05-30,2010,1490.35859599738
Simona de Silvestro,2010-05-30,2010,1466.88227646413
Takuma Sato,2010-05-30,2010,1403.45360783942
Tomas Scheckter,2010-05-30,2010,1414.44501373325
Tony Kanaan,2010-05-30,2010,1695.36716077923
Townsend Bell,2010-05-30,2010,1537.43703660104
Vitor Meira,2010-05-30,2010,1487.58093324809
Will Power,2010-05-30,2010,1620.39834371265
Alex Lloyd,2010-06-05,2010,1493.11445535182
Alex Tagliani,2010-06-05,2010,1521.98125319164
Bertrand Baguette,2010-06-05,2010,1435.22549654231
Dan Wheldon,2010-06-05,2010,1656.14232226168
Danica Patrick,2010-06-05,2010,1645.36746424825
Dario Franchitti,2010-06-05,2010,1762.15008629289
E.J. Viso,2010-06-05,2010,1379.4425163638
Helio Castroneves,2010-06-05,2010,1721.23301797977
Hideki Mutoh,2010-06-05,2010,1475.90076176456
Jay Howard,2010-06-05,2010,1411.65697638715
Justin Wilson,2010-06-05,2010,1570.82755395161
Marco Andretti,2010-06-05,2010,1607.37869071044
Mario Moraes,2010-06-05,2010,1419.11455498333
Mario Romancini,2010-06-05,2010,1466.58508587026
Milka Duno,2010-06-05,2010,1254.96204043067
Raphael Matos,2010-06-05,2010,1500.13281133288
Ryan Briscoe,2010-06-05,2010,1703.09504751542
Ryan Hunter-Reay,2010-06-05,2010,1581.4074543482
Sarah Fisher,2010-06-05,2010,1433.10697504688
Scott Dixon,2010-06-05,2010,1832.10241948181
Simona de Silvestro,2010-06-05,2010,1450.2421147161
Takuma Sato,2010-06-05,2010,1380.51567039727
Tomas Scheckter,2010-06-05,2010,1422.69105397251
Tony Kanaan,2010-06-05,2010,1708.55414297529
Vitor Meira,2010-06-05,2010,1500.55148151135
Will Power,2010-06-05,2010,1610.29377868161
Alex Lloyd,2010-06-20,2010,1495.79980753683
Alex Tagliani,2010-06-20,2010,1521.68073536262
Bertrand Baguette,2010-06-20,2010,1432.51083868526
Dan Wheldon,2010-06-20,2010,1658.42195396904
Danica Patrick,2010-06-20,2010,1649.00291769733
Dario Franchitti,2010-06-20,2010,1736.12595898742
E.J. Viso,2010-06-20,2010,1413.41961092402
Graham Rahal,2010-06-20,2010,1492.40533380198
Helio Castroneves,2010-06-20,2010,1736.54588543782
Hideki Mutoh,2010-06-20,2010,1464.15951559065
Justin Wilson,2010-06-20,2010,1542.61931471692
Marco Andretti,2010-06-20,2010,1594.93889885464
Mario Moraes,2010-06-20,2010,1396.1408191705
Mario Romancini,2010-06-20,2010,1466.22083911411
Milka Duno,2010-06-20,2010,1245.03772127236
Raphael Matos,2010-06-20,2010,1502.83539877516
Ryan Briscoe,2010-06-20,2010,1717.0608167603
Ryan Hunter-Reay,2010-06-20,2010,1593.94382944819
Sarah Fisher,2010-06-20,2010,1417.1801530276
Scott Dixon,2010-06-20,2010,1832.47159894701
Simona de Silvestro,2010-06-20,2010,1436.69676168828
Takuma Sato,2010-06-20,2010,1368.92190141295
Tony Kanaan,2010-06-20,2010,1733.92195713062
Vitor Meira,2010-06-20,2010,1518.8556169361
Will Power,2010-06-20,2010,1618.99523449241
Adam Carroll,2010-07-04,2010,1496.48218681042
Alex Lloyd,2010-07-04,2010,1470.87942735766
Alex Tagliani,2010-07-04,2010,1515.17681878144
Bertrand Baguette,2010-07-04,2010,1428.72798246469
Dan Wheldon,2010-07-04,2010,1673.99279753874
Danica Patrick,2010-07-04,2010,1630.75498456635
Dario Franchitti,2010-07-04,2010,1748.52342080071
E.J. Viso,2010-07-04,2010,1428.09106008323
Helio Castroneves,2010-07-04,2010,1732.51121218827
Hideki Mutoh,2010-07-04,2010,1470.76885726733
Justin Wilson,2010-07-04,2010,1546.65650082217
Marco Andretti,2010-07-04,2010,1590.8835030134
Mario Moraes,2010-07-04,2010,1422.78435142238
Mario Romancini,2010-07-04,2010,1449.19216662373
Milka Duno,2010-07-04,2010,1234.65885006285
Paul Tracy,2010-07-04,2010,1525.96364920829
Raphael Matos,2010-07-04,2010,1527.67528744359
Ryan Briscoe,2010-07-04,2010,1733.10610910494
Ryan Hunter-Reay,2010-07-04,2010,1609.00520493989
Scott Dixon,2010-07-04,2010,1830.80708527093
Simona de Silvestro,2010-07-04,2010,1415.99286800128
Takuma Sato,2010-07-04,2010,1366.0228445244
Tony Kanaan,2010-07-04,2010,1707.78682264272
Vitor Meira,2010-07-04,2010,1508.28115852473
Will Power,2010-07-04,2010,1637.50050684179
Alex Lloyd,2010-07-18,2010,1454.06935689206
Alex Tagliani,2010-07-18,2010,1507.74084081995
Bertrand Baguette,2010-07-18,2010,1429.08398293865
Dan Wheldon,2010-07-18,2010,1679.15777067475
Danica Patrick,2010-07-18,2010,1647.16562733581
Dario Franchitti,2010-07-18,2010,1763.53941113606
E.J. Viso,2010-07-18,2010,1420.54958191827
Graham Rahal,2010-07-18,2010,1516.19678347334
Helio Castroneves,2010-07-18,2010,1693.49000247178
Hideki Mutoh,2010-07-18,2010,1480.31674843088
Justin Wilson,2010-07-18,2010,1553.43370642836
Marco Andretti,2010-07-18,2010,1604.35554478659
Mario Moraes,2010-07-18,2010,1429.07852360076
Mario Romancini,2010-07-18,2010,1434.93224525759
Milka Duno,2010-07-18,2010,1219.47245655087
Paul Tracy,2010-07-18,2010,1530.78989204811
Raphael Matos,2010-07-18,2010,1509.78441796932
Ryan Briscoe,2010-07-18,2010,1710.47101374565
Ryan Hunter-Reay,2010-07-18,2010,1626.72742605162
Scott Dixon,2010-07-18,2010,1799.36089581466
Simona de Silvestro,2010-07-18,2010,1435.83123612203
Takuma Sato,2010-07-18,2010,1346.53948981385
Tomas Scheckter,2010-07-18,2010,1426.21212042011
Tony Kanaan,2010-07-18,2010,1722.28444651173
Vitor Meira,2010-07-18,2010,1522.7562245587
Will Power,2010-07-18,2010,1657.50011149846
Alex Lloyd,2010-07-25,2010,1447.27033697455
Alex Tagliani,2010-07-25,2010,1486.54866819731
Bertrand Baguette,2010-07-25,2010,1433.85896602767
Dan Wheldon,2010-07-25,2010,1658.85637669365
Danica Patrick,2010-07-25,2010,1641.23689735477
Dario Franchitti,2010-07-25,2010,1774.80194951608
E.J. Viso,2010-07-25,2010,1434.41397337734
Helio Castroneves,2010-07-25,2010,1688.2453207608
Hideki Mutoh,2010-07-25,2010,1473.32882674031
Justin Wilson,2010-07-25,2010,1533.3198904578
Marco Andretti,2010-07-25,2010,1608.72299208629
Mario Moraes,2010-07-25,2010,1449.36189105656
Mario Romancini,2010-07-25,2010,1414.98839528838
Milka Duno,2010-07-25,2010,1205.67854656186
Paul Tracy,2010-07-25,2010,1550.96913477479
Raphael Matos,2010-07-25,2010,1513.09743617518
Ryan Briscoe,2010-07-25,2010,1721.1688635897
Ryan Hunter-Reay,2010-07-25,2010,1643.56682980348
Scott Dixon,2010-07-25,2010,1814.86165997202
Simona de Silvestro,2010-07-25,2010,1414.40012563791
Takuma Sato,2010-07-25,2010,1365.98461693263
Tomas Scheckter,2010-07-25,2010,1417.60469078419
Tony Kanaan,2010-07-25,2010,1720.31511906406
Vitor Meira,2010-07-25,2010,1520.09706178729
Will Power,2010-07-25,2010,1671.94450418204
Adam Carroll,2010-08-08,2010,1488.9698416953
Alex Lloyd,2010-08-08,2010,1457.16257803846
Alex Tagliani,2010-08-08,2010,1514.2075620504
Bertrand Baguette,2010-08-08,2010,1448.04109929009
Dan Wheldon,2010-08-08,2010,1654.81582460334
Danica Patrick,2010-08-08,2010,1621.93963621103
Dario Franchitti,2010-08-08,2010,1790.31083011181
E.J. Viso,2010-08-08,2010,1406.47881476245
Francesco Dracone,2010-08-08,2010,1485.7326571744
Graham Rahal,2010-08-08,2010,1506.46530552875
Helio Castroneves,2010-08-08,2010,1705.10598237541
Hideki Mutoh,2010-08-08,2010,1467.66698096341
J.R. Hildebrand,2010-08-08,2010,1498.63126103721
Jay Howard,2010-08-08,2010,1398.97030693263
Justin Wilson,2010-08-08,2010,1501.20501594052
Marco Andretti,2010-08-08,2010,1618.15030427431
Mario Moraes,2010-08-08,2010,1460.11270884627
Milka Duno,2010-08-08,2010,1201.58448786
Raphael Matos,2010-08-08,2010,1533.97641322354
Ryan Briscoe,2010-08-08,2010,1729.54006003399
Ryan Hunter-Reay,2010-08-08,2010,1643.00943973469
Scott Dixon,2010-08-08,2010,1820.48999326119
Simona de Silvestro,2010-08-08,2010,1436.67629727762
Takuma Sato,2010-08-08,2010,1340.58906584188
Tony Kanaan,2010-08-08,2010,1707.26340851545
Vitor Meira,2010-08-08,2010,1521.33748866606
Will Power,2010-08-08,2010,1686.98343537
Alex Lloyd,2010-08-22,2010,1471.33389535574
Alex Tagliani,2010-08-22,2010,1507.79872754725
Bertrand Baguette,2010-08-22,2010,1428.76388214601
Dan Wheldon,2010-08-22,2010,1622.12919512737
Danica Patrick,2010-08-22,2010,1615.51836124383
Dario Franchitti,2010-08-22,2010,1801.49498948359
E.J. Viso,2010-08-22,2010,1399.48637816053
Francesco Dracone,2010-08-22,2010,1475.08840676489
Graham Rahal,2010-08-22,2010,1520.23104871039
Helio Castroneves,2010-08-22,2010,1712.34742407241
Hideki Mutoh,2010-08-22,2010,1461.68533247662
J.R. Hildebrand,2010-08-22,2010,1475.62757326473
Justin Wilson,2010-08-22,2010,1517.41596362415
Marco Andretti,2010-08-22,2010,1619.91741383114
Mario Moraes,2010-08-22,2010,1471.43481979705
Milka Duno,2010-08-22,2010,1195.05452183603
Raphael Matos,2010-08-22,2010,1516.61881734831
Ryan Briscoe,2010-08-22,2010,1739.95261647795
Ryan Hunter-Reay,2010-08-22,2010,1649.65660572203
Scott Dixon,2010-08-22,2010,1834.1552458091
Simona de Silvestro,2010-08-22,2010,1441.79312686801
Takuma Sato,2010-08-22,2010,1339.48898735881
Tony Kanaan,2010-08-22,2010,1716.22280979533
Vitor Meira,2010-08-22,2010,1520.95294616381
Will Power,2010-08-22,2010,1703.3075620072
Alex Lloyd,2010-08-28,2010,1459.15534372897
Alex Tagliani,2010-08-28,2010,1485.91553094211
Ana Beatriz,2010-08-28,2010,1479.58896385715
Bertrand Baguette,2010-08-28,2010,1443.40035529168
Dan Wheldon,2010-08-28,2010,1645.91230551123
Danica Patrick,2010-08-28,2010,1615.14660172431
Dario Franchitti,2010-08-28,2010,1816.91236397251
Davey Hamilton,2010-08-28,2010,1443.9967312126
E.J. Viso,2010-08-28,2010,1377.19567746354
Ed Carpenter,2010-08-28,2010,1518.4434771645
Graham Rahal,2010-08-28,2010,1528.32431060925
Helio Castroneves,2010-08-28,2010,1720.11705859746
Hideki Mutoh,2010-08-28,2010,1466.85166180272
Jay Howard,2010-08-28,2010,1393.65833696973
Justin Wilson,2010-08-28,2010,1541.97583837495
Marco Andretti,2010-08-28,2010,1639.15438292946
Mario Moraes,2010-08-28,2010,1472.46874094632
Milka Duno,2010-08-28,2010,1205.76612271209
Raphael Matos,2010-08-28,2010,1483.96405266359
Ryan Briscoe,2010-08-28,2010,1730.94600884302
Ryan Hunter-Reay,2010-08-28,2010,1671.25953883761
Sarah Fisher,2010-08-28,2010,1426.62040606737
Scott Dixon,2010-08-28,2010,1839.51061302653
Simona de Silvestro,2010-08-28,2010,1431.30146994944
Takuma Sato,2010-08-28,2010,1322.40879868105
Tomas Scheckter,2010-08-28,2010,1393.34567924319
Tony Kanaan,2010-08-28,2010,1733.56692512762
Vitor Meira,2010-08-28,2010,1539.16309276057
Will Power,2010-08-28,2010,1686.97084745126
Alex Lloyd,2010-09-04,2010,1467.35219607114
Alex Tagliani,2010-09-04,2010,1487.34853978679
Bertrand Baguette,2010-09-04,2010,1453.57323103075
Dan Wheldon,2010-09-04,2010,1663.37224531472
Danica Patrick,2010-09-04,2010,1627.5459903735
Dario Franchitti,2010-09-04,2010,1827.6618331791
E.J. Viso,2010-09-04,2010,1357.27986355702
Ed Carpenter,2010-09-04,2010,1539.58775919719
Graham Rahal,2010-09-04,2010,1518.31307591887
Helio Castroneves,2010-09-04,2010,1742.30189176304
Hideki Mutoh,2010-09-04,2010,1456.64203548537
Justin Wilson,2010-09-04,2010,1551.34273786401
Marco Andretti,2010-09-04,2010,1656.88613710736
Mario Moraes,2010-09-04,2010,1461.69557754903
Milka Duno,2010-09-04,2010,1210.03532605401
Paul Tracy,2010-09-04,2010,1559.69469249584
Raphael Matos,2010-09-04,2010,1484.18990408053
Ryan Briscoe,2010-09-04,2010,1697.67427345044
Ryan Hunter-Reay,2010-09-04,2010,1653.48266656554
Sarah Fisher,2010-09-04,2010,1415.17117799113
Scott Dixon,2010-09-04,2010,1839.21859251567
Simona de Silvestro,2010-09-04,2010,1411.04559554489
Takuma Sato,2010-09-04,2010,1299.9737148664
Tomas Scheckter,2010-09-04,2010,1401.79852460779
Tony Kanaan,2010-09-04,2010,1757.14554622214
Vitor Meira,2010-09-04,2010,1518.29064220353
Will Power,2010-09-04,2010,1688.14256840133
Alex Lloyd,2010-09-18,2010,1453.03490043558
Alex Tagliani,2010-09-18,2010,1493.99344284462
Bertrand Baguette,2010-09-18,2010,1429.16508279385
Dan Wheldon,2010-09-18,2010,1666.8236605254
Danica Patrick,2010-09-18,2010,1646.17370387436
Dario Franchitti,2010-09-18,2010,1840.00474923782
E.J. Viso,2010-09-18,2010,1358.20745125222
Graham Rahal,2010-09-18,2010,1534.21701453667
Helio Castroneves,2010-09-18,2010,1757.12041368183
Hideki Mutoh,2010-09-18,2010,1461.18778340289
Justin Wilson,2010-09-18,2010,1546.0140811215
Marco Andretti,2010-09-18,2010,1652.73503842736
Mario Moraes,2010-09-18,2010,1440.53557433798
Milka Duno,2010-09-18,2010,1211.65570568405
Paul Tracy,2010-09-18,2010,1539.83887543332
Raphael Matos,2010-09-18,2010,1476.87002241123
Roger Yasukawa,2010-09-18,2010,1465.6095956614
Ryan Briscoe,2010-09-18,2010,1707.97234896241
Ryan Hunter-Reay,2010-09-18,2010,1656.305016505
Scott Dixon,2010-09-18,2010,1845.99699751332
Simona de Silvestro,2010-09-18,2010,1394.67612326549
Takuma Sato,2010-09-18,2010,1314.28249143147
Tony Kanaan,2010-09-18,2010,1760.80287625671
Vitor Meira,2010-09-18,2010,1510.37214127984
Will Power,2010-09-18,2010,1703.2270365611
Alex Lloyd,2010-10-02,2010,1464.64101396107
Alex Tagliani,2010-10-02,2010,1498.29433311404
Ana Beatriz,2010-10-02,2010,1454.33214943125
Bertrand Baguette,2010-10-02,2010,1431.9247816447
Dan Wheldon,2010-10-02,2010,1668.29838905111
Danica Patrick,2010-10-02,2010,1671.78251237504
Dario Franchitti,2010-10-02,2010,1834.98787446854
E.J. Viso,2010-10-02,2010,1355.00226385459
Ed Carpenter,2010-10-02,2010,1538.36226989832
Graham Rahal,2010-10-02,2010,1546.43654685325
Helio Castroneves,2010-10-02,2010,1772.08129005051
Hideki Mutoh,2010-10-02,2010,1456.4687047128
Justin Wilson,2010-10-02,2010,1524.15677601649
Marco Andretti,2010-10-02,2010,1667.1438309575
Mario Moraes,2010-10-02,2010,1413.77093509389
Milka Duno,2010-10-02,2010,1204.74691588937
Raphael Matos,2010-10-02,2010,1476.13616076822
Ryan Briscoe,2010-10-02,2010,1720.27028955583
Ryan Hunter-Reay,2010-10-02,2010,1661.29083977288
Sarah Fisher,2010-10-02,2010,1403.67427962157
Scott Dixon,2010-10-02,2010,1859.64182229475
Sebastian Saavedra,2010-10-02,2010,1490.47231816794
Simona de Silvestro,2010-10-02,2010,1382.5921723289
Takuma Sato,2010-10-02,2010,1314.13221616798
Tony Kanaan,2010-10-02,2010,1776.6624680185
Vitor Meira,2010-10-02,2010,1535.07475177251
Will Power,2010-10-02,2010,1663.70224754399
Alex Tagliani,2011-03-27,2011,1520.552813868
Ana Beatriz,2011-03-27,2011,1459.02409772627
Charlie Kimball,2011-03-27,2011,1484.20523360896
Danica Patrick,2011-03-27,2011,1672.30793355636
Dario Franchitti,2011-03-27,2011,1848.5681488417
E.J. Viso,2011-03-27,2011,1351.69084515255
Graham Rahal,2011-03-27,2011,1538.88619510239
Helio Castroneves,2011-03-27,2011,1746.6422341362
J.R. Hildebrand,2011-03-27,2011,1487.30669894395
James Jakes,2011-03-27,2011,1500.59967507956
Justin Wilson,2011-03-27,2011,1529.74757943326
Marco Andretti,2011-03-27,2011,1632.31236217087
Mike Conway,2011-03-27,2011,1405.89423571377
Oriol Servia,2011-03-27,2011,1598.33099006786
Raphael Matos,2011-03-27,2011,1496.78549010461
Ryan Briscoe,2011-03-27,2011,1696.61745449985
Ryan Hunter-Reay,2011-03-27,2011,1637.99737076159
Scott Dixon,2011-03-27,2011,1836.63430533189
Sebastian Saavedra,2011-03-27,2011,1497.77829371838
Sebastien Bourdais,2011-03-27,2011,1474.79077874327
Simona de Silvestro,2011-03-27,2011,1415.54547666089
Takuma Sato,2011-03-27,2011,1344.66458223466
Tony Kanaan,2011-03-27,2011,1791.304477087
Vitor Meira,2011-03-27,2011,1550.40554843365
Will Power,2011-03-27,2011,1678.91320371593
Alex Tagliani,2011-04-10,2011,1520.16652810666
Charlie Kimball,2011-04-10,2011,1499.72407460115
Danica Patrick,2011-04-10,2011,1661.68895246513
Dario Franchitti,2011-04-10,2011,1859.98893273209
E.J. Viso,2011-04-10,2011,1338.74510949888
Graham Rahal,2011-04-10,2011,1530.56549290192
Helio Castroneves,2011-04-10,2011,1749.8740310957
J.R. Hildebrand,2011-04-10,2011,1493.93789567429
James Hinchcliffe,2011-04-10,2011,1474.11462405692
James Jakes,2011-04-10,2011,1478.77480573911
Justin Wilson,2011-04-10,2011,1511.71739899011
Marco Andretti,2011-04-10,2011,1653.28439905345
Mike Conway,2011-04-10,2011,1393.17369238308
Oriol Servia,2011-04-10,2011,1614.10526448544
Raphael Matos,2011-04-10,2011,1483.86699920313
Ryan Briscoe,2011-04-10,2011,1665.17212204547
Ryan Hunter-Reay,2011-04-10,2011,1636.66960966072
Scott Dixon,2011-04-10,2011,1849.67682236123
Sebastian Saavedra,2011-04-10,2011,1476.15523684273
Sebastien Bourdais,2011-04-10,2011,1487.41269231152
Simon Pagenaud,2011-04-10,2011,1520.4653298538
Simona de Silvestro,2011-04-10,2011,1434.50961659073
Takuma Sato,2011-04-10,2011,1347.94151917627
Tony Kanaan,2011-04-10,2011,1803.25354338272
Vitor Meira,2011-04-10,2011,1557.01632982356
Will Power,2011-04-10,2011,1696.48090393132
Alex Tagliani,2011-04-17,2011,1544.49828387544
Ana Beatriz,2011-04-17,2011,1457.81440838981
Charlie Kimball,2011-04-17,2011,1480.30335688679
Danica Patrick,2011-04-17,2011,1677.14643101946
Dario Franchitti,2011-04-17,2011,1871.41163979143
E.J. Viso,2011-04-17,2011,1323.77590118895
Graham Rahal,2011-04-17,2011,1536.15673441965
Helio Castroneves,2011-04-17,2011,1742.58389408459
J.R. Hildebrand,2011-04-17,2011,1494.73115622008
James Hinchcliffe,2011-04-17,2011,1503.09221661572
James Jakes,2011-04-17,2011,1483.85680982881
Justin Wilson,2011-04-17,2011,1487.75504851057
Marco Andretti,2011-04-17,2011,1619.41287352318
Mike Conway,2011-04-17,2011,1427.50121451737
Oriol Servia,2011-04-17,2011,1625.60408670097
Paul Tracy,2011-04-17,2011,1540.00097201869
Raphael Matos,2011-04-17,2011,1496.9785719187
Ryan Briscoe,2011-04-17,2011,1691.86146140209
Ryan Hunter-Reay,2011-04-17,2011,1603.04317082347
Scott Dixon,2011-04-17,2011,1825.03786873477
Sebastian Saavedra,2011-04-17,2011,1481.92070454715
Sebastien Bourdais,2011-04-17,2011,1461.4915075881
Simona de Silvestro,2011-04-17,2011,1426.94870547751
Takuma Sato,2011-04-17,2011,1342.32391150308
Tony Kanaan,2011-04-17,2011,1809.31635054173
Vitor Meira,2011-04-17,2011,1570.96331655194
Will Power,2011-04-17,2011,1691.34897359291
Alex Tagliani,2011-05-01,2011,1534.079415489
Ana Beatriz,2011-05-01,2011,1440.15471897345
Charlie Kimball,2011-05-01,2011,1479.51038903079
Danica Patrick,2011-05-01,2011,1651.57385213822
Dario Franchitti,2011-05-01,2011,1879.26859464516
E.J. Viso,2011-05-01,2011,1340.97590044984
Graham Rahal,2011-05-01,2011,1560.31332284101
Helio Castroneves,2011-05-01,2011,1712.84779859017
J.R. Hildebrand,2011-05-01,2011,1509.17229183186
James Hinchcliffe,2011-05-01,2011,1517.15886973269
James Jakes,2011-05-01,2011,1486.36140896399
Justin Wilson,2011-05-01,2011,1504.83698173855
Marco Andretti,2011-05-01,2011,1617.79733582328
Mike Conway,2011-05-01,2011,1452.19878877446
Oriol Servia,2011-05-01,2011,1645.96905758756
Raphael Matos,2011-05-01,2011,1473.29523679485
Ryan Briscoe,2011-05-01,2011,1707.12040694221
Ryan Hunter-Reay,2011-05-01,2011,1582.66036781738
Scott Dixon,2011-05-01,2011,1813.45604535079
Sebastian Saavedra,2011-05-01,2011,1495.54526006116
Sebastien Bourdais,2011-05-01,2011,1436.03797266337
Simona de Silvestro,2011-05-01,2011,1417.84788072218
Takuma Sato,2011-05-01,2011,1367.03683373669
Tony Kanaan,2011-05-01,2011,1780.92330151061
Vitor Meira,2011-05-01,2011,1562.27777729556
Will Power,2011-05-01,2011,1708.45878874941
Alex Lloyd,2011-05-29,2011,1470.05927283298
Alex Tagliani,2011-05-29,2011,1494.20351491001
Ana Beatriz,2011-05-29,2011,1439.92925514149
Bertrand Baguette,2011-05-29,2011,1462.75388261917
Buddy Rice,2011-05-29,2011,1502.17336813494
Charlie Kimball,2011-05-29,2011,1497.31644498699
Dan Wheldon,2011-05-29,2011,1695.64757347036
Danica Patrick,2011-05-29,2011,1667.61442202587
Dario Franchitti,2011-05-29,2011,1873.67876383739
Davey Hamilton,2011-05-29,2011,1433.76852537039
E.J. Viso,2011-05-29,2011,1316.02765741477
Ed Carpenter,2011-05-29,2011,1549.64652690978
