driver,date,year,EloRating
James Hinchcliffe,2016-09-04,2016,1633.32750596922
Josef Newgarden,2016-09-04,2016,1609.6355776048
Juan Pablo Montoya,2016-09-04,2016,1671.36354093206
Marco Andretti,2016-09-04,2016,1653.50223018726
Max Chilton,2016-09-04,2016,1429.16576915102
Mikhail Aleshin,2016-09-04,2016,1486.32048374678
R.C. Enerson,2016-09-04,2016,1499.10222050993
Ryan Hunter-Reay,2016-09-04,2016,1650.11457867314
Scott Dixon,2016-09-04,2016,1764.3592053522
Sebastien Bourdais,2016-09-04,2016,1634.02178477582
Simon Pagenaud,2016-09-04,2016,1745.43249385868
Spencer Pigot,2016-09-04,2016,1504.64934179321
Takuma Sato,2016-09-04,2016,1472.96720410651
Tony Kanaan,2016-09-04,2016,1723.80814657808
Will Power,2016-09-04,2016,1757.80685073254
Alexander Rossi,2016-09-18,2016,1570.46578649959
Carlos Munoz,2016-09-18,2016,1621.94798683016
Charlie Kimball,2016-09-18,2016,1676.30402300167
Conor Daly,2016-09-18,2016,1482.10525553208
Graham Rahal,2016-09-18,2016,1724.60854302304
Helio Castroneves,2016-09-18,2016,1710.22427324562
Jack Hawksworth,2016-09-18,2016,1379.00458140314
James Hinchcliffe,2016-09-18,2016,1634.06158377189
Josef Newgarden,2016-09-18,2016,1625.62827454516
Juan Pablo Montoya,2016-09-18,2016,1686.53045008639
Marco Andretti,2016-09-18,2016,1661.65939433352
Max Chilton,2016-09-18,2016,1426.65760133627
Mikhail Aleshin,2016-09-18,2016,1492.96283328488
R.C. Enerson,2016-09-18,2016,1487.38453538759
Ryan Hunter-Reay,2016-09-18,2016,1664.60140804016
Scott Dixon,2016-09-18,2016,1742.61061824682
Sebastien Bourdais,2016-09-18,2016,1637.68307680201
Simon Pagenaud,2016-09-18,2016,1759.8622378688
Spencer Pigot,2016-09-18,2016,1484.7974453435
Takuma Sato,2016-09-18,2016,1474.07468129357
Tony Kanaan,2016-09-18,2016,1717.69628658636
Will Power,2016-09-18,2016,1727.07561246465
Alexander Rossi,2017-03-12,2017,1570.88735576038
Carlos Munoz,2017-03-12,2017,1597.73013851583
Charlie Kimball,2017-03-12,2017,1657.55041868183
Conor Daly,2017-03-12,2017,1479.67905649324
Ed Jones,2017-03-12,2017,1508.99137256331
Graham Rahal,2017-03-12,2017,1708.00592106948
Helio Castroneves,2017-03-12,2017,1721.63584586613
J.R. Hildebrand,2017-03-12,2017,1571.85442663916
James Hinchcliffe,2017-03-12,2017,1634.77421748242
Josef Newgarden,2017-03-12,2017,1628.6788074606
Marco Andretti,2017-03-12,2017,1672.54069295294
Max Chilton,2017-03-12,2017,1418.66872769114
Mikhail Aleshin,2017-03-12,2017,1493.10574999764
Ryan Hunter-Reay,2017-03-12,2017,1682.37081550538
Scott Dixon,2017-03-12,2017,1752.86990827701
Sebastien Bourdais,2017-03-12,2017,1665.50388183313
Simon Pagenaud,2017-03-12,2017,1778.32763654684
Spencer Pigot,2017-03-12,2017,1468.86911383324
Takuma Sato,2017-03-12,2017,1490.15449889888
Tony Kanaan,2017-03-12,2017,1709.03081096755
Will Power,2017-03-12,2017,1696.42785080999
Alexander Rossi,2017-04-09,2017,1548.52284547305
Carlos Munoz,2017-04-09,2017,1609.53659133806
Charlie Kimball,2017-04-09,2017,1628.83649572912
Conor Daly,2017-04-09,2017,1475.19553814037
Ed Jones,2017-04-09,2017,1527.19156215394
Graham Rahal,2017-04-09,2017,1704.75841488104
Helio Castroneves,2017-04-09,2017,1716.26651569741
J.R. Hildebrand,2017-04-09,2017,1575.93542703663
James Hinchcliffe,2017-04-09,2017,1655.07994039882
Josef Newgarden,2017-04-09,2017,1647.04071704008
Marco Andretti,2017-04-09,2017,1650.34471361878
Max Chilton,2017-04-09,2017,1420.72161827727
Mikhail Aleshin,2017-04-09,2017,1497.19105812968
Ryan Hunter-Reay,2017-04-09,2017,1661.48746993581
Scott Dixon,2017-04-09,2017,1760.42055062004
Sebastien Bourdais,2017-04-09,2017,1688.26469342857
Simon Pagenaud,2017-04-09,2017,1791.12312706854
Spencer Pigot,2017-04-09,2017,1484.09533868388
Takuma Sato,2017-04-09,2017,1479.42771127585
Tony Kanaan,2017-04-09,2017,1696.71961300778
Will Power,2017-04-09,2017,1689.49730591141
Alexander Rossi,2017-04-23,2017,1568.13427787694
Carlos Munoz,2017-04-23,2017,1596.9104301271
Charlie Kimball,2017-04-23,2017,1620.73287894071
Conor Daly,2017-04-23,2017,1465.27588296658
Ed Jones,2017-04-23,2017,1518.67871750752
Graham Rahal,2017-04-23,2017,1700.01120438172
Helio Castroneves,2017-04-23,2017,1724.84391017477
James Hinchcliffe,2017-04-23,2017,1663.50897903497
Josef Newgarden,2017-04-23,2017,1668.53760250527
Marco Andretti,2017-04-23,2017,1625.90116578253
Max Chilton,2017-04-23,2017,1425.77430533005
Mikhail Aleshin,2017-04-23,2017,1502.57180038329
Ryan Hunter-Reay,2017-04-23,2017,1655.80685960051
Scott Dixon,2017-04-23,2017,1773.90449884567
Sebastien Bourdais,2017-04-23,2017,1695.04186951408
Simon Pagenaud,2017-04-23,2017,1801.55300585277
Spencer Pigot,2017-04-23,2017,1469.30845258006
Takuma Sato,2017-04-23,2017,1490.20504681711
Tony Kanaan,2017-04-23,2017,1705.98926565816
Will Power,2017-04-23,2017,1672.50372308448
Zach Veach,2017-04-23,2017,1486.5279438452
Alexander Rossi,2017-04-29,2017,1562.23147413814
Carlos Munoz,2017-04-29,2017,1602.64787578706
Charlie Kimball,2017-04-29,2017,1629.11435042517
Conor Daly,2017-04-29,2017,1465.72201334761
Ed Carpenter,2017-04-29,2017,1426.01617000548
Ed Jones,2017-04-29,2017,1524.28000994017
Graham Rahal,2017-04-29,2017,1675.29025040299
Helio Castroneves,2017-04-29,2017,1731.83714768671
J.R. Hildebrand,2017-04-29,2017,1593.68045840927
James Hinchcliffe,2017-04-29,2017,1660.22477168248
Josef Newgarden,2017-04-29,2017,1667.61245060196
Marco Andretti,2017-04-29,2017,1608.88927967533
Max Chilton,2017-04-29,2017,1411.62483126065
Mikhail Aleshin,2017-04-29,2017,1489.2717531394
Ryan Hunter-Reay,2017-04-29,2017,1651.31224263668
Scott Dixon,2017-04-29,2017,1782.14565851326
Sebastien Bourdais,2017-04-29,2017,1674.44284404758
Simon Pagenaud,2017-04-29,2017,1816.40443588546
Takuma Sato,2017-04-29,2017,1484.35880007933
Tony Kanaan,2017-04-29,2017,1712.74068114574
Will Power,2017-04-29,2017,1687.5694341882
Alexander Rossi,2017-05-13,2017,1573.88067981757
Carlos Munoz,2017-05-13,2017,1596.82358814009
Charlie Kimball,2017-05-13,2017,1607.58653783002
Conor Daly,2017-05-13,2017,1459.91625039876
Ed Jones,2017-05-13,2017,1510.84523097548
Graham Rahal,2017-05-13,2017,1689.79807712174
Helio Castroneves,2017-05-13,2017,1738.35613464909
J.R. Hildebrand,2017-05-13,2017,1591.89598167188
James Hinchcliffe,2017-05-13,2017,1657.17259403558
Josef Newgarden,2017-05-13,2017,1663.19707111607
Juan Pablo Montoya,2017-05-13,2017,1683.56853846001
Marco Andretti,2017-05-13,2017,1598.88034125823
Max Chilton,2017-05-13,2017,1431.35285451181
Mikhail Aleshin,2017-05-13,2017,1480.97767325484
Ryan Hunter-Reay,2017-05-13,2017,1669.94501472094
Scott Dixon,2017-05-13,2017,1795.86780739101
Sebastien Bourdais,2017-05-13,2017,1643.34532638117
Simon Pagenaud,2017-05-13,2017,1825.66936933259
Spencer Pigot,2017-05-13,2017,1483.17675403408
Takuma Sato,2017-05-13,2017,1490.98881900454
Tony Kanaan,2017-05-13,2017,1689.92821050803
Will Power,2017-05-13,2017,1704.06681104611
Alexander Rossi,2017-05-28,2017,1590.00293217454
Buddy Lazier,2017-05-28,2017,1409.83299974138
Carlos Munoz,2017-05-28,2017,1614.72120599486
Charlie Kimball,2017-05-28,2017,1585.9679280112
Conor Daly,2017-05-28,2017,1440.34285553153
Ed Carpenter,2017-05-28,2017,1437.26178607498
Ed Jones,2017-05-28,2017,1547.59925550071
Fernando Alonso,2017-05-28,2017,1477.06176356074
Gabby Chaves,2017-05-28,2017,1532.32084934527
Graham Rahal,2017-05-28,2017,1694.33740549567
Helio Castroneves,2017-05-28,2017,1767.57878394542
J.R. Hildebrand,2017-05-28,2017,1586.14151114477
Jack Harvey,2017-05-28,2017,1473.88616593517
James Davison,2017-05-28,2017,1491.10342028456
James Hinchcliffe,2017-05-28,2017,1641.94462495355
Jay Howard,2017-05-28,2017,1354.78800747855
Josef Newgarden,2017-05-28,2017,1654.73603470731
Juan Pablo Montoya,2017-05-28,2017,1705.37190200308
Marco Andretti,2017-05-28,2017,1614.8063941003
Max Chilton,2017-05-28,2017,1472.33727164043
Mikhail Aleshin,2017-05-28,2017,1495.86799284053
Oriol Servia,2017-05-28,2017,1606.45373208267
Pippa Mann,2017-05-28,2017,1399.95025508814
Ryan Hunter-Reay,2017-05-28,2017,1639.86173236838
Sage Karam,2017-05-28,2017,1442.58207216526
Scott Dixon,2017-05-28,2017,1734.55721861354
Sebastian Saavedra,2017-05-28,2017,1366.89909528223
Simon Pagenaud,2017-05-28,2017,1822.38520451871
Spencer Pigot,2017-05-28,2017,1491.42577711525
Takuma Sato,2017-05-28,2017,1525.91643299433
Tony Kanaan,2017-05-28,2017,1706.96576563809
Will Power,2017-05-28,2017,1680.02323643637
Zach Veach,2017-05-28,2017,1471.83918375793
Alexander Rossi,2017-06-03,2017,1602.58669774565
Carlos Munoz,2017-06-03,2017,1609.34524882858
Charlie Kimball,2017-06-03,2017,1565.39554995847
Conor Daly,2017-06-03,2017,1422.50641316231
Ed Jones,2017-06-03,2017,1559.73968132645
Esteban Gutierrez,2017-06-03,2017,1487.92762175069
Graham Rahal,2017-06-03,2017,1710.2585884079
Helio Castroneves,2017-06-03,2017,1767.59529257744
J.R. Hildebrand,2017-06-03,2017,1575.65568137947
James Hinchcliffe,2017-06-03,2017,1657.71663784062
Josef Newgarden,2017-06-03,2017,1672.63366471991
Marco Andretti,2017-06-03,2017,1615.26932378937
Max Chilton,2017-06-03,2017,1477.33845478938
Mikhail Aleshin,2017-06-03,2017,1516.68165729029
Oriol Servia,2017-06-03,2017,1588.45587261843
Ryan Hunter-Reay,2017-06-03,2017,1636.96228651734
Scott Dixon,2017-06-03,2017,1750.96733339397
Simon Pagenaud,2017-06-03,2017,1801.09732520334
Spencer Pigot,2017-06-03,2017,1502.8500724891
Takuma Sato,2017-06-03,2017,1533.87918509451
Tony Kanaan,2017-06-03,2017,1697.06749941193
Will Power,2017-06-03,2017,1662.04320751302
Alexander Rossi,2017-06-04,2017,1615.21525404091
Carlos Munoz,2017-06-04,2017,1613.79402743486
Charlie Kimball,2017-06-04,2017,1577.83645601877
Conor Daly,2017-06-04,2017,1430.3452457576
Ed Jones,2017-06-04,2017,1538.78311911556
Esteban Gutierrez,2017-06-04,2017,1488.84467802304
Graham Rahal,2017-06-04,2017,1728.98358019342
Helio Castroneves,2017-06-04,2017,1763.92092747091
J.R. Hildebrand,2017-06-04,2017,1563.11459695864
James Hinchcliffe,2017-06-04,2017,1630.4314479763
Josef Newgarden,2017-06-04,2017,1695.9630248146
Marco Andretti,2017-06-04,2017,1612.19745720701
Max Chilton,2017-06-04,2017,1475.77378490675
Mikhail Aleshin,2017-06-04,2017,1506.15196139108
Oriol Servia,2017-06-04,2017,1573.46592040883
Ryan Hunter-Reay,2017-06-04,2017,1616.36000131298
Scott Dixon,2017-06-04,2017,1758.1421705866
Simon Pagenaud,2017-06-04,2017,1811.17762670587
Spencer Pigot,2017-06-04,2017,1486.6445151345
Takuma Sato,2017-06-04,2017,1547.87919707064
Tony Kanaan,2017-06-04,2017,1700.08076897847
Will Power,2017-06-04,2017,1678.86753430083
Alexander Rossi,2017-06-10,2017,1584.58325387612
Carlos Munoz,2017-06-10,2017,1600.34509475365
Charlie Kimball,2017-06-10,2017,1547.44368851566
Conor Daly,2017-06-10,2017,1451.46164891622
Ed Carpenter,2017-06-10,2017,1445.77911631086
Ed Jones,2017-06-10,2017,1530.16717897335
Gabby Chaves,2017-06-10,2017,1554.19030679129
Graham Rahal,2017-06-10,2017,1743.91903186168
Helio Castroneves,2017-06-10,2017,1738.92352816982
J.R. Hildebrand,2017-06-10,2017,1565.8191243929
James Hinchcliffe,2017-06-10,2017,1625.49333857685
Josef Newgarden,2017-06-10,2017,1692.16160799917
Marco Andretti,2017-06-10,2017,1628.17449528992
Max Chilton,2017-06-10,2017,1486.54601744719
Mikhail Aleshin,2017-06-10,2017,1498.58121612878
Ryan Hunter-Reay,2017-06-10,2017,1599.06898475812
Scott Dixon,2017-06-10,2017,1753.14094265797
Simon Pagenaud,2017-06-10,2017,1826.6284721507
Takuma Sato,2017-06-10,2017,1552.35152525999
Tony Kanaan,2017-06-10,2017,1715.9063808252
Tristan Vautier,2017-06-10,2017,1425.67107625635
Will Power,2017-06-10,2017,1703.11981471109
Alexander Rossi,2017-06-25,2017,1582.96767845073
Carlos Munoz,2017-06-25,2017,1602.61119130066
Charlie Kimball,2017-06-25,2017,1564.42152437897
Conor Daly,2017-06-25,2017,1450.32588029059
Ed Jones,2017-06-25,2017,1543.96939561789
Esteban Gutierrez,2017-06-25,2017,1481.30579004895
Graham Rahal,2017-06-25,2017,1744.32561938669
Helio Castroneves,2017-06-25,2017,1747.9645190359
J.R. Hildebrand,2017-06-25,2017,1557.2460719991
James Hinchcliffe,2017-06-25,2017,1603.36819334619
Josef Newgarden,2017-06-25,2017,1708.30141965289
Marco Andretti,2017-06-25,2017,1608.84689496295
Max Chilton,2017-06-25,2017,1493.67943156593
Mikhail Aleshin,2017-06-25,2017,1507.56441409387
Ryan Hunter-Reay,2017-06-25,2017,1593.95420542399
Scott Dixon,2017-06-25,2017,1769.45103681649
Simon Pagenaud,2017-06-25,2017,1833.12320474519
Spencer Pigot,2017-06-25,2017,1489.58628528019
Takuma Sato,2017-06-25,2017,1537.23550203997
Tony Kanaan,2017-06-25,2017,1689.44233156969
Will Power,2017-06-25,2017,1709.63394841506
Alexander Rossi,2017-07-09,2017,1585.97053396207
Carlos Munoz,2017-07-09,2017,1583.97970295359
Charlie Kimball,2017-07-09,2017,1557.20950098042
Conor Daly,2017-07-09,2017,1438.56033086412
Ed Carpenter,2017-07-09,2017,1445.07830876253
Ed Jones,2017-07-09,2017,1527.6294594716
Esteban Gutierrez,2017-07-09,2017,1483.2537294691
Graham Rahal,2017-07-09,2017,1756.77567869936
Helio Castroneves,2017-07-09,2017,1764.54708159336
J.R. Hildebrand,2017-07-09,2017,1576.01688620546
James Hinchcliffe,2017-07-09,2017,1607.03347978255
Josef Newgarden,2017-07-09,2017,1719.55006029567
Marco Andretti,2017-07-09,2017,1596.81531601369
Max Chilton,2017-07-09,2017,1492.26296469401
Mikhail Aleshin,2017-07-09,2017,1483.66910221168
Ryan Hunter-Reay,2017-07-09,2017,1617.06406903192
Scott Dixon,2017-07-09,2017,1774.5627983332
Simon Pagenaud,2017-07-09,2017,1836.16564089049
Takuma Sato,2017-07-09,2017,1523.29656034469
Tony Kanaan,2017-07-09,2017,1689.29426614119
Will Power,2017-07-09,2017,1716.78189875187
Alexander Rossi,2017-07-16,2017,1607.92824480741
Carlos Munoz,2017-07-16,2017,1577.27152619095
Charlie Kimball,2017-07-16,2017,1559.59218732937
Conor Daly,2017-07-16,2017,1431.47496917389
Ed Jones,2017-07-16,2017,1510.20505493023
Esteban Gutierrez,2017-07-16,2017,1483.29279072122
Graham Rahal,2017-07-16,2017,1751.58039926889
Helio Castroneves,2017-07-16,2017,1763.26596414984
J.R. Hildebrand,2017-07-16,2017,1573.95576686914
James Hinchcliffe,2017-07-16,2017,1624.44106633517
Josef Newgarden,2017-07-16,2017,1738.42550901127
Marco Andretti,2017-07-16,2017,1615.54015899958
Max Chilton,2017-07-16,2017,1507.03366579397
Ryan Hunter-Reay,2017-07-16,2017,1631.35869520259
Scott Dixon,2017-07-16,2017,1767.64517683461
Sebastian Saavedra,2017-07-16,2017,1377.47842589658
Simon Pagenaud,2017-07-16,2017,1837.51123932044
Spencer Pigot,2017-07-16,2017,1477.90204179907
Takuma Sato,2017-07-16,2017,1515.82520183399
Tony Kanaan,2017-07-16,2017,1667.43202751828
Will Power,2017-07-16,2017,1684.09522705428
Alexander Rossi,2017-07-30,2017,1621.41036126114
Carlos Munoz,2017-07-30,2017,1563.77131284365
Charlie Kimball,2017-07-30,2017,1558.26713144561
Conor Daly,2017-07-30,2017,1441.1123792957
Ed Jones,2017-07-30,2017,1491.12874632017
Esteban Gutierrez,2017-07-30,2017,1467.15278488906
Graham Rahal,2017-07-30,2017,1762.8689741374
Helio Castroneves,2017-07-30,2017,1764.26222792393
J.R. Hildebrand,2017-07-30,2017,1562.83637882174
James Hinchcliffe,2017-07-30,2017,1622.73582216454
Josef Newgarden,2017-07-30,2017,1753.84015054657
Marco Andretti,2017-07-30,2017,1613.96083815285
Max Chilton,2017-07-30,2017,1502.95576355025
Mikhail Aleshin,2017-07-30,2017,1483.96672233155
Ryan Hunter-Reay,2017-07-30,2017,1640.37800339807
Scott Dixon,2017-07-30,2017,1764.78186621738
Simon Pagenaud,2017-07-30,2017,1845.21031764748
Spencer Pigot,2017-07-30,2017,1464.71306784614
Takuma Sato,2017-07-30,2017,1530.56977300999
Tony Kanaan,2017-07-30,2017,1656.2230297199
Will Power,2017-07-30,2017,1697.30036383275
Alexander Rossi,2017-08-20,2017,1639.16716795395
Carlos Munoz,2017-08-20,2017,1571.30608627831
Charlie Kimball,2017-08-20,2017,1544.76045212311
Conor Daly,2017-08-20,2017,1443.9293707522
Ed Carpenter,2017-08-20,2017,1452.52228944664
Ed Jones,2017-08-20,2017,1482.38014622244
Esteban Gutierrez,2017-08-20,2017,1447.70159716266
Gabby Chaves,2017-08-20,2017,1545.84928150102
Graham Rahal,2017-08-20,2017,1760.88928775584
Helio Castroneves,2017-08-20,2017,1772.38409455795
J.R. Hildebrand,2017-08-20,2017,1548.17724398755
James Hinchcliffe,2017-08-20,2017,1602.69181254435
Josef Newgarden,2017-08-20,2017,1773.03526032682
Marco Andretti,2017-08-20,2017,1617.04455042198
Max Chilton,2017-08-20,2017,1492.60223654445
Ryan Hunter-Reay,2017-08-20,2017,1651.30659588709
Scott Dixon,2017-08-20,2017,1773.36898693417
Sebastian Saavedra,2017-08-20,2017,1364.10318136032
Simon Pagenaud,2017-08-20,2017,1850.25986394577
Takuma Sato,2017-08-20,2017,1521.94398829492
Tony Kanaan,2017-08-20,2017,1666.18275404725
Will Power,2017-08-20,2017,1715.90701857978
Alexander Rossi,2017-08-26,2017,1651.68238565068
Carlos Munoz,2017-08-26,2017,1576.61537275885
Charlie Kimball,2017-08-26,2017,1559.5236849955
Conor Daly,2017-08-26,2017,1465.77522904445
Ed Carpenter,2017-08-26,2017,1429.2646872998
Ed Jones,2017-08-26,2017,1483.89413163605
Graham Rahal,2017-08-26,2017,1755.1210261697
Helio Castroneves,2017-08-26,2017,1781.0577718887
J.R. Hildebrand,2017-08-26,2017,1535.43366601411
James Hinchcliffe,2017-08-26,2017,1612.85560614919
Josef Newgarden,2017-08-26,2017,1787.52765573597
Marco Andretti,2017-08-26,2017,1612.28984225041
Max Chilton,2017-08-26,2017,1484.04532081452
Ryan Hunter-Reay,2017-08-26,2017,1641.10036565477
Scott Dixon,2017-08-26,2017,1788.21756942366
Sebastian Saavedra,2017-08-26,2017,1375.69871381425
Sebastien Bourdais,2017-08-26,2017,1647.42851158525
Simon Pagenaud,2017-08-26,2017,1858.6988126878
Takuma Sato,2017-08-26,2017,1502.65740871217
Tony Kanaan,2017-08-26,2017,1655.15454368051
Will Power,2017-08-26,2017,1683.26540837972
Alexander Rossi,2017-09-03,2017,1668.695699833
Carlos Munoz,2017-09-03,2017,1581.68115607324
Charlie Kimball,2017-09-03,2017,1567.72813010298
Conor Daly,2017-09-03,2017,1472.31684125966
Ed Jones,2017-09-03,2017,1486.11601239156
Graham Rahal,2017-09-03,2017,1767.64467674326
Helio Castroneves,2017-09-03,2017,1790.55189242166
J.R. Hildebrand,2017-09-03,2017,1531.93044765795
Jack Harvey,2017-09-03,2017,1473.83277522494
James Hinchcliffe,2017-09-03,2017,1590.4337664425
Josef Newgarden,2017-09-03,2017,1760.86830731257
Marco Andretti,2017-09-03,2017,1602.98157078898
Max Chilton,2017-09-03,2017,1498.90169850554
Ryan Hunter-Reay,2017-09-03,2017,1658.13416699853
Scott Dixon,2017-09-03,2017,1799.87505117956
Sebastien Bourdais,2017-09-03,2017,1632.40740751356
Simon Pagenaud,2017-09-03,2017,1857.3532057816
Spencer Pigot,2017-09-03,2017,1469.53818287138
Takuma Sato,2017-09-03,2017,1482.80204126241
Tony Kanaan,2017-09-03,2017,1634.78823867669
Will Power,2017-09-03,2017,1692.36227797177
Alexander Rossi,2017-09-17,2017,1641.55601293927
Carlos Munoz,2017-09-17,2017,1577.15552681986
Charlie Kimball,2017-09-17,2017,1573.10051478359
Conor Daly,2017-09-17,2017,1483.01355953365
Ed Jones,2017-09-17,2017,1474.27956055423
Graham Rahal,2017-09-17,2017,1776.58663244507
Helio Castroneves,2017-09-17,2017,1796.46401819545
J.R. Hildebrand,2017-09-17,2017,1531.48048495786
Jack Harvey,2017-09-17,2017,1465.17947780475
James Hinchcliffe,2017-09-17,2017,1567.26671954503
Josef Newgarden,2017-09-17,2017,1772.53847328347
Marco Andretti,2017-09-17,2017,1615.51052991537
Max Chilton,2017-09-17,2017,1502.86686647521
Ryan Hunter-Reay,2017-09-17,2017,1662.80176706393
Scott Dixon,2017-09-17,2017,1809.36223136736
Sebastien Bourdais,2017-09-17,2017,1640.20546255992
Simon Pagenaud,2017-09-17,2017,1871.60381449826
Spencer Pigot,2017-09-17,2017,1474.20337139732
Takuma Sato,2017-09-17,2017,1462.11342685024
Tony Kanaan,2017-09-17,2017,1624.6949275597
Will Power,2017-09-17,2017,1705.13175491168
Zachary Claman De Melo,2017-09-17,2017,1493.82841355213
Alexander Rossi,2018-03-11,2018,1665.03311271094
Charlie Kimball,2018-03-11,2018,1558.69636234422
Ed Jones,2018-03-11,2018,1493.559436527
Gabby Chaves,2018-03-11,2018,1542.06537579885
Graham Rahal,2018-03-11,2018,1798.38544140082
Jack Harvey,2018-03-11,2018,1446.54975122854
James Hinchcliffe,2018-03-11,2018,1586.36939509078
Jordan King,2018-03-11,2018,1477.27961233921
Josef Newgarden,2018-03-11,2018,1780.5761949361
Marco Andretti,2018-03-11,2018,1625.50993254302
Matheus Leist,2018-03-11,2018,1470.31836923691
Max Chilton,2018-03-11,2018,1493.02294075269
Rene Binder,2018-03-11,2018,1484.07704521292
Robert Wickens,2018-03-11,2018,1481.25939853357
Ryan Hunter-Reay,2018-03-11,2018,1675.2024823049
Scott Dixon,2018-03-11,2018,1817.34920074606
Sebastien Bourdais,2018-03-11,2018,1667.72438293716
Simon Pagenaud,2018-03-11,2018,1859.83273152427
Spencer Pigot,2018-03-11,2018,1474.82695846748
Takuma Sato,2018-03-11,2018,1463.55868844482
Tony Kanaan,2018-03-11,2018,1629.21110555383
Will Power,2018-03-11,2018,1700.25481151715
Zach Veach,2018-03-11,2018,1470.28552665151
Zachary Claman De Melo,2018-03-11,2018,1489.57016596272
Alexander Rossi,2018-04-07,2018,1680.21530777958
Charlie Kimball,2018-04-07,2018,1550.57155127043
Ed Carpenter,2018-04-07,2018,1450.18189341816
Ed Jones,2018-04-07,2018,1478.15868707378
Gabby Chaves,2018-04-07,2018,1539.09484456509
Graham Rahal,2018-04-07,2018,1799.92650222077
James Hinchcliffe,2018-04-07,2018,1597.05027737354
Josef Newgarden,2018-04-07,2018,1798.47443186343
Kyle Kaiser,2018-04-07,2018,1482.00581387398
Marco Andretti,2018-04-07,2018,1627.1029271717
Matheus Leist,2018-04-07,2018,1459.65133779373
Max Chilton,2018-04-07,2018,1485.33206135801
Pietro Fittipaldi,2018-04-07,2018,1478.23823898272
Robert Wickens,2018-04-07,2018,1507.52301408474
Ryan Hunter-Reay,2018-04-07,2018,1687.98297735114
Scott Dixon,2018-04-07,2018,1832.09191738935
Sebastien Bourdais,2018-04-07,2018,1654.80122797734
Simon Pagenaud,2018-04-07,2018,1849.82740031458
Spencer Pigot,2018-04-07,2018,1476.70964353542
Takuma Sato,2018-04-07,2018,1472.76489609508
Tony Kanaan,2018-04-07,2018,1638.52389842712
Will Power,2018-04-07,2018,1667.14122854403
Zach Veach,2018-04-07,2018,1468.93645685815
Alexander Rossi,2018-04-15,2018,1697.49524664644
Charlie Kimball,2018-04-15,2018,1562.33872761373
Ed Jones,2018-04-15,2018,1507.88879704427
Gabby Chaves,2018-04-15,2018,1527.24547213119
Graham Rahal,2018-04-15,2018,1806.16301944784
Jack Harvey,2018-04-15,2018,1456.48502019476
James Hinchcliffe,2018-04-15,2018,1603.62756329574
Jordan King,2018-04-15,2018,1469.62452320562
Josef Newgarden,2018-04-15,2018,1801.11364017753
Kyle Kaiser,2018-04-15,2018,1480.44217406575
Marco Andretti,2018-04-15,2018,1644.54362120768
Matheus Leist,2018-04-15,2018,1461.7308449584
Max Chilton,2018-04-15,2018,1480.40406444283
Robert Wickens,2018-04-15,2018,1489.01745974768
Ryan Hunter-Reay,2018-04-15,2018,1662.39834559886
Scott Dixon,2018-04-15,2018,1822.21219463979
Sebastien Bourdais,2018-04-15,2018,1651.44919428158
Simon Pagenaud,2018-04-15,2018,1807.29917580763
Spencer Pigot,2018-04-15,2018,1476.98869262957
Takuma Sato,2018-04-15,2018,1458.95395012787
Tony Kanaan,2018-04-15,2018,1648.39048153231
Will Power,2018-04-15,2018,1683.94394697779
Zach Veach,2018-04-15,2018,1496.91154274861
Zachary Claman De Melo,2018-04-15,2018,1470.61823392801
Alexander Rossi,2018-04-23,2018,1694.52508185928
Charlie Kimball,2018-04-23,2018,1537.0109880212
Ed Jones,2018-04-23,2018,1493.05688952257
Gabby Chaves,2018-04-23,2018,1520.12161889187
Graham Rahal,2018-04-23,2018,1813.01623288879
James Hinchcliffe,2018-04-23,2018,1621.2402246116
Jordan King,2018-04-23,2018,1471.87610519851
Josef Newgarden,2018-04-23,2018,1814.09439164109
Marco Andretti,2018-04-23,2018,1644.93873917577
Matheus Leist,2018-04-23,2018,1470.18773826073
Max Chilton,2018-04-23,2018,1461.51672078748
Rene Binder,2018-04-23,2018,1481.2597915603
Robert Wickens,2018-04-23,2018,1515.19420506201
Ryan Hunter-Reay,2018-04-23,2018,1680.26307267544
Scott Dixon,2018-04-23,2018,1826.02713884481
Sebastien Bourdais,2018-04-23,2018,1662.68669647448
Simon Pagenaud,2018-04-23,2018,1807.49164742203
Spencer Pigot,2018-04-23,2018,1477.18609416226
Takuma Sato,2018-04-23,2018,1476.32321598477
Tony Kanaan,2018-04-23,2018,1635.43968913868
Will Power,2018-04-23,2018,1652.09136013254
Zach Veach,2018-04-23,2018,1498.92183524263
Zachary Claman De Melo,2018-04-23,2018,1459.96630584507
Alexander Rossi,2018-05-12,2018,1707.84948873259
Charlie Kimball,2018-05-12,2018,1525.12044201927
Ed Jones,2018-05-12,2018,1476.15053507038
Gabby Chaves,2018-05-12,2018,1515.31489241001
Graham Rahal,2018-05-12,2018,1816.70811116964
Helio Castroneves,2018-05-12,2018,1807.14014218767
James Hinchcliffe,2018-05-12,2018,1629.27724881285
Jordan King,2018-05-12,2018,1443.52606239102
Josef Newgarden,2018-05-12,2018,1806.50899337617
Kyle Kaiser,2018-05-12,2018,1472.26256254264
Marco Andretti,2018-05-12,2018,1642.88937306568
Matheus Leist,2018-05-12,2018,1457.79145215114
Max Chilton,2018-05-12,2018,1460.5983552496
Robert Wickens,2018-05-12,2018,1535.81543460718
Ryan Hunter-Reay,2018-05-12,2018,1665.18845484301
