,driver,totalPoints,chamPos,season
27,Marco Andretti,22.0,35.0,3
28,Juan Pablo Montoya,53.0,29.0,3
29,Tony Kanaan,96.0,28.0,3
30,Pietro Fittipaldi,34.0,32.0,3
31,Ed Carpenter,107.0,26.0,3
32,Simona de Silvestro,10.0,37.0,3
33,Santino Ferrucci,146.0,23.0,3
34,Oliver Askew,52.0,31.0,3
35,Kevin Magnussen,7.0,41.0,3
36,Cody Ware,26.0,34.0,3
37,Ryan Norman,10.0,38.0,3
38,Stefan Wilson,10.0,39.0,3
39,Sage Karam,53.0,30.0,3
40,Christian Lundgaard,19.0,36.0,3
41,R.C. Enerson,5.0,42.0,3
0,Alex Palou,533.0,1.0,4
1,Alexander Rossi,312.0,13.0,4
2,Colton Herta,412.0,6.0,4
3,Conor Daly,241.0,17.0,4
4,Dalton Kellett,163.0,22.0,4
5,Ed Jones,226.0,19.0,4
6,Felix Rosenqvist,202.0,21.0,4
7,Graham Rahal,393.0,7.0,4
8,Helio Castroneves,153.0,24.0,4
9,Jack Harvey,316.0,12.0,4
10,James Hinchcliffe,211.0,20.0,4
11,Jimmie Johnson,145.0,26.0,4
12,Josef Newgarden,497.0,3.0,4
13,Marcus Ericsson,450.0,5.0,4
14,Max Chilton,159.0,23.0,4
15,Patricio O'Ward,514.0,2.0,4
16,Rinus VeeKay,325.0,11.0,4
17,Romain Grosjean,283.0,15.0,4
18,Ryan Hunter-Reay,262.0,16.0,4
19,Scott Dixon,463.0,4.0,4
20,Scott McLaughlin,295.0,14.0,4
21,Sebastien Bourdais,239.0,18.0,4
22,Simon Pagenaud,377.0,8.0,4
23,Takuma Sato,332.0,10.0,4
24,Will Power,349.0,9.0,4
25,J.R. Hildebrand,30.0,33.0,4
26,Charlie Kimball,8.0,40.0,4
27,Marco Andretti,22.0,35.0,4
28,Juan Pablo Montoya,53.0,29.0,4
29,Tony Kanaan,96.0,28.0,4
30,Pietro Fittipaldi,34.0,32.0,4
31,Ed Carpenter,107.0,27.0,4
32,Simona de Silvestro,10.0,37.0,4
33,Santino Ferrucci,146.0,25.0,4
34,Oliver Askew,52.0,31.0,4
35,Kevin Magnussen,7.0,41.0,4
36,Cody Ware,26.0,34.0,4
37,Ryan Norman,10.0,38.0,4
38,Stefan Wilson,10.0,39.0,4
39,Sage Karam,53.0,30.0,4
40,Christian Lundgaard,19.0,36.0,4
41,R.C. Enerson,5.0,42.0,4
0,Alex Palou,557.0,1.0,5
1,Alexander Rossi,324.0,10.0,5
2,Colton Herta,424.0,6.0,5
3,Conor Daly,237.0,18.0,5
4,Dalton Kellett,151.0,23.0,5
5,Ed Jones,220.0,20.0,5
6,Felix Rosenqvist,223.0,19.0,5
7,Graham Rahal,380.0,7.0,5
8,Helio Castroneves,156.0,22.0,5
9,Jack Harvey,291.0,16.0,5
10,James Hinchcliffe,211.0,21.0,5
11,Jimmie Johnson,123.0,26.0,5
12,Josef Newgarden,485.0,3.0,5
13,Marcus Ericsson,462.0,5.0,5
14,Max Chilton,127.0,25.0,5
15,Patricio O'Ward,506.0,2.0,5
16,Rinus VeeKay,321.0,11.0,5
17,Romain Grosjean,292.0,15.0,5
18,Ryan Hunter-Reay,299.0,14.0,5
19,Scott Dixon,475.0,4.0,5
20,Scott McLaughlin,305.0,13.0,5
21,Sebastien Bourdais,246.0,17.0,5
22,Simon Pagenaud,368.0,8.0,5
23,Takuma Sato,315.0,12.0,5
24,Will Power,354.0,9.0,5
25,J.R. Hildebrand,30.0,33.0,5
26,Charlie Kimball,8.0,40.0,5
27,Marco Andretti,22.0,35.0,5
28,Juan Pablo Montoya,53.0,29.0,5
29,Tony Kanaan,96.0,28.0,5
30,Pietro Fittipaldi,34.0,32.0,5
31,Ed Carpenter,107.0,27.0,5
32,Simona de Silvestro,10.0,37.0,5
33,Santino Ferrucci,146.0,24.0,5
34,Oliver Askew,52.0,31.0,5
35,Kevin Magnussen,7.0,41.0,5
36,Cody Ware,26.0,34.0,5
37,Ryan Norman,10.0,38.0,5
38,Stefan Wilson,10.0,39.0,5
39,Sage Karam,53.0,30.0,5
40,Christian Lundgaard,19.0,36.0,5
41,R.C. Enerson,5.0,42.0,5
0,Alex Palou,537.0,1.0,6
1,Alexander Rossi,314.0,11.0,6
2,Colton Herta,415.0,6.0,6
3,Conor Daly,254.0,18.0,6
4,Dalton Kellett,187.0,22.0,6
5,Ed Jones,241.0,19.0,6
6,Felix Rosenqvist,220.0,20.0,6
7,Graham Rahal,392.0,7.0,6
8,Helio Castroneves,159.0,23.0,6
9,Jack Harvey,311.0,12.0,6
10,James Hinchcliffe,215.0,21.0,6
11,Jimmie Johnson,100.0,27.0,6
12,Josef Newgarden,509.0,2.0,6
13,Marcus Ericsson,444.0,5.0,6
14,Max Chilton,135.0,25.0,6
15,Patricio O'Ward,506.0,3.0,6
16,Rinus VeeKay,318.0,10.0,6
17,Romain Grosjean,272.0,15.0,6
18,Ryan Hunter-Reay,258.0,17.0,6
19,Scott Dixon,467.0,4.0,6
20,Scott McLaughlin,303.0,14.0,6
21,Sebastien Bourdais,269.0,16.0,6
22,Simon Pagenaud,372.0,8.0,6
23,Takuma Sato,310.0,13.0,6
24,Will Power,344.0,9.0,6
25,J.R. Hildebrand,30.0,33.0,6
26,Charlie Kimball,8.0,40.0,6
27,Marco Andretti,22.0,35.0,6
28,Juan Pablo Montoya,53.0,29.0,6
29,Tony Kanaan,96.0,28.0,6
30,Pietro Fittipaldi,34.0,32.0,6
31,Ed Carpenter,107.0,26.0,6
32,Simona de Silvestro,10.0,37.0,6
33,Santino Ferrucci,146.0,24.0,6
34,Oliver Askew,52.0,31.0,6
35,Kevin Magnussen,7.0,41.0,6
36,Cody Ware,26.0,34.0,6
37,Ryan Norman,10.0,38.0,6
38,Stefan Wilson,10.0,39.0,6
39,Sage Karam,53.0,30.0,6
40,Christian Lundgaard,19.0,36.0,6
41,R.C. Enerson,5.0,42.0,6
0,Alex Palou,523.0,1.0,7
1,Alexander Rossi,324.0,11.0,7
2,Colton Herta,452.0,6.0,7
3,Conor Daly,238.0,18.0,7
4,Dalton Kellett,147.0,23.0,7
5,Ed Jones,228.0,19.0,7
6,Felix Rosenqvist,195.0,21.0,7
7,Graham Rahal,388.0,7.0,7
8,Helio Castroneves,169.0,22.0,7
9,Jack Harvey,313.0,13.0,7
10,James Hinchcliffe,222.0,20.0,7
11,Jimmie Johnson,103.0,27.0,7
12,Josef Newgarden,493.0,2.0,7
13,Marcus Ericsson,456.0,5.0,7
14,Max Chilton,128.0,25.0,7
15,Patricio O'Ward,493.0,3.0,7
16,Rinus VeeKay,331.0,10.0,7
17,Romain Grosjean,296.0,15.0,7
18,Ryan Hunter-Reay,266.0,16.0,7
19,Scott Dixon,480.0,4.0,7
20,Scott McLaughlin,301.0,14.0,7
21,Sebastien Bourdais,239.0,17.0,7
22,Simon Pagenaud,372.0,9.0,7
23,Takuma Sato,318.0,12.0,7
24,Will Power,377.0,8.0,7
25,J.R. Hildebrand,30.0,33.0,7
26,Charlie Kimball,8.0,40.0,7
27,Marco Andretti,22.0,35.0,7
28,Juan Pablo Montoya,53.0,29.0,7
29,Tony Kanaan,96.0,28.0,7
30,Pietro Fittipaldi,34.0,32.0,7
31,Ed Carpenter,107.0,26.0,7
32,Simona de Silvestro,10.0,37.0,7
33,Santino Ferrucci,146.0,24.0,7
34,Oliver Askew,52.0,31.0,7
35,Kevin Magnussen,7.0,41.0,7
36,Cody Ware,26.0,34.0,7
37,Ryan Norman,10.0,38.0,7
38,Stefan Wilson,10.0,39.0,7
39,Sage Karam,53.0,30.0,7
40,Christian Lundgaard,19.0,36.0,7
41,R.C. Enerson,5.0,42.0,7
0,Alex Palou,529.0,1.0,8
1,Alexander Rossi,354.0,10.0,8
2,Colton Herta,428.0,6.0,8
3,Conor Daly,256.0,17.0,8
4,Dalton Kellett,142.0,24.0,8
5,Ed Jones,255.0,18.0,8
6,Felix Rosenqvist,207.0,21.0,8
7,Graham Rahal,391.0,7.0,8
8,Helio Castroneves,162.0,22.0,8
9,Jack Harvey,305.0,13.0,8
10,James Hinchcliffe,210.0,20.0,8
11,Jimmie Johnson,111.0,26.0,8
12,Josef Newgarden,478.0,3.0,8
13,Marcus Ericsson,443.0,5.0,8
14,Max Chilton,141.0,25.0,8
15,Patricio O'Ward,489.0,2.0,8
16,Rinus VeeKay,323.0,11.0,8
17,Romain Grosjean,298.0,14.0,8
18,Ryan Hunter-Reay,259.0,16.0,8
19,Scott Dixon,463.0,4.0,8
20,Scott McLaughlin,297.0,15.0,8
21,Sebastien Bourdais,242.0,19.0,8
22,Simon Pagenaud,388.0,8.0,8
23,Takuma Sato,316.0,12.0,8
24,Will Power,365.0,9.0,8
25,J.R. Hildebrand,30.0,33.0,8
26,Charlie Kimball,8.0,40.0,8
27,Marco Andretti,22.0,35.0,8
28,Juan Pablo Montoya,53.0,29.0,8
29,Tony Kanaan,96.0,28.0,8
30,Pietro Fittipaldi,34.0,32.0,8
31,Ed Carpenter,107.0,27.0,8
32,Simona de Silvestro,10.0,37.0,8
33,Santino Ferrucci,146.0,23.0,8
34,Oliver Askew,52.0,31.0,8
35,Kevin Magnussen,7.0,41.0,8
36,Cody Ware,26.0,34.0,8
37,Ryan Norman,10.0,38.0,8
38,Stefan Wilson,10.0,39.0,8
39,Sage Karam,53.0,30.0,8
40,Christian Lundgaard,19.0,36.0,8
41,R.C. Enerson,5.0,42.0,8
0,Alex Palou,536.0,1.0,9
1,Alexander Rossi,354.0,9.0,9
2,Colton Herta,412.0,6.0,9
3,Conor Daly,240.0,18.0,9
4,Dalton Kellett,142.0,24.0,9
5,Ed Jones,221.0,20.0,9
6,Felix Rosenqvist,203.0,21.0,9
7,Graham Rahal,391.0,7.0,9
8,Helio Castroneves,175.0,22.0,9
9,Jack Harvey,288.0,15.0,9
10,James Hinchcliffe,222.0,19.0,9
11,Jimmie Johnson,103.0,27.0,9
12,Josef Newgarden,504.0,3.0,9
13,Marcus Ericsson,454.0,5.0,9
14,Max Chilton,128.0,25.0,9
15,Patricio O'Ward,512.0,2.0,9
16,Rinus VeeKay,315.0,12.0,9
17,Romain Grosjean,292.0,14.0,9
18,Ryan Hunter-Reay,281.0,16.0,9
19,Scott Dixon,458.0,4.0,9
20,Scott McLaughlin,308.0,13.0,9
21,Sebastien Bourdais,250.0,17.0,9
22,Simon Pagenaud,373.0,8.0,9
23,Takuma Sato,342.0,11.0,9
24,Will Power,348.0,10.0,9
25,J.R. Hildebrand,30.0,33.0,9
26,Charlie Kimball,8.0,40.0,9
27,Marco Andretti,22.0,35.0,9
28,Juan Pablo Montoya,53.0,29.0,9
29,Tony Kanaan,96.0,28.0,9
30,Pietro Fittipaldi,34.0,32.0,9
31,Ed Carpenter,107.0,26.0,9
32,Simona de Silvestro,10.0,37.0,9
33,Santino Ferrucci,146.0,23.0,9
34,Oliver Askew,52.0,31.0,9
35,Kevin Magnussen,7.0,41.0,9
36,Cody Ware,26.0,34.0,9
37,Ryan Norman,10.0,38.0,9
38,Stefan Wilson,10.0,39.0,9
39,Sage Karam,53.0,30.0,9
40,Christian Lundgaard,19.0,36.0,9
41,R.C. Enerson,5.0,42.0,9
0,Alex Palou,557.0,1.0,10
1,Alexander Rossi,311.0,12.0,10
2,Colton Herta,418.0,6.0,10
3,Conor Daly,235.0,18.0,10
4,Dalton Kellett,169.0,22.0,10
5,Ed Jones,220.0,20.0,10
6,Felix Rosenqvist,207.0,21.0,10
7,Graham Rahal,384.0,7.0,10
8,Helio Castroneves,161.0,23.0,10
9,Jack Harvey,296.0,14.0,10
10,James Hinchcliffe,224.0,19.0,10
11,Jimmie Johnson,108.0,26.0,10
12,Josef Newgarden,497.0,2.0,10
13,Marcus Ericsson,438.0,5.0,10
14,Max Chilton,136.0,25.0,10
15,Patricio O'Ward,494.0,3.0,10
16,Rinus VeeKay,314.0,11.0,10
17,Romain Grosjean,296.0,15.0,10
18,Ryan Hunter-Reay,299.0,13.0,10
19,Scott Dixon,480.0,4.0,10
20,Scott McLaughlin,292.0,16.0,10
21,Sebastien Bourdais,260.0,17.0,10
22,Simon Pagenaud,371.0,8.0,10
23,Takuma Sato,326.0,10.0,10
24,Will Power,359.0,9.0,10
25,J.R. Hildebrand,30.0,33.0,10
26,Charlie Kimball,8.0,40.0,10
27,Marco Andretti,22.0,35.0,10
28,Juan Pablo Montoya,53.0,29.0,10
29,Tony Kanaan,96.0,28.0,10
30,Pietro Fittipaldi,34.0,32.0,10
31,Ed Carpenter,107.0,27.0,10
32,Simona de Silvestro,10.0,37.0,10
33,Santino Ferrucci,146.0,24.0,10
34,Oliver Askew,52.0,31.0,10
35,Kevin Magnussen,7.0,41.0,10
36,Cody Ware,26.0,34.0,10
37,Ryan Norman,10.0,38.0,10
38,Stefan Wilson,10.0,39.0,10
39,Sage Karam,53.0,30.0,10
40,Christian Lundgaard,19.0,36.0,10
41,R.C. Enerson,5.0,42.0,10
0,Alex Palou,533.0,1.0,11
1,Alexander Rossi,328.0,11.0,11
2,Colton Herta,412.0,6.0,11
3,Conor Daly,233.0,18.0,11
4,Dalton Kellett,150.0,23.0,11
5,Ed Jones,229.0,19.0,11
6,Felix Rosenqvist,197.0,21.0,11
7,Graham Rahal,402.0,7.0,11
8,Helio Castroneves,197.0,22.0,11
9,Jack Harvey,298.0,14.0,11
10,James Hinchcliffe,216.0,20.0,11
11,Jimmie Johnson,101.0,27.0,11
12,Josef Newgarden,499.0,3.0,11
13,Marcus Ericsson,456.0,5.0,11
14,Max Chilton,124.0,25.0,11
15,Patricio O'Ward,504.0,2.0,11
16,Rinus VeeKay,343.0,10.0,11
17,Romain Grosjean,298.0,15.0,11
18,Ryan Hunter-Reay,260.0,16.0,11
19,Scott Dixon,480.0,4.0,11
20,Scott McLaughlin,301.0,13.0,11
21,Sebastien Bourdais,252.0,17.0,11
22,Simon Pagenaud,373.0,8.0,11
23,Takuma Sato,321.0,12.0,11
24,Will Power,345.0,9.0,11
25,J.R. Hildebrand,30.0,33.0,11
26,Charlie Kimball,8.0,40.0,11
27,Marco Andretti,22.0,35.0,11
28,Juan Pablo Montoya,53.0,29.0,11
29,Tony Kanaan,96.0,28.0,11
30,Pietro Fittipaldi,34.0,32.0,11
31,Ed Carpenter,107.0,26.0,11
32,Simona de Silvestro,10.0,37.0,11
33,Santino Ferrucci,146.0,24.0,11
34,Oliver Askew,52.0,31.0,11
35,Kevin Magnussen,7.0,41.0,11
36,Cody Ware,26.0,34.0,11
37,Ryan Norman,10.0,38.0,11
38,Stefan Wilson,10.0,39.0,11
39,Sage Karam,53.0,30.0,11
40,Christian Lundgaard,19.0,36.0,11
41,R.C. Enerson,5.0,42.0,11
0,Alex Palou,541.0,1.0,12
1,Alexander Rossi,326.0,10.0,12
2,Colton Herta,434.0,6.0,12
3,Conor Daly,232.0,18.0,12
4,Dalton Kellett,147.0,24.0,12
5,Ed Jones,232.0,19.0,12
6,Felix Rosenqvist,195.0,21.0,12
7,Graham Rahal,389.0,7.0,12
8,Helio Castroneves,155.0,23.0,12
9,Jack Harvey,309.0,13.0,12
10,James Hinchcliffe,209.0,20.0,12
11,Jimmie Johnson,107.0,26.0,12
12,Josef Newgarden,480.0,3.0,12
13,Marcus Ericsson,465.0,5.0,12
14,Max Chilton,159.0,22.0,12
15,Patricio O'Ward,532.0,2.0,12
16,Rinus VeeKay,323.0,11.0,12
17,Romain Grosjean,275.0,16.0,12
18,Ryan Hunter-Reay,279.0,15.0,12
19,Scott Dixon,471.0,4.0,12
20,Scott McLaughlin,304.0,14.0,12
21,Sebastien Bourdais,250.0,17.0,12
22,Simon Pagenaud,367.0,8.0,12
23,Takuma Sato,315.0,12.0,12
24,Will Power,356.0,9.0,12
25,J.R. Hildebrand,30.0,33.0,12
26,Charlie Kimball,8.0,40.0,12
27,Marco Andretti,22.0,35.0,12
28,Juan Pablo Montoya,53.0,29.0,12
29,Tony Kanaan,96.0,28.0,12
30,Pietro Fittipaldi,34.0,32.0,12
31,Ed Carpenter,107.0,27.0,12
32,Simona de Silvestro,10.0,37.0,12
33,Santino Ferrucci,146.0,25.0,12
34,Oliver Askew,52.0,31.0,12
35,Kevin Magnussen,7.0,41.0,12
36,Cody Ware,26.0,34.0,12
37,Ryan Norman,10.0,38.0,12
38,Stefan Wilson,10.0,39.0,12
39,Sage Karam,53.0,30.0,12
40,Christian Lundgaard,19.0,36.0,12
41,R.C. Enerson,5.0,42.0,12
0,Alex Palou,523.0,1.0,13
1,Alexander Rossi,318.0,10.0,13
2,Colton Herta,413.0,6.0,13
3,Conor Daly,256.0,18.0,13
4,Dalton Kellett,142.0,24.0,13
5,Ed Jones,225.0,20.0,13
6,Felix Rosenqvist,204.0,21.0,13
7,Graham Rahal,396.0,7.0,13
8,Helio Castroneves,175.0,22.0,13
9,Jack Harvey,305.0,13.0,13
10,James Hinchcliffe,239.0,19.0,13
11,Jimmie Johnson,112.0,26.0,13
12,Josef Newgarden,495.0,3.0,13
13,Marcus Ericsson,449.0,5.0,13
14,Max Chilton,131.0,25.0,13
15,Patricio O'Ward,502.0,2.0,13
16,Rinus VeeKay,312.0,12.0,13
17,Romain Grosjean,281.0,16.0,13
18,Ryan Hunter-Reay,267.0,17.0,13
19,Scott Dixon,477.0,4.0,13
20,Scott McLaughlin,293.0,14.0,13
21,Sebastien Bourdais,284.0,15.0,13
22,Simon Pagenaud,393.0,8.0,13
23,Takuma Sato,315.0,11.0,13
24,Will Power,345.0,9.0,13
25,J.R. Hildebrand,30.0,33.0,13
26,Charlie Kimball,8.0,40.0,13
27,Marco Andretti,22.0,35.0,13
28,Juan Pablo Montoya,53.0,29.0,13
29,Tony Kanaan,96.0,28.0,13
30,Pietro Fittipaldi,34.0,32.0,13
31,Ed Carpenter,107.0,27.0,13
32,Simona de Silvestro,10.0,37.0,13
33,Santino Ferrucci,146.0,23.0,13
34,Oliver Askew,52.0,31.0,13
35,Kevin Magnussen,7.0,41.0,13
36,Cody Ware,26.0,34.0,13
37,Ryan Norman,10.0,38.0,13
38,Stefan Wilson,10.0,39.0,13
39,Sage Karam,53.0,30.0,13
40,Christian Lundgaard,19.0,36.0,13
41,R.C. Enerson,5.0,42.0,13
0,Alex Palou,547.0,1.0,14
1,Alexander Rossi,317.0,12.0,14
2,Colton Herta,410.0,6.0,14
3,Conor Daly,233.0,19.0,14
4,Dalton Kellett,187.0,22.0,14
5,Ed Jones,226.0,20.0,14
6,Felix Rosenqvist,198.0,21.0,14
7,Graham Rahal,396.0,7.0,14
8,Helio Castroneves,156.0,23.0,14
9,Jack Harvey,300.0,14.0,14
10,James Hinchcliffe,239.0,18.0,14
11,Jimmie Johnson,100.0,27.0,14
12,Josef Newgarden,484.0,3.0,14
13,Marcus Ericsson,454.0,5.0,14
14,Max Chilton,125.0,25.0,14
15,Patricio O'Ward,494.0,2.0,14
16,Rinus VeeKay,329.0,11.0,14
17,Romain Grosjean,280.0,15.0,14
18,Ryan Hunter-Reay,265.0,16.0,14
19,Scott Dixon,465.0,4.0,14
20,Scott McLaughlin,303.0,13.0,14
21,Sebastien Bourdais,252.0,17.0,14
22,Simon Pagenaud,393.0,8.0,14
23,Takuma Sato,330.0,10.0,14
24,Will Power,369.0,9.0,14
25,J.R. Hildebrand,30.0,33.0,14
26,Charlie Kimball,8.0,40.0,14
27,Marco Andretti,22.0,35.0,14
28,Juan Pablo Montoya,53.0,29.0,14
29,Tony Kanaan,96.0,28.0,14
30,Pietro Fittipaldi,34.0,32.0,14
31,Ed Carpenter,107.0,26.0,14
32,Simona de Silvestro,10.0,37.0,14
33,Santino Ferrucci,146.0,24.0,14
34,Oliver Askew,52.0,31.0,14
35,Kevin Magnussen,7.0,41.0,14
36,Cody Ware,26.0,34.0,14
37,Ryan Norman,10.0,38.0,14
38,Stefan Wilson,10.0,39.0,14
39,Sage Karam,53.0,30.0,14
40,Christian Lundgaard,19.0,36.0,14
41,R.C. Enerson,5.0,42.0,14
0,Alex Palou,527.0,1.0,15
1,Alexander Rossi,354.0,10.0,15
2,Colton Herta,424.0,6.0,15
3,Conor Daly,252.0,17.0,15
4,Dalton Kellett,145.0,24.0,15
5,Ed Jones,230.0,19.0,15
6,Felix Rosenqvist,197.0,21.0,15
7,Graham Rahal,406.0,7.0,15
8,Helio Castroneves,177.0,22.0,15
9,Jack Harvey,287.0,14.0,15
10,James Hinchcliffe,211.0,20.0,15
11,Jimmie Johnson,100.0,27.0,15
12,Josef Newgarden,481.0,3.0,15
13,Marcus Ericsson,450.0,5.0,15
14,Max Chilton,143.0,25.0,15
15,Patricio O'Ward,510.0,2.0,15
16,Rinus VeeKay,320.0,11.0,15
17,Romain Grosjean,279.0,15.0,15
18,Ryan Hunter-Reay,268.0,16.0,15
19,Scott Dixon,459.0,4.0,15
20,Scott McLaughlin,304.0,13.0,15
21,Sebastien Bourdais,250.0,18.0,15
22,Simon Pagenaud,388.0,8.0,15
23,Takuma Sato,313.0,12.0,15
24,Will Power,377.0,9.0,15
25,J.R. Hildebrand,30.0,33.0,15
26,Charlie Kimball,8.0,40.0,15
27,Marco Andretti,22.0,35.0,15
28,Juan Pablo Montoya,53.0,29.0,15
29,Tony Kanaan,96.0,28.0,15
30,Pietro Fittipaldi,34.0,32.0,15
31,Ed Carpenter,107.0,26.0,15
32,Simona de Silvestro,10.0,37.0,15
33,Santino Ferrucci,146.0,23.0,15
34,Oliver Askew,52.0,31.0,15
35,Kevin Magnussen,7.0,41.0,15
36,Cody Ware,26.0,34.0,15
37,Ryan Norman,10.0,38.0,15
38,Stefan Wilson,10.0,39.0,15
39,Sage Karam,53.0,30.0,15
40,Christian Lundgaard,19.0,36.0,15
41,R.C. Enerson,5.0,42.0,15
0,Alex Palou,537.0,1.0,16
1,Alexander Rossi,313.0,12.0,16
2,Colton Herta,417.0,6.0,16
3,Conor Daly,234.0,18.0,16
4,Dalton Kellett,144.0,24.0,16
5,Ed Jones,226.0,19.0,16
6,Felix Rosenqvist,194.0,21.0,16
7,Graham Rahal,400.0,7.0,16
8,Helio Castroneves,169.0,22.0,16
9,Jack Harvey,313.0,13.0,16
10,James Hinchcliffe,209.0,20.0,16
11,Jimmie Johnson,112.0,26.0,16
12,Josef Newgarden,519.0,2.0,16
13,Marcus Ericsson,460.0,5.0,16
14,Max Chilton,129.0,25.0,16
15,Patricio O'Ward,501.0,3.0,16
16,Rinus VeeKay,315.0,10.0,16
17,Romain Grosjean,294.0,15.0,16
18,Ryan Hunter-Reay,267.0,16.0,16
19,Scott Dixon,480.0,4.0,16
20,Scott McLaughlin,300.0,14.0,16
21,Sebastien Bourdais,258.0,17.0,16
22,Simon Pagenaud,393.0,8.0,16
23,Takuma Sato,315.0,11.0,16
24,Will Power,353.0,9.0,16
25,J.R. Hildebrand,30.0,33.0,16
26,Charlie Kimball,8.0,40.0,16
27,Marco Andretti,22.0,35.0,16
28,Juan Pablo Montoya,53.0,29.0,16
29,Tony Kanaan,96.0,28.0,16
30,Pietro Fittipaldi,34.0,32.0,16
31,Ed Carpenter,107.0,27.0,16
32,Simona de Silvestro,10.0,37.0,16
