,driver,totalPoints,chamPos,season
14,Marcus Ericsson,380.0,6.0,99
15,Max Chilton,116.0,25.0,99
16,Patricio O'Ward,505.0,4.0,99
17,Pietro Fittipaldi,45.0,28.0,99
18,Rinus VeeKay,363.0,8.0,99
19,Romain Grosjean,216.0,20.0,99
20,Ryan Hunter-Reay,267.0,15.0,99
21,Scott Dixon,588.0,1.0,99
22,Scott McLaughlin,295.0,14.0,99
23,Sebastien Bourdais,264.0,16.0,99
24,Simon Pagenaud,429.0,5.0,99
25,Takuma Sato,332.0,11.0,99
26,Tony Kanaan,88.0,27.0,99
27,Will Power,328.0,12.0,99
0,Alex Palou,512.0,3.0,100
1,Alexander Rossi,315.0,13.0,100
2,Colton Herta,444.0,5.0,100
3,Conor Daly,203.0,20.0,100
4,Dalton Kellett,154.0,24.0,100
5,Ed Carpenter,110.0,26.0,100
6,Ed Jones,172.0,23.0,100
7,Felix Rosenqvist,236.0,18.0,100
8,Graham Rahal,408.0,6.0,100
9,Helio Castroneves,241.0,16.0,100
10,Jack Harvey,367.0,9.0,100
11,James Hinchcliffe,204.0,19.0,100
12,Jimmie Johnson,87.0,27.0,100
13,Josef Newgarden,483.0,4.0,100
14,Marcus Ericsson,401.0,7.0,100
15,Max Chilton,174.0,22.0,100
16,Patricio O'Ward,550.0,1.0,100
17,Pietro Fittipaldi,44.0,28.0,100
18,Rinus VeeKay,326.0,12.0,100
19,Romain Grosjean,202.0,21.0,100
20,Ryan Hunter-Reay,240.0,17.0,100
21,Scott Dixon,513.0,2.0,100
22,Scott McLaughlin,289.0,14.0,100
23,Sebastien Bourdais,242.0,15.0,100
24,Simon Pagenaud,393.0,8.0,100
25,Takuma Sato,342.0,10.0,100
26,Tony Kanaan,119.0,25.0,100
27,Will Power,332.0,11.0,100
0,Alex Palou,515.0,3.0,101
1,Alexander Rossi,351.0,11.0,101
2,Colton Herta,361.0,9.0,101
3,Conor Daly,180.0,22.0,101
4,Dalton Kellett,140.0,25.0,101
5,Ed Carpenter,111.0,26.0,101
6,Ed Jones,229.0,18.0,101
7,Felix Rosenqvist,187.0,21.0,101
8,Graham Rahal,399.0,7.0,101
9,Helio Castroneves,220.0,19.0,101
10,Jack Harvey,249.0,15.0,101
11,James Hinchcliffe,237.0,17.0,101
12,Jimmie Johnson,148.0,23.0,101
13,Josef Newgarden,530.0,2.0,101
14,Marcus Ericsson,401.0,6.0,101
15,Max Chilton,148.0,24.0,101
16,Patricio O'Ward,507.0,4.0,101
17,Pietro Fittipaldi,54.0,28.0,101
18,Rinus VeeKay,377.0,8.0,101
19,Romain Grosjean,193.0,20.0,101
20,Ryan Hunter-Reay,287.0,14.0,101
21,Scott Dixon,537.0,1.0,101
22,Scott McLaughlin,296.0,13.0,101
23,Sebastien Bourdais,245.0,16.0,101
24,Simon Pagenaud,420.0,5.0,101
25,Takuma Sato,356.0,10.0,101
26,Tony Kanaan,89.0,27.0,101
27,Will Power,336.0,12.0,101
0,Alex Palou,492.0,3.0,102
1,Alexander Rossi,378.0,8.0,102
2,Colton Herta,360.0,10.0,102
3,Conor Daly,201.0,20.0,102
4,Dalton Kellett,155.0,23.0,102
5,Ed Carpenter,112.0,26.0,102
6,Ed Jones,171.0,21.0,102
7,Felix Rosenqvist,164.0,22.0,102
8,Graham Rahal,403.0,6.0,102
9,Helio Castroneves,215.0,19.0,102
10,Jack Harvey,262.0,15.0,102
11,James Hinchcliffe,229.0,18.0,102
12,Jimmie Johnson,125.0,25.0,102
13,Josef Newgarden,516.0,2.0,102
14,Marcus Ericsson,381.0,7.0,102
15,Max Chilton,131.0,24.0,102
16,Patricio O'Ward,487.0,4.0,102
17,Pietro Fittipaldi,49.0,28.0,102
18,Rinus VeeKay,366.0,9.0,102
19,Romain Grosjean,245.0,17.0,102
20,Ryan Hunter-Reay,314.0,14.0,102
21,Scott Dixon,557.0,1.0,102
22,Scott McLaughlin,318.0,12.0,102
23,Sebastien Bourdais,260.0,16.0,102
24,Simon Pagenaud,465.0,5.0,102
25,Takuma Sato,317.0,13.0,102
26,Tony Kanaan,93.0,27.0,102
27,Will Power,337.0,11.0,102
0,Alex Palou,509.0,3.0,103
1,Alexander Rossi,343.0,11.0,103
2,Colton Herta,423.0,6.0,103
3,Conor Daly,237.0,17.0,103
4,Dalton Kellett,145.0,23.0,103
5,Ed Carpenter,109.0,26.0,103
6,Ed Jones,189.0,21.0,103
7,Felix Rosenqvist,151.0,22.0,103
8,Graham Rahal,423.0,7.0,103
9,Helio Castroneves,256.0,15.0,103
10,Jack Harvey,243.0,16.0,103
11,James Hinchcliffe,193.0,20.0,103
12,Jimmie Johnson,116.0,25.0,103
13,Josef Newgarden,526.0,2.0,103
14,Marcus Ericsson,385.0,9.0,103
15,Max Chilton,118.0,24.0,103
16,Patricio O'Ward,449.0,5.0,103
17,Pietro Fittipaldi,49.0,28.0,103
18,Rinus VeeKay,398.0,8.0,103
19,Romain Grosjean,212.0,19.0,103
20,Ryan Hunter-Reay,237.0,18.0,103
21,Scott Dixon,566.0,1.0,103
22,Scott McLaughlin,288.0,13.0,103
23,Sebastien Bourdais,283.0,14.0,103
24,Simon Pagenaud,472.0,4.0,103
25,Takuma Sato,361.0,10.0,103
26,Tony Kanaan,93.0,27.0,103
27,Will Power,329.0,12.0,103
0,Alex Palou,480.0,4.0,104
1,Alexander Rossi,335.0,10.0,104
2,Colton Herta,403.0,7.0,104
3,Conor Daly,186.0,22.0,104
4,Dalton Kellett,135.0,24.0,104
5,Ed Carpenter,127.0,26.0,104
6,Ed Jones,191.0,21.0,104
7,Felix Rosenqvist,220.0,20.0,104
8,Graham Rahal,442.0,5.0,104
9,Helio Castroneves,228.0,18.0,104
10,Jack Harvey,257.0,16.0,104
11,James Hinchcliffe,227.0,19.0,104
12,Jimmie Johnson,133.0,25.0,104
13,Josef Newgarden,513.0,2.0,104
14,Marcus Ericsson,391.0,8.0,104
15,Max Chilton,138.0,23.0,104
16,Patricio O'Ward,505.0,3.0,104
17,Pietro Fittipaldi,43.0,28.0,104
18,Rinus VeeKay,328.0,11.0,104
19,Romain Grosjean,264.0,15.0,104
20,Ryan Hunter-Reay,279.0,14.0,104
21,Scott Dixon,534.0,1.0,104
22,Scott McLaughlin,282.0,13.0,104
23,Sebastien Bourdais,255.0,17.0,104
24,Simon Pagenaud,418.0,6.0,104
25,Takuma Sato,318.0,12.0,104
26,Tony Kanaan,93.0,27.0,104
27,Will Power,378.0,9.0,104
0,Alex Palou,507.0,3.0,105
1,Alexander Rossi,343.0,10.0,105
2,Colton Herta,387.0,8.0,105
3,Conor Daly,200.0,20.0,105
4,Dalton Kellett,138.0,23.0,105
5,Ed Carpenter,125.0,24.0,105
6,Ed Jones,194.0,21.0,105
7,Felix Rosenqvist,183.0,22.0,105
8,Graham Rahal,401.0,7.0,105
9,Helio Castroneves,217.0,18.0,105
10,Jack Harvey,272.0,15.0,105
11,James Hinchcliffe,285.0,14.0,105
12,Jimmie Johnson,93.0,27.0,105
13,Josef Newgarden,538.0,1.0,105
14,Marcus Ericsson,448.0,6.0,105
15,Max Chilton,117.0,25.0,105
16,Patricio O'Ward,517.0,2.0,105
17,Pietro Fittipaldi,43.0,28.0,105
18,Rinus VeeKay,365.0,9.0,105
19,Romain Grosjean,210.0,19.0,105
20,Ryan Hunter-Reay,244.0,17.0,105
21,Scott Dixon,494.0,5.0,105
22,Scott McLaughlin,314.0,11.0,105
23,Sebastien Bourdais,258.0,16.0,105
24,Simon Pagenaud,498.0,4.0,105
25,Takuma Sato,308.0,12.0,105
26,Tony Kanaan,99.0,26.0,105
27,Will Power,305.0,13.0,105
0,Alex Palou,500.0,3.0,106
1,Alexander Rossi,302.0,13.0,106
2,Colton Herta,350.0,10.0,106
3,Conor Daly,220.0,19.0,106
4,Dalton Kellett,139.0,24.0,106
5,Ed Carpenter,106.0,26.0,106
6,Ed Jones,191.0,21.0,106
7,Felix Rosenqvist,142.0,23.0,106
8,Graham Rahal,400.0,7.0,106
9,Helio Castroneves,256.0,17.0,106
10,Jack Harvey,274.0,16.0,106
11,James Hinchcliffe,206.0,20.0,106
12,Jimmie Johnson,112.0,25.0,106
13,Josef Newgarden,526.0,1.0,106
14,Marcus Ericsson,426.0,6.0,106
15,Max Chilton,164.0,22.0,106
16,Patricio O'Ward,479.0,4.0,106
17,Pietro Fittipaldi,66.0,28.0,106
18,Rinus VeeKay,388.0,9.0,106
19,Romain Grosjean,221.0,18.0,106
20,Ryan Hunter-Reay,282.0,15.0,106
21,Scott Dixon,509.0,2.0,106
22,Scott McLaughlin,289.0,14.0,106
23,Sebastien Bourdais,317.0,12.0,106
24,Simon Pagenaud,427.0,5.0,106
25,Takuma Sato,391.0,8.0,106
26,Tony Kanaan,96.0,27.0,106
27,Will Power,324.0,11.0,106
0,Alex Palou,514.0,2.0,107
1,Alexander Rossi,327.0,11.0,107
2,Colton Herta,380.0,9.0,107
3,Conor Daly,204.0,20.0,107
4,Dalton Kellett,199.0,21.0,107
5,Ed Carpenter,118.0,26.0,107
6,Ed Jones,244.0,15.0,107
7,Felix Rosenqvist,168.0,23.0,107
8,Graham Rahal,400.0,7.0,107
9,Helio Castroneves,185.0,22.0,107
10,Jack Harvey,239.0,16.0,107
11,James Hinchcliffe,217.0,19.0,107
12,Jimmie Johnson,133.0,25.0,107
13,Josef Newgarden,514.0,3.0,107
14,Marcus Ericsson,409.0,6.0,107
15,Max Chilton,152.0,24.0,107
16,Patricio O'Ward,490.0,4.0,107
17,Pietro Fittipaldi,40.0,28.0,107
18,Rinus VeeKay,388.0,8.0,107
19,Romain Grosjean,237.0,17.0,107
20,Ryan Hunter-Reay,227.0,18.0,107
21,Scott Dixon,552.0,1.0,107
22,Scott McLaughlin,273.0,13.0,107
23,Sebastien Bourdais,267.0,14.0,107
24,Simon Pagenaud,472.0,5.0,107
25,Takuma Sato,363.0,10.0,107
26,Tony Kanaan,88.0,27.0,107
27,Will Power,303.0,12.0,107
0,Alex Palou,489.0,4.0,108
1,Alexander Rossi,321.0,12.0,108
2,Colton Herta,365.0,8.0,108
3,Conor Daly,259.0,14.0,108
4,Dalton Kellett,148.0,23.0,108
5,Ed Carpenter,129.0,24.0,108
6,Ed Jones,256.0,15.0,108
7,Felix Rosenqvist,170.0,22.0,108
8,Graham Rahal,408.0,7.0,108
9,Helio Castroneves,241.0,17.0,108
10,Jack Harvey,254.0,16.0,108
11,James Hinchcliffe,226.0,20.0,108
12,Jimmie Johnson,121.0,25.0,108
13,Josef Newgarden,536.0,1.0,108
14,Marcus Ericsson,444.0,5.0,108
15,Max Chilton,118.0,26.0,108
16,Patricio O'Ward,499.0,3.0,108
17,Pietro Fittipaldi,44.0,28.0,108
18,Rinus VeeKay,346.0,11.0,108
19,Romain Grosjean,229.0,19.0,108
20,Ryan Hunter-Reay,236.0,18.0,108
21,Scott Dixon,535.0,2.0,108
22,Scott McLaughlin,267.0,13.0,108
23,Sebastien Bourdais,207.0,21.0,108
24,Simon Pagenaud,439.0,6.0,108
25,Takuma Sato,361.0,9.0,108
26,Tony Kanaan,96.0,27.0,108
27,Will Power,359.0,10.0,108
0,Alex Palou,507.0,2.0,109
1,Alexander Rossi,374.0,9.0,109
2,Colton Herta,390.0,8.0,109
3,Conor Daly,285.0,13.0,109
4,Dalton Kellett,173.0,23.0,109
5,Ed Carpenter,127.0,25.0,109
6,Ed Jones,190.0,20.0,109
7,Felix Rosenqvist,179.0,21.0,109
8,Graham Rahal,394.0,7.0,109
9,Helio Castroneves,177.0,22.0,109
10,Jack Harvey,245.0,18.0,109
11,James Hinchcliffe,233.0,19.0,109
12,Jimmie Johnson,119.0,26.0,109
13,Josef Newgarden,465.0,4.0,109
14,Marcus Ericsson,407.0,6.0,109
15,Max Chilton,137.0,24.0,109
16,Patricio O'Ward,506.0,3.0,109
17,Pietro Fittipaldi,54.0,28.0,109
18,Rinus VeeKay,370.0,10.0,109
19,Romain Grosjean,257.0,16.0,109
20,Ryan Hunter-Reay,254.0,17.0,109
21,Scott Dixon,542.0,1.0,109
22,Scott McLaughlin,269.0,14.0,109
23,Sebastien Bourdais,268.0,15.0,109
24,Simon Pagenaud,464.0,5.0,109
25,Takuma Sato,296.0,12.0,109
26,Tony Kanaan,89.0,27.0,109
27,Will Power,332.0,11.0,109
0,Alex Palou,481.0,4.0,110
1,Alexander Rossi,362.0,9.0,110
2,Colton Herta,433.0,6.0,110
3,Conor Daly,205.0,20.0,110
4,Dalton Kellett,134.0,24.0,110
5,Ed Carpenter,125.0,25.0,110
6,Ed Jones,198.0,21.0,110
7,Felix Rosenqvist,171.0,22.0,110
8,Graham Rahal,392.0,7.0,110
9,Helio Castroneves,209.0,18.0,110
10,Jack Harvey,250.0,16.0,110
11,James Hinchcliffe,238.0,17.0,110
12,Jimmie Johnson,108.0,26.0,110
13,Josef Newgarden,557.0,1.0,110
14,Marcus Ericsson,377.0,8.0,110
15,Max Chilton,152.0,23.0,110
16,Patricio O'Ward,502.0,2.0,110
17,Pietro Fittipaldi,40.0,28.0,110
18,Rinus VeeKay,362.0,10.0,110
19,Romain Grosjean,207.0,19.0,110
20,Ryan Hunter-Reay,289.0,14.0,110
21,Scott Dixon,488.0,3.0,110
22,Scott McLaughlin,311.0,13.0,110
23,Sebastien Bourdais,277.0,15.0,110
24,Simon Pagenaud,451.0,5.0,110
25,Takuma Sato,336.0,12.0,110
26,Tony Kanaan,97.0,27.0,110
27,Will Power,351.0,11.0,110
0,Alex Palou,496.0,4.0,111
1,Alexander Rossi,385.0,9.0,111
2,Colton Herta,392.0,8.0,111
3,Conor Daly,199.0,21.0,111
4,Dalton Kellett,176.0,22.0,111
5,Ed Carpenter,123.0,24.0,111
6,Ed Jones,221.0,18.0,111
7,Felix Rosenqvist,166.0,23.0,111
8,Graham Rahal,464.0,5.0,111
9,Helio Castroneves,215.0,19.0,111
10,Jack Harvey,227.0,17.0,111
11,James Hinchcliffe,201.0,20.0,111
12,Jimmie Johnson,99.0,26.0,111
13,Josef Newgarden,499.0,3.0,111
14,Marcus Ericsson,409.0,7.0,111
15,Max Chilton,117.0,25.0,111
16,Patricio O'Ward,512.0,2.0,111
17,Pietro Fittipaldi,46.0,28.0,111
18,Rinus VeeKay,358.0,11.0,111
19,Romain Grosjean,242.0,15.0,111
20,Ryan Hunter-Reay,242.0,16.0,111
21,Scott Dixon,530.0,1.0,111
22,Scott McLaughlin,317.0,12.0,111
23,Sebastien Bourdais,274.0,14.0,111
24,Simon Pagenaud,422.0,6.0,111
25,Takuma Sato,366.0,10.0,111
26,Tony Kanaan,90.0,27.0,111
27,Will Power,315.0,13.0,111
0,Alex Palou,508.0,3.0,112
1,Alexander Rossi,304.0,12.0,112
2,Colton Herta,417.0,7.0,112
3,Conor Daly,204.0,20.0,112
4,Dalton Kellett,131.0,24.0,112
5,Ed Carpenter,108.0,25.0,112
6,Ed Jones,216.0,18.0,112
7,Felix Rosenqvist,166.0,23.0,112
8,Graham Rahal,427.0,6.0,112
9,Helio Castroneves,251.0,16.0,112
10,Jack Harvey,241.0,17.0,112
11,James Hinchcliffe,213.0,19.0,112
12,Jimmie Johnson,91.0,27.0,112
13,Josef Newgarden,499.0,5.0,112
14,Marcus Ericsson,401.0,8.0,112
15,Max Chilton,178.0,22.0,112
16,Patricio O'Ward,512.0,2.0,112
17,Pietro Fittipaldi,46.0,28.0,112
18,Rinus VeeKay,387.0,9.0,112
19,Romain Grosjean,201.0,21.0,112
20,Ryan Hunter-Reay,269.0,14.0,112
21,Scott Dixon,531.0,1.0,112
22,Scott McLaughlin,273.0,13.0,112
23,Sebastien Bourdais,256.0,15.0,112
24,Simon Pagenaud,503.0,4.0,112
25,Takuma Sato,333.0,11.0,112
26,Tony Kanaan,97.0,26.0,112
27,Will Power,340.0,10.0,112
0,Alex Palou,479.0,5.0,113
1,Alexander Rossi,336.0,11.0,113
2,Colton Herta,409.0,8.0,113
3,Conor Daly,217.0,18.0,113
4,Dalton Kellett,144.0,23.0,113
5,Ed Carpenter,119.0,26.0,113
6,Ed Jones,181.0,21.0,113
7,Felix Rosenqvist,162.0,22.0,113
8,Graham Rahal,412.0,7.0,113
9,Helio Castroneves,205.0,20.0,113
10,Jack Harvey,247.0,15.0,113
11,James Hinchcliffe,240.0,17.0,113
12,Jimmie Johnson,106.0,27.0,113
13,Josef Newgarden,534.0,1.0,113
14,Marcus Ericsson,428.0,6.0,113
15,Max Chilton,132.0,24.0,113
16,Patricio O'Ward,490.0,3.0,113
17,Pietro Fittipaldi,49.0,28.0,113
18,Rinus VeeKay,399.0,9.0,113
19,Romain Grosjean,208.0,19.0,113
20,Ryan Hunter-Reay,242.0,16.0,113
21,Scott Dixon,510.0,2.0,113
22,Scott McLaughlin,308.0,12.0,113
23,Sebastien Bourdais,284.0,14.0,113
24,Simon Pagenaud,482.0,4.0,113
25,Takuma Sato,364.0,10.0,113
26,Tony Kanaan,129.0,25.0,113
27,Will Power,287.0,13.0,113
0,Alex Palou,560.0,2.0,114
1,Alexander Rossi,333.0,11.0,114
2,Colton Herta,405.0,7.0,114
3,Conor Daly,214.0,19.0,114
4,Dalton Kellett,143.0,23.0,114
5,Ed Carpenter,117.0,26.0,114
6,Ed Jones,187.0,21.0,114
7,Felix Rosenqvist,146.0,22.0,114
8,Graham Rahal,388.0,8.0,114
9,Helio Castroneves,229.0,18.0,114
10,Jack Harvey,247.0,15.0,114
11,James Hinchcliffe,207.0,20.0,114
12,Jimmie Johnson,120.0,24.0,114
13,Josef Newgarden,529.0,3.0,114
14,Marcus Ericsson,349.0,10.0,114
15,Max Chilton,118.0,25.0,114
16,Patricio O'Ward,500.0,4.0,114
17,Pietro Fittipaldi,40.0,28.0,114
18,Rinus VeeKay,355.0,9.0,114
19,Romain Grosjean,244.0,17.0,114
20,Ryan Hunter-Reay,246.0,16.0,114
21,Scott Dixon,564.0,1.0,114
22,Scott McLaughlin,298.0,13.0,114
23,Sebastien Bourdais,298.0,14.0,114
24,Simon Pagenaud,447.0,5.0,114
25,Takuma Sato,412.0,6.0,114
26,Tony Kanaan,91.0,27.0,114
27,Will Power,316.0,12.0,114
0,Alex Palou,510.0,2.0,115
1,Alexander Rossi,304.0,11.0,115
2,Colton Herta,374.0,9.0,115
3,Conor Daly,251.0,16.0,115
4,Dalton Kellett,139.0,23.0,115
5,Ed Carpenter,129.0,24.0,115
6,Ed Jones,251.0,17.0,115
7,Felix Rosenqvist,227.0,21.0,115
8,Graham Rahal,392.0,7.0,115
9,Helio Castroneves,212.0,22.0,115
10,Jack Harvey,248.0,18.0,115
11,James Hinchcliffe,292.0,13.0,115
12,Jimmie Johnson,99.0,27.0,115
13,Josef Newgarden,489.0,3.0,115
14,Marcus Ericsson,414.0,6.0,115
15,Max Chilton,125.0,25.0,115
16,Patricio O'Ward,486.0,4.0,115
17,Pietro Fittipaldi,49.0,28.0,115
18,Rinus VeeKay,384.0,8.0,115
19,Romain Grosjean,260.0,15.0,115
20,Ryan Hunter-Reay,239.0,19.0,115
21,Scott Dixon,527.0,1.0,115
22,Scott McLaughlin,278.0,14.0,115
23,Sebastien Bourdais,238.0,20.0,115
24,Simon Pagenaud,436.0,5.0,115
25,Takuma Sato,293.0,12.0,115
26,Tony Kanaan,101.0,26.0,115
27,Will Power,356.0,10.0,115
0,Alex Palou,532.0,2.0,116
1,Alexander Rossi,319.0,11.0,116
2,Colton Herta,392.0,7.0,116
3,Conor Daly,268.0,14.0,116
4,Dalton Kellett,168.0,22.0,116
5,Ed Carpenter,106.0,27.0,116
6,Ed Jones,196.0,21.0,116
7,Felix Rosenqvist,155.0,23.0,116
8,Graham Rahal,376.0,8.0,116
9,Helio Castroneves,250.0,16.0,116
10,Jack Harvey,228.0,19.0,116
11,James Hinchcliffe,221.0,20.0,116
12,Jimmie Johnson,123.0,24.0,116
13,Josef Newgarden,498.0,4.0,116
14,Marcus Ericsson,428.0,6.0,116
15,Max Chilton,114.0,26.0,116
16,Patricio O'Ward,547.0,1.0,116
17,Pietro Fittipaldi,52.0,28.0,116
18,Rinus VeeKay,372.0,9.0,116
19,Romain Grosjean,251.0,15.0,116
20,Ryan Hunter-Reay,238.0,18.0,116
21,Scott Dixon,518.0,3.0,116
22,Scott McLaughlin,329.0,10.0,116
23,Sebastien Bourdais,240.0,17.0,116
24,Simon Pagenaud,465.0,5.0,116
25,Takuma Sato,315.0,12.0,116
26,Tony Kanaan,119.0,25.0,116
27,Will Power,283.0,13.0,116
0,Alex Palou,490.0,4.0,117
1,Alexander Rossi,379.0,9.0,117
2,Colton Herta,438.0,5.0,117
3,Conor Daly,221.0,19.0,117
4,Dalton Kellett,144.0,23.0,117
5,Ed Carpenter,131.0,24.0,117
6,Ed Jones,214.0,21.0,117
7,Felix Rosenqvist,221.0,20.0,117
8,Graham Rahal,426.0,7.0,117
9,Helio Castroneves,202.0,22.0,117
10,Jack Harvey,235.0,17.0,117
11,James Hinchcliffe,226.0,18.0,117
12,Jimmie Johnson,130.0,25.0,117
13,Josef Newgarden,502.0,2.0,117
14,Marcus Ericsson,434.0,6.0,117
15,Max Chilton,125.0,26.0,117
16,Patricio O'Ward,513.0,1.0,117
17,Pietro Fittipaldi,44.0,28.0,117
18,Rinus VeeKay,343.0,11.0,117
19,Romain Grosjean,255.0,14.0,117
20,Ryan Hunter-Reay,242.0,15.0,117
21,Scott Dixon,497.0,3.0,117
22,Scott McLaughlin,278.0,13.0,117
23,Sebastien Bourdais,240.0,16.0,117
24,Simon Pagenaud,413.0,8.0,117
25,Takuma Sato,347.0,10.0,117
26,Tony Kanaan,87.0,27.0,117
27,Will Power,326.0,12.0,117
0,Alex Palou,464.0,3.0,118
1,Alexander Rossi,343.0,12.0,118
2,Colton Herta,407.0,7.0,118
3,Conor Daly,247.0,17.0,118
4,Dalton Kellett,132.0,24.0,118
5,Ed Carpenter,129.0,25.0,118
6,Ed Jones,185.0,21.0,118
7,Felix Rosenqvist,147.0,22.0,118
8,Graham Rahal,407.0,8.0,118
9,Helio Castroneves,255.0,16.0,118
10,Jack Harvey,292.0,14.0,118
11,James Hinchcliffe,213.0,20.0,118
12,Jimmie Johnson,115.0,26.0,118
13,Josef Newgarden,517.0,2.0,118
14,Marcus Ericsson,442.0,5.0,118
15,Max Chilton,138.0,23.0,118
16,Patricio O'Ward,454.0,4.0,118
17,Pietro Fittipaldi,43.0,28.0,118
18,Rinus VeeKay,350.0,11.0,118
19,Romain Grosjean,230.0,18.0,118
20,Ryan Hunter-Reay,214.0,19.0,118
21,Scott Dixon,525.0,1.0,118
22,Scott McLaughlin,366.0,9.0,118
23,Sebastien Bourdais,275.0,15.0,118
24,Simon Pagenaud,413.0,6.0,118
25,Takuma Sato,362.0,10.0,118
26,Tony Kanaan,95.0,27.0,118
27,Will Power,343.0,13.0,118
0,Alex Palou,498.0,4.0,119
1,Alexander Rossi,361.0,11.0,119
2,Colton Herta,379.0,9.0,119
3,Conor Daly,208.0,18.0,119
4,Dalton Kellett,136.0,23.0,119
5,Ed Carpenter,107.0,26.0,119
6,Ed Jones,171.0,22.0,119
7,Felix Rosenqvist,217.0,17.0,119
8,Graham Rahal,455.0,5.0,119
9,Helio Castroneves,193.0,21.0,119
10,Jack Harvey,294.0,14.0,119
11,James Hinchcliffe,202.0,19.0,119
12,Jimmie Johnson,112.0,25.0,119
13,Josef Newgarden,528.0,1.0,119
14,Marcus Ericsson,430.0,6.0,119
15,Max Chilton,128.0,24.0,119
16,Patricio O'Ward,518.0,3.0,119
17,Pietro Fittipaldi,40.0,28.0,119
18,Rinus VeeKay,392.0,8.0,119
19,Romain Grosjean,241.0,16.0,119
20,Ryan Hunter-Reay,196.0,20.0,119
21,Scott Dixon,522.0,2.0,119
22,Scott McLaughlin,316.0,13.0,119
23,Sebastien Bourdais,257.0,15.0,119
24,Simon Pagenaud,417.0,7.0,119
25,Takuma Sato,374.0,10.0,119
26,Tony Kanaan,92.0,27.0,119
27,Will Power,319.0,12.0,119
0,Alex Palou,552.0,1.0,120
1,Alexander Rossi,304.0,13.0,120
2,Colton Herta,455.0,5.0,120
3,Conor Daly,261.0,15.0,120
4,Dalton Kellett,140.0,23.0,120
5,Ed Carpenter,113.0,25.0,120
6,Ed Jones,206.0,20.0,120
7,Felix Rosenqvist,151.0,22.0,120
8,Graham Rahal,440.0,6.0,120
9,Helio Castroneves,200.0,21.0,120
10,Jack Harvey,263.0,14.0,120
11,James Hinchcliffe,230.0,19.0,120
12,Jimmie Johnson,103.0,26.0,120
13,Josef Newgarden,485.0,4.0,120
14,Marcus Ericsson,422.0,8.0,120
15,Max Chilton,114.0,24.0,120
16,Patricio O'Ward,494.0,3.0,120
17,Pietro Fittipaldi,50.0,28.0,120
18,Rinus VeeKay,333.0,10.0,120
19,Romain Grosjean,245.0,17.0,120
20,Ryan Hunter-Reay,234.0,18.0,120
21,Scott Dixon,520.0,2.0,120
22,Scott McLaughlin,319.0,12.0,120
23,Sebastien Bourdais,248.0,16.0,120
24,Simon Pagenaud,430.0,7.0,120
25,Takuma Sato,327.0,11.0,120
26,Tony Kanaan,87.0,27.0,120
27,Will Power,377.0,9.0,120
0,Alex Palou,534.0,1.0,121
1,Alexander Rossi,305.0,12.0,121
2,Colton Herta,396.0,8.0,121
3,Conor Daly,254.0,15.0,121
4,Dalton Kellett,137.0,24.0,121
5,Ed Carpenter,107.0,26.0,121
6,Ed Jones,201.0,22.0,121
7,Felix Rosenqvist,202.0,21.0,121
8,Graham Rahal,417.0,7.0,121
9,Helio Castroneves,241.0,18.0,121
10,Jack Harvey,289.0,13.0,121
11,James Hinchcliffe,230.0,19.0,121
12,Jimmie Johnson,138.0,23.0,121
13,Josef Newgarden,498.0,4.0,121
14,Marcus Ericsson,503.0,3.0,121
15,Max Chilton,136.0,25.0,121
16,Patricio O'Ward,445.0,5.0,121
17,Pietro Fittipaldi,41.0,28.0,121
18,Rinus VeeKay,334.0,10.0,121
19,Romain Grosjean,246.0,17.0,121
20,Ryan Hunter-Reay,274.0,14.0,121
21,Scott Dixon,514.0,2.0,121
22,Scott McLaughlin,253.0,16.0,121
23,Sebastien Bourdais,218.0,20.0,121
24,Simon Pagenaud,430.0,6.0,121
25,Takuma Sato,344.0,9.0,121
26,Tony Kanaan,91.0,27.0,121
27,Will Power,325.0,11.0,121
0,Alex Palou,499.0,4.0,122
1,Alexander Rossi,365.0,10.0,122
2,Colton Herta,391.0,9.0,122
3,Conor Daly,184.0,22.0,122
4,Dalton Kellett,147.0,23.0,122
5,Ed Carpenter,125.0,24.0,122
6,Ed Jones,197.0,19.0,122
7,Felix Rosenqvist,204.0,18.0,122
8,Graham Rahal,426.0,6.0,122
9,Helio Castroneves,192.0,20.0,122
10,Jack Harvey,277.0,14.0,122
11,James Hinchcliffe,187.0,21.0,122
12,Jimmie Johnson,116.0,25.0,122
13,Josef Newgarden,510.0,3.0,122
14,Marcus Ericsson,407.0,7.0,122
15,Max Chilton,104.0,26.0,122
16,Patricio O'Ward,482.0,5.0,122
17,Pietro Fittipaldi,46.0,28.0,122
18,Rinus VeeKay,337.0,11.0,122
19,Romain Grosjean,212.0,17.0,122
20,Ryan Hunter-Reay,276.0,15.0,122
21,Scott Dixon,531.0,1.0,122
22,Scott McLaughlin,275.0,16.0,122
23,Sebastien Bourdais,288.0,13.0,122
24,Simon Pagenaud,515.0,2.0,122
25,Takuma Sato,395.0,8.0,122
26,Tony Kanaan,94.0,27.0,122
27,Will Power,321.0,12.0,122
0,Alex Palou,521.0,3.0,123
1,Alexander Rossi,308.0,13.0,123
2,Colton Herta,347.0,9.0,123
3,Conor Daly,209.0,18.0,123
4,Dalton Kellett,152.0,24.0,123
5,Ed Carpenter,107.0,26.0,123
6,Ed Jones,197.0,21.0,123
