name,number
Newgarden,2
Dixon,9
Castroneves,06
Rosenqvist,7
Grosjean,51
Pagenaud,22
Hinchcliffe,29
Palou,10
Jones,18
Herta,26
Sato,30
Reay,28
McLaughlin,3
Ericsson,8
Rossi,27
Ilott,77
Power,12
Rahal,15
Kimball,11
Daly,20
VeeKay,21
Harvey,60
Chilton,59
Kellett,4
Johnson,48
Askew,45
O'Ward,5
Bourdais,14
