name,number
Dixon,9
Sato,30
Andretti,98
Reay,28
VeeKay,21
Hinchcliffe,29
Rossi,27
Pigot,45
Rahal,15
Ericsson,8
Palou,55
Herta,88
O'Ward,5
Newgarden,1
Rosenqvist,10
Daly,47
Harvey,60
Veach,26
Ferrucci,18
Kanaan,14
Pagenaud,22
Power,12
Askew,7
Alonso,66
Davison,51
Kellett,41
Castroneves,3
Kimball,4
Karam,24
Chilton,59
Hildebrand,67
Hanley,81
Carpenter,20
