resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,BestSpeed,LastSpeed,AverageSpeed,NTRank,NTLap,NTBestTime,NTBestSpeed,Passes,Passed,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3_SPD,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5_SPD,Best_S6A,Best_S6,Best_S6B,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3_SPD,S4A,S4,S4B,S5A,S5,I2,S5B,T5_SPD,S6A,S6,S6B,S7,L6,I3,S8,P1,L2,EntrantID,TeamID,DriverID,T5,T3,time_stamp,Best_T5,Best_T3
5,0,0,15,1 LAPS,1.8971,15,6,1:01.8721,78,1:02.0226,92,1:43:43.3426,Active,TRUE,3,68,24,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,15,15,"",15,4,0,P,104.732,104.478,95.794,0,0,-0.0001,,8,14,2.8402,28.5376,58.527,20.004,6.089,3.7095,1000.33,57.9227,6.4631,158.348,4.5748,12.9321,8.3518,3.7361,10.4156,20.3246,6.6115,158.194,4.8574,9.8741,4.9925,8.6002,9.498,12.7392,4.0513,13.6716,33.6756,2.9686,28.7574,,,6.1535,,,,6.5066,157.071,4.6463,13.1287,8.4824,3.7892,10.4717,20.4014,6.6825,157.282,4.9169,9.9297,5.0128,,,,,,,25,148,658,,,2022-02-27T19:15:09.825895Z,,
8,0,0,16,1 LAPS,2.5989,16,9,1:01.8650,22,1:01.9054,92,1:43:45.9415,Active,TRUE,3,67,25,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,14,14,"",16,37,0,P,104.744,104.676,95.754,0,0,-0.0001,,10,12,2.8793,28.3711,59.0551,18.9623,6.0257,3.8579,871.723,57.8695,6.5078,158.042,4.5479,12.943,8.338,3.7212,10.4349,20.4611,6.6957,156.022,4.9791,10.0067,4.9541,8.4736,9.4568,12.6269,4.0915,13.429,32.3913,2.9633,28.6939,,,6.1634,,,,6.5326,156.53,4.5855,13.0346,8.4491,3.7768,10.517,,6.7402,156.022,5.0494,,,,,,,,,1,12,606,,,2022-02-27T19:15:09.825895Z,,
20,0,0,17,1 LAPS,2.9152,17,21,1:01.8870,84,1:02.1442,92,1:43:48.8567,Active,TRUE,3,69,23,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,13,13,"",17,16,0,P,104.707,104.274,95.709,0,0,-0.0001,,15,3,2.8693,28.5193,58.8024,10.6823,6.1479,3.9667,798.511,58.077,6.4569,158.011,4.5978,12.9565,8.3196,3.7158,10.3603,20.3235,6.6283,157.433,4.8798,9.8984,4.9734,8.5339,9.5507,12.6834,4.0475,22.1169,32.815,2.9118,28.5193,,,6.1574,,,,6.4569,157.798,4.5978,12.9932,8.3954,3.759,10.4264,,6.6674,157.433,,,,,,,,,,6,24,963,,,2022-02-27T19:15:09.825895Z,,
11,0,0,18,1 LAPS,10.3696,18,12,1:01.9930,15,1:03.2090,92,1:43:59.2263,Active,TRUE,3,65,27,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,12,12,"",18,37,0,P,104.528,102.517,95.55,0,0,-0.0001,,33,35,2.8746,28.6084,59.0745,10.7771,6.0891,3.8759,930.807,57.4583,6.4995,158.072,4.5881,12.9956,8.2947,3.7434,10.4857,20.5064,6.6288,157.343,4.9309,9.9763,4.9457,8.5228,9.4382,12.7113,4.0928,23.1593,33.9364,3.0976,29.0432,,,6.1901,,,,6.5929,144.785,4.7875,13.1626,8.3751,3.8139,,,,,,,,,,,,,,12,2,954,,,2022-02-27T19:15:09.825895Z,,
18,0,0,19,1 LAPS,0.5337,19,19,1:02.0813,44,1:02.7708,92,1:43:59.7600,Active,TRUE,3,69,23,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,11,11,"",19,46,0,P,104.379,103.233,95.542,0,0,-0.0001,,7,7,2.8486,28.6714,59.3401,10.6993,6.1136,3.8549,750.76,58.2193,6.5215,156.8,4.6377,13.0315,8.3623,3.7473,10.493,20.5085,6.6525,155.4,4.9293,9.9532,4.9898,8.5351,9.6946,12.7286,4.1037,23.5445,34.257,2.9954,29.3271,,,6.3554,,,,6.5925,153.62,4.8156,13.3838,8.5682,,,,,,,,,,,,,,,26,146,2072,,,2022-02-27T19:15:09.825895Z,,
19,0,0,20,1 LAPS,0.8515,20,20,1:00.9868,53,1:02.9121,92,1:44:00.6115,Active,TRUE,3,69,23,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,10,10,"",20,16,0,P,106.253,103.001,95.529,0,0,-0.0001,,10,4,2.8323,28.015,59.4517,10.6471,5.9474,3.9083,1177.1,57.3927,6.5355,156.83,4.4452,12.6052,8.16,3.6375,10.292,20.2388,6.6545,156.291,4.8288,9.868,5.0022,8.4132,9.7933,12.5765,4.0672,23.6033,34.2504,2.9256,29.1133,,,6.3104,,,,6.6093,156.74,4.6944,13.268,8.5736,,,,,,,,,,,,,,,15,139,580,,,2022-02-27T19:15:09.825895Z,,
12,0,0,21,1 LAPS,0.5374,21,13,1:01.9304,42,1:02.9282,92,1:44:01.1489,Active,TRUE,2,65,27,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,10,10,"",21,41,0,P,104.634,102.975,95.521,3,41,1:02.1366,104.286,6,16,2.8727,28.6299,60.2314,23.1202,6.0714,3.9196,1749.57,58.1116,6.5065,158.747,4.6158,13.003,8.3428,3.7279,10.404,20.4039,6.5944,157.828,4.9329,9.9468,4.9617,8.5395,9.9761,12.7489,4.064,13.4621,36.5823,2.9326,29.2427,,,6.3195,,,,6.6315,155.666,4.8,13.3591,8.5591,,,,,,,,,,,,,,,18,3,522,,,2022-02-27T19:15:09.825895Z,,
17,0,0,22,1 LAPS,1.9412,22,18,1:01.9049,72,1:02.6246,92,1:44:03.0901,Active,TRUE,3,69,23,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,8,8,"",22,21,0,P,104.677,103.474,95.491,0,0,-0.0001,,8,3,2.8153,28.6551,59.8697,10.5685,6.1355,3.868,864.595,58.3086,6.5142,158.901,4.5806,12.9894,8.3697,3.7508,10.3973,20.3996,6.515,160.838,4.9118,9.9013,4.9557,8.5204,10.0326,12.6942,4.0411,24.501,35.0695,2.8978,28.958,,,6.2906,,,,6.5263,156.95,4.6611,13.2433,8.5822,,,,,,,,,,,,,,,20,3,2020,,,2022-02-27T19:15:09.825895Z,,
25,0,1,23,1 LAPS,14.3746,23,26,1:02.3431,89,1:02.6763,92,1:44:17.4647,Active,TRUE,2,64,28,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,7,7,"",23,45,0,P,103.941,103.388,95.272,0,0,-0.0001,,11,18,2.8474,28.8124,62.0758,10.5891,6.1931,4.0508,2059.1,60.9233,6.5225,157.981,4.485,13.0734,8.4746,3.8175,10.4478,20.4712,6.5897,157.676,4.8903,9.9302,4.977,8.6213,10.2513,12.7929,4.0477,24.0889,34.678,2.9088,,,,6.4089,,,,,,,,,,,,,,,,,,,,,,,23,25,2031,,,2022-02-27T19:15:09.825895Z,,
24,0,0,24,3 LAPS,2 LAPS,24,25,1:03.2262,46,1:04.0370,90,1:43:57.7341,Active,TRUE,4,85,5,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,6,6,"",24,131,0,P,102.489,101.191,93.495,6,62,1:05.0695,99.586,10,40,2.8826,29.1102,63.0933,10.592,6.2701,4.4965,448.912,61.6481,6.6278,155.548,4.6552,13.1963,8.4898,3.7965,10.5885,20.8665,6.7221,156.74,5.0588,10.2151,5.1044,8.6794,10.7185,12.9191,4.167,21.4343,32.0263,2.9866,29.2915,,,6.3267,,,,6.7704,153.534,4.6974,13.2078,8.5104,3.7965,,,,,,,,,,,,,,10,1,596,,,2022-02-27T19:15:09.825895Z,,
13,0,7,25,31 LAPS,28 LAPS,25,14,1:02.1114,47,5:14.7960,62,1:27:32.7662,Mechanical,FALSE,4,62,0,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,5,5,Mechanical,25,47,0,P,104.329,20.585,76.485,0,0,-0.0001,,2,15,2.796,28.6629,59.7352,10.5881,6.1628,3.9926,502.872,59.0504,6.5268,158.194,4.64,12.9834,8.3434,3.7677,10.4807,20.523,6.5624,158.194,4.9253,9.9903,5.012,8.5978,9.785,12.8112,4.0902,24.2543,34.8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,719,,,2022-02-27T19:15:09.825895Z,,
23,0,3,26,70 LAPS,39 LAPS,26,24,1:02.5290,23,1:02.5290,23,25:12.1770,Contact,TRUE,1,21,2,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,5,5,Contact,26,144,0,P,103.632,103.632,98.56,0,0,-0.0001,,9,14,2.8668,29.0527,64.849,10.6199,6.2044,3.898,1638.17,57.9775,6.5909,157.707,4.6721,13.1685,8.4413,3.7874,10.5107,20.5874,6.6928,156.44,5.006,10.0767,4.9951,8.6747,10.7214,12.8889,4.1334,27.0674,37.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,129,1014,,,2022-02-27T19:15:09.825895Z,,
0,0,1,1,0.0000,0.0000,1,1,1:01.4783,63,1:02.1556,93,1:44:10.6455,Active,TRUE,2,64,29,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,54,54,"",1,96,0,P,105.403,104.254,96.412,2,65,1:01.4783,105.403,11,1,2.8585,28.4458,58.4278,20.1908,6.0518,3.7655,2085.52,57.861,6.4788,157.981,4.5838,12.9155,8.2823,3.7309,10.4322,20.3716,6.5718,157.373,4.9434,9.9091,4.9642,8.4803,9.4545,12.5777,4.0657,13.4563,33.6835,3.0604,28.6869,,,6.0937,,,,6.5359,153.017,4.6618,12.9969,8.3351,3.7767,10.4882,20.4732,6.7115,149.194,4.972,9.985,5.013,8.5729,,,,,,2,12,2022,,,2022-02-27T19:15:46.049479Z,,
9,0,1,2,0.9778,0.9778,2,10,1:01.8630,63,1:02.2495,93,1:44:11.6233,Active,TRUE,2,65,28,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,41,41,"",2,83,0,P,104.748,104.097,96.397,0,0,-0.0001,,7,10,2.82,28.4123,58.0403,19.9245,6.095,3.966,2076.8,58.7371,6.4915,158.901,4.5523,12.9612,8.3537,3.7478,10.2858,20.121,6.5101,159.117,4.9712,9.8352,4.8541,8.5111,9.507,12.6383,4.0821,13.4479,33.394,2.9432,28.7306,,,6.1857,,,,6.5217,156.47,4.634,13.08,8.446,3.8696,10.5614,20.5896,6.6918,149.795,5.0742,10.0282,4.954,,,,,,,9,25,2018,,,2022-02-27T19:15:46.049479Z,,
1,0,1,3,4.3114,3.3336,3,2,1:01.5371,64,1:01.8417,93,1:44:14.9569,Active,TRUE,2,66,27,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,36,36,"",3,37,0,P,105.302,104.784,96.346,0,0,-0.0001,,14,4,2.7935,28.4418,59.3061,19.9598,6.0406,3.9123,2084.92,58.2712,6.4583,157.646,4.547,12.9233,8.2906,3.7244,10.3496,20.3124,6.4809,162.145,4.9012,9.911,4.9437,8.4281,9.5511,12.5802,4.0582,13.4927,33.4525,2.9693,28.6101,,,6.1138,,,,6.5071,156.56,4.6216,13.0199,8.3983,3.764,10.4798,20.509,6.7158,152.532,5.0301,10.0292,4.9991,,,,,,,11,12,461,,,2022-02-27T19:15:46.049479Z,,
3,0,1,4,13.6672,9.3558,4,4,1:01.9747,3,1:02.5702,93,1:44:24.3127,Active,TRUE,2,62,31,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,33,33,"",4,94,0,P,104.559,103.564,96.202,4,51,1:02.1958,104.187,12,11,2.8509,28.6211,59.2605,21.5031,6.0539,3.9653,1575.18,58.0563,6.5239,155.755,4.6045,13.0498,8.3736,3.7408,10.4562,20.4415,6.5906,155.844,4.8978,9.9183,4.9653,8.5114,9.9711,12.7431,4.1167,13.5062,35.0093,3.0694,28.961,,,6.0968,,,,6.537,146,4.7774,13.2578,8.4804,3.7619,10.586,,6.8241,138.934,,,,,,,,,,16,139,1010,,,2022-02-27T19:15:46.049479Z,,
2,0,1,5,14.5264,0.8592,5,3,1:01.8434,5,1:02.8617,93,1:44:25.1719,Active,TRUE,2,63,30,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,30,30,"",5,90,0,P,104.781,103.083,96.189,0,0,-0.0001,,12,3,2.8753,28.6769,59.1077,21.639,6.0814,3.8161,2084.5,58.1036,6.4745,157.95,4.5892,13.0387,8.414,3.7112,10.3966,20.3528,6.5122,159.396,4.8382,9.8675,4.9756,8.5314,9.6712,12.7595,4.088,13.4385,35.0996,2.9904,28.984,,,6.1599,,,,6.4832,153.304,4.7685,13.3505,8.582,3.8003,10.5092,,6.7089,149.823,,,,,,,,,,17,3,879,,,2022-02-27T19:15:46.049479Z,,
10,0,1,6,14.7473,0.2209,6,11,1:01.9161,14,1:02.6869,93,1:44:25.3928,Active,TRUE,2,65,28,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,28,28,"",6,42,0,P,104.658,103.371,96.186,0,0,-0.0001,,6,13,2.8287,28.6522,58.5956,20.3856,6.1252,3.9035,2075.82,57.8544,6.5264,159.086,4.5432,12.9444,8.3708,3.7634,10.4148,20.4208,6.5617,159.708,4.9585,9.9743,4.9323,8.4795,9.4189,12.6777,4.0243,13.3912,33.7768,2.9863,29.2688,,,6.3711,,,,6.5729,157.252,4.7308,13.3385,8.6077,3.8695,10.4979,,6.6284,155.253,,,,,,,,,,13,21,400,,,2022-02-27T19:15:46.049479Z,,
4,0,1,7,15.3573,0.6100,7,5,1:02.1459,78,1:02.5126,93,1:44:26.0028,Active,TRUE,2,65,28,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,26,26,"",7,50,0,P,104.271,103.659,96.176,0,0,-0.0001,,11,3,2.8449,28.6217,59.2943,10.5514,6.1535,3.9294,2082.99,58.3459,6.4986,158.47,4.5551,12.9865,8.3632,3.757,10.4336,20.4703,6.5827,161.377,4.9385,9.9815,4.9568,8.5326,9.7682,12.7448,4.0369,24.1373,34.6887,2.9473,29.2222,,,6.3108,,,,6.629,155.755,4.6959,13.3351,8.6392,3.8822,10.567,,6.6848,157.222,,,,,,,,,,19,3,2047,,,2022-02-27T19:15:46.049479Z,,
6,0,1,8,16.0249,0.6676,8,7,1:01.3536,47,1:02.4668,93,1:44:26.6704,Active,TRUE,3,79,14,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,25,25,"",8,49,0,P,105.617,103.735,96.166,1,49,1:01.3536,105.617,8,11,2.8531,28.4027,58.3724,19.9973,6.0813,3.7949,995.634,58.091,6.4854,159.459,4.5917,12.9292,8.3035,3.7351,10.3245,20.2465,6.5505,159.303,4.894,9.8433,4.9493,8.4772,9.4442,12.6615,4.0784,13.4852,33.4874,2.9085,29.0632,,,6.2655,,,,6.5363,158.655,4.7417,13.3529,8.6112,3.9125,10.5611,,6.6486,154.9,,,,,,,,,,8,25,326,,,2022-02-27T19:15:46.049479Z,,
14,0,1,9,16.7643,0.7394,9,15,1:02.0271,76,1:02.6223,93,1:44:27.4098,Active,TRUE,2,65,28,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,22,22,"",9,35,0,P,104.47,103.478,96.155,0,0,-0.0001,,5,6,2.8653,28.6844,59.6928,21.4888,6.152,3.9167,2070.74,59.2497,6.4931,158.348,4.539,12.9084,8.3416,3.7222,10.4212,20.4559,6.6168,157.433,4.9508,10.0065,4.9762,8.5063,9.8134,12.6068,4.0629,13.467,34.9558,2.928,28.9047,,,6.2093,,,,6.5658,156.98,4.6581,13.2016,8.5435,3.8768,10.5774,,6.7006,155.637,,,,,,,,,,21,21,2071,,,2022-02-27T19:15:46.049479Z,,
7,0,4,10,19.5015,2.7372,10,8,1:01.6393,71,1:03.2880,93,1:44:30.1470,Active,TRUE,2,66,27,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,20,20,"",11,34,0,P,105.128,102.389,96.113,0,0,-0.0001,,17,1,2.8729,28.5065,58.9922,20.5644,6.071,3.9672,2078.45,58.6344,6.4785,158.963,4.509,12.8941,8.3339,3.7632,10.319,20.2756,6.4721,158.839,4.9279,9.8964,4.885,8.4879,9.7675,12.6855,4.0635,13.3862,33.9506,2.8974,28.6485,,,6.1644,,,,6.5146,157.524,4.6276,13.0721,8.4445,3.8101,,,,,,,,,,,,,,7,25,1087,,,2022-02-27T19:15:46.049479Z,,
21,0,1,11,19.9967,0.4952,11,22,1:02.0023,78,1:04.3458,93,1:44:30.6422,Active,TRUE,2,65,28,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,19,19,"",10,118,0,P,104.512,100.706,96.105,0,0,-0.0001,,8,5,2.8895,28.6239,59.8733,10.8113,6.025,4.0141,2062.91,59.1828,6.5226,156.74,4.5798,12.9888,8.3109,3.7554,10.4788,20.4043,6.6946,155.312,4.8367,9.8657,5.0181,8.509,9.9839,12.7272,4.1414,24.3837,35.2655,3.0225,29.2411,,,6.3047,,,,6.6139,155.253,4.8074,13.3,8.4926,3.8861,,,,,,,,,,,,,,24,129,543,,,2022-02-27T19:15:46.049479Z,,
15,0,1,12,24.6322,4.6355,12,16,1:01.7408,46,1:02.1176,93,1:44:35.2777,Active,TRUE,3,73,20,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,18,18,"",12,70,0,P,104.955,104.318,96.034,0,0,-0.0001,,11,10,2.8621,28.5839,58.7359,19.4621,6.1031,3.8809,1049.09,58.1144,6.4576,157.707,4.6381,13.0113,8.3554,3.718,10.3187,20.2871,6.5817,159.148,4.9351,9.9154,4.9749,8.4732,9.6694,12.6876,4.112,13.4372,32.8993,2.9151,28.6631,,,6.1617,,,,6.4786,157.403,4.7152,13.1077,8.3925,3.7754,,,,,,,,,,,,,,4,24,852,,,2022-02-27T19:15:46.049479Z,,
22,0,1,13,30.7664,6.1342,13,23,1:02.1324,91,1:02.3101,93,1:44:41.4119,Active,TRUE,3,65,28,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,17,17,"",13,51,0,P,104.293,103.996,95.94,5,62,1:02.2671,104.068,10,3,2.8617,28.6644,59.4833,10.5714,6.1442,3.9149,736.522,58.3277,6.5096,156.89,4.5783,12.9431,8.3589,3.7479,10.429,20.4958,6.6288,156.53,4.9995,10.0219,5.0017,8.5663,9.5888,12.7597,4.0441,22.3159,32.8873,2.9665,,,,6.1777,,,,6.5582,155.726,4.6447,,,,,,,,,,,,,,,,,22,21,850,,,2022-02-27T19:15:46.049479Z,,
16,0,1,14,33.1681,2.4017,14,17,1:02.1156,92,1:02.3681,93,1:44:43.8136,Active,TRUE,3,66,27,Green,6,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,16,16,"",14,47,0,P,104.322,103.899,95.904,0,0,-0.0001,,6,5,2.8561,28.6813,58.4691,10.5188,6.1286,3.8847,803.267,58.5238,6.5029,159.957,4.6521,13.0838,8.3824,3.7434,10.2699,20.2586,6.4899,161.505,4.9735,9.9863,4.9482,8.5487,9.5292,12.7064,4.0813,23.4407,33.9675,2.9393,,,,6.2064,,,,6.5029,156.89,4.6868,,,,,,,,,,,,,,,,,5,148,254,,,2022-02-27T19:15:46.049479Z,,
5,0,1,15,34.8280,1.6599,15,6,1:01.8721,78,1:02.1309,93,1:44:45.4735,Active,TRUE,3,68,25,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,15,15,"",15,4,0,P,104.732,104.296,95.878,0,0,-0.0001,,8,14,2.8402,28.5376,58.527,20.004,6.089,3.7095,1000.33,57.9227,6.4631,158.348,4.5748,12.9321,8.3518,3.7361,10.4156,20.3246,6.6115,158.194,4.8574,9.8741,4.9925,8.6002,9.498,12.7392,4.0513,13.6716,33.6756,2.9421,,,,6.1711,,,,6.4988,157.282,4.6884,,,,,,,,,,,,,,,,,25,148,658,,,2022-02-27T19:15:46.049479Z,,
8,0,1,16,37.4921,2.6641,16,9,1:01.8650,22,1:02.1961,93,1:44:48.1376,Active,TRUE,3,67,26,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,14,14,"",16,37,0,P,104.744,104.187,95.838,0,0,-0.0001,,10,12,2.8793,28.3711,59.0551,18.9623,6.0257,3.8579,871.723,57.8695,6.5078,158.042,4.5479,12.943,8.338,3.7212,10.4349,20.4611,6.6957,156.022,4.9791,10.0067,4.9541,8.4736,9.4568,12.6269,4.0915,13.429,32.3913,2.9518,,,,6.0905,,,,6.5149,156.56,4.5872,,,,,,,,,,,,,,,,,1,12,606,,,2022-02-27T19:15:46.049479Z,,
20,0,1,17,39.9993,2.5072,17,21,1:01.7881,93,1:01.7881,93,1:44:50.6448,Active,TRUE,3,69,24,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,13,13,"",17,16,0,P,104.875,104.875,95.799,0,0,-0.0001,,15,3,2.8693,28.5193,58.8024,10.6823,6.1479,3.9667,798.511,58.077,6.4569,158.011,4.5978,12.9565,8.3196,3.7158,10.3603,20.3235,6.6283,157.433,4.8798,9.8984,4.9734,8.5339,9.5507,12.6834,4.0475,22.1169,32.815,2.9069,,,,6.2109,,,,6.4722,157.615,,,,,,,,,,,,,,,,,,6,24,963,,,2022-02-27T19:15:46.049479Z,,
11,0,1,18,51.3653,11.3660,18,12,1:01.9930,15,1:02.7845,93,1:45:02.0108,Active,TRUE,3,65,28,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,12,12,"",18,32,0,P,104.528,103.21,95.627,0,0,-0.0001,,33,35,2.8746,28.6084,59.0745,10.7771,6.0891,3.8759,930.807,57.4583,6.4995,158.072,4.5881,12.9956,8.2947,3.7434,10.4857,20.5064,6.6288,157.343,4.9309,9.9763,4.9457,8.5228,9.4382,12.7113,4.0928,23.1593,33.9364,3.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,954,,,2022-02-27T19:15:46.049479Z,,
18,0,1,19,52.1694,0.8041,19,19,1:02.0813,44,1:03.0549,93,1:45:02.8149,Active,TRUE,3,69,24,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,11,11,"",19,46,0,P,104.379,102.768,95.614,0,0,-0.0001,,7,7,2.8486,28.6714,59.3401,10.6993,6.1136,3.8549,750.76,58.2193,6.5215,156.8,4.6377,13.0315,8.3623,3.7473,10.493,20.5085,6.6525,155.4,4.9293,9.9532,4.9898,8.5351,9.6946,12.7286,4.1037,23.5445,34.257,2.9639,,,,,,,,,,,,,,,,,,,,,,,,,,,26,146,2072,,,2022-02-27T19:15:46.049479Z,,
19,0,1,20,52.8305,0.6611,20,20,1:00.9868,53,1:02.8645,93,1:45:03.4760,Active,TRUE,3,69,24,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,10,10,"",20,16,0,P,106.253,103.079,95.604,0,0,-0.0001,,10,4,2.8323,28.015,59.4517,10.6471,5.9474,3.9083,1177.1,57.3927,6.5355,156.83,4.4452,12.6052,8.16,3.6375,10.292,20.2388,6.6545,156.41,4.8288,9.868,5.0022,8.4132,9.7933,12.5765,4.0672,23.6033,34.2504,2.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,15,139,580,,,2022-02-27T19:15:46.049479Z,,
12,0,1,21,53.4186,0.5881,21,13,1:01.9304,42,1:02.9152,93,1:45:04.0641,Active,TRUE,2,65,28,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,10,10,"",21,41,0,P,104.634,102.996,95.595,3,41,1:02.1366,104.286,6,16,2.8727,28.6299,60.2314,23.1202,6.0714,3.9196,1749.57,58.1116,6.5065,158.747,4.6158,13.003,8.3428,3.7279,10.404,20.4039,6.5944,157.828,4.9329,9.9468,4.9617,8.5395,9.9761,12.7489,4.064,13.4621,36.5823,2.9228,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,522,,,2022-02-27T19:15:46.049479Z,,
17,0,1,22,55.1727,1.7541,22,18,1:01.9049,72,1:02.7281,93,1:45:05.8182,Active,TRUE,3,69,24,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,8,8,"",22,21,0,P,104.677,103.303,95.569,0,0,-0.0001,,8,3,2.8153,28.6551,59.8697,10.5685,6.1355,3.868,864.595,58.3086,6.5142,158.901,4.5806,12.9894,8.3697,3.7508,10.3973,20.3996,6.515,160.838,4.9118,9.9013,4.9557,8.5204,10.0326,12.6942,4.0411,24.501,35.0695,2.8983,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,2020,,,2022-02-27T19:15:46.049479Z,,
25,0,1,23,1 LAPS,1 LAPS,23,26,1:02.3431,89,1:02.6763,92,1:44:17.4647,Active,TRUE,2,64,28,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,7,7,"",23,45,0,P,103.941,103.388,95.272,0,0,-0.0001,,11,18,2.8474,28.8124,62.0758,10.5891,6.1931,4.0508,2059.1,60.9233,6.5225,157.981,4.485,13.0734,8.4746,3.8175,10.4478,20.4712,6.5897,157.676,4.8903,9.9302,4.977,8.6213,10.2513,12.7929,4.0477,24.0889,34.678,2.9088,29.2871,,,6.4089,,,,6.6271,155.341,4.5126,13.3423,8.8297,3.9629,10.6517,20.7224,6.6888,155.489,5.013,10.0707,5.0577,,,,,,,23,25,2031,,,2022-02-27T19:15:46.049479Z,,
24,0,1,24,2 LAPS,1 LAPS,24,25,1:03.1514,91,1:03.1514,91,1:45:00.8855,Active,TRUE,4,85,6,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,6,6,"",24,131,0,P,102.611,102.611,93.587,6,62,1:05.0695,99.586,10,40,2.8826,29.1102,63.0933,10.592,6.2701,4.4965,448.912,61.6481,6.6278,155.548,4.6552,13.1963,8.4898,3.7965,10.528,20.821,6.7221,156.74,5.0588,10.2151,5.1044,8.6794,10.7185,12.9191,4.167,21.4343,32.0263,2.9826,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,596,,,2022-02-27T19:15:46.049479Z,,
