resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,BestSpeed,LastSpeed,AverageSpeed,NTRank,NTLap,NTBestTime,NTBestSpeed,Passes,Passed,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3_SPD,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5_SPD,Best_S6A,Best_S6,Best_S6B,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3_SPD,S4A,S4,S4B,S5A,S5,I2,S5B,T5_SPD,S6A,S6,S6B,S7,L6,I3,S8,P1,L2,EntrantID,TeamID,DriverID,T5,T3,time_stamp,Best_T5,Best_T3
9,0,4,3,2.3112,0.9307,3,10,1:01.9698,12,1:02.5164,57,1:06:23.4400,Active,TRUE,1,27,30,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,35,35,"",4,117,0,P,104.567,103.653,92.724,0,0,-0.0001,,4,10,2.8893,28.7576,100.988,19.9245,6.1523,4.2316,2076.8,107.426,6.5168,156.41,4.6534,13.1022,8.37,3.7789,10.456,20.4616,6.6262,156.56,4.9712,9.9881,4.9884,8.5324,11.9742,12.7064,4.0886,13.4695,33.394,2.8978,28.9227,,,6.1758,,,,6.5592,155.755,4.7436,13.2899,8.5463,,,,,,,,,,,,,,,9,25,2018,,,2022-02-27T18:37:33.608151Z,,
2,0,4,4,3.1698,0.8586,4,3,1:01.8434,5,1:02.4342,57,1:06:24.2986,Active,TRUE,1,27,30,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,32,32,"",5,121,0,P,104.781,103.789,92.704,0,0,-0.0001,,10,3,2.8911,28.6769,103.457,21.639,6.112,4.5096,2084.5,106.675,6.4745,157.95,4.5892,13.0387,8.414,3.7112,10.419,20.3528,6.5122,159.396,4.8382,9.8675,4.9756,8.5314,12.5225,12.7595,4.0921,13.4606,35.0996,2.9334,28.9701,,,6.2098,,,,6.52,157.161,4.7891,13.3069,8.5178,,,,,,,,,,,,,,,17,3,879,,,2022-02-27T18:37:33.608151Z,,
1,0,4,5,4.3992,1.2294,5,2,1:01.6007,18,1:02.4857,57,1:06:25.5280,Active,TRUE,1,27,30,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,30,30,"",6,104,0,A,105.194,103.704,92.675,0,0,-0.0001,,10,4,2.8102,28.4418,103.535,19.9598,6.0537,4.4269,2084.92,106.433,6.4725,157.343,4.547,12.9233,8.3216,3.7356,10.4071,20.3617,6.5693,162.016,4.9171,9.9224,4.9532,8.4281,12.4177,12.6304,4.0765,13.4927,33.4525,2.9447,29.0102,,,6.211,,,,6.5712,153.017,4.8045,13.2833,8.4788,,,,,,,,,,,,,,,11,12,461,,,2022-02-27T18:37:33.608151Z,,
10,0,4,6,5.0568,0.6576,6,11,1:01.9161,14,1:02.4413,57,1:06:26.1856,Active,TRUE,1,27,30,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,28,28,"",7,103,0,A,104.658,103.777,92.66,0,0,-0.0001,,4,13,2.8287,28.6522,100.352,20.3856,6.1923,4.7375,2075.82,107.531,6.5364,157.767,4.5432,12.9444,8.3708,3.7702,10.4465,20.4208,6.5661,157.737,4.9585,9.9743,4.9704,8.4795,11.9471,12.6777,4.0243,13.3912,33.7768,2.9372,28.9786,,,6.22,,,,6.5698,156.71,4.7153,13.2516,8.5363,,,,,,,,,,,,,,,13,21,400,,,2022-02-27T18:37:33.608151Z,,
14,0,4,7,5.9623,0.9055,7,15,1:02.0303,23,1:02.6111,57,1:06:27.0911,Active,TRUE,1,27,30,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,26,26,"",8,84,0,A,104.465,103.496,92.639,0,0,-0.0001,,3,5,2.8709,28.7354,99.6908,21.4888,6.152,4.138,2070.74,105.499,6.5314,157.828,4.5769,13.0296,8.3885,3.7663,10.4714,20.4997,6.6168,157.433,4.9508,10.0065,5.003,8.5063,11.601,12.6068,4.0629,13.467,34.9558,2.9411,,,,6.2267,,,,6.6059,155.904,4.6506,,,,,,,,,,,,,,,,,21,21,2071,,,2022-02-27T18:37:33.608151Z,,
4,0,4,8,6.7973,0.8350,8,5,1:02.2313,16,1:02.4986,57,1:06:27.9261,Active,TRUE,1,27,30,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,24,24,"",9,114,0,P,104.128,103.682,92.62,0,0,-0.0001,,9,3,2.8449,28.7519,101.526,10.8929,6.1669,4.54,2082.99,106.946,6.518,157.767,4.5961,12.9978,8.3832,3.7848,10.4918,20.4829,6.6844,156.77,4.9515,9.9815,5.0047,8.5326,12.3135,12.7448,4.0369,24.1483,35.0412,2.9237,,,,6.2729,,,,6.5851,157.252,4.7591,,,,,,,,,,,,,,,,,19,3,2047,,,2022-02-27T18:37:33.608151Z,,
21,0,4,9,7.8815,1.0842,9,22,1:02.0418,16,1:02.4559,57,1:06:29.0103,Active,TRUE,1,27,30,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,22,22,"",10,140,0,A,104.446,103.753,92.594,0,0,-0.0001,,6,4,2.9078,28.7026,99.6123,10.8113,6.1183,4.1263,2062.91,108.701,6.5226,156.74,4.5798,13.0573,8.4115,3.7897,10.4872,20.4043,6.6975,155.312,4.8367,9.8657,5.0279,8.509,11.3125,12.7272,4.1414,24.6571,35.4684,2.9199,,,,6.1855,,,,6.6138,154.461,4.6274,,,,,,,,,,,,,,,,,24,129,543,,,2022-02-27T18:37:33.608151Z,,
6,0,4,10,9.1221,1.2406,10,7,1:01.3536,47,1:02.4049,57,1:06:30.2509,Active,TRUE,2,48,9,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,21,21,"",11,70,0,P,105.617,103.838,92.566,1,49,1:01.3536,105.617,4,11,2.8829,28.4027,58.3724,19.9973,6.0813,3.7985,995.634,58.1064,6.4854,158.624,4.5917,12.9292,8.3035,3.7351,10.3245,20.2465,6.5505,156.74,4.894,9.8433,4.9493,8.4772,9.4442,12.6615,4.0784,13.4852,33.4874,2.8894,,,,6.2473,,,,6.5484,157.707,4.6974,,,,,,,,,,,,,,,,,8,25,326,,,2022-02-27T18:37:33.608151Z,,
22,0,4,11,20.0648,10.9427,11,23,1:02.5174,17,1:03.6155,57,1:06:41.1936,Active,TRUE,2,31,26,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,19,19,"",13,59,0,P,103.651,101.862,92.312,0,0,-0.0001,,7,3,2.8617,28.8304,59.9934,10.5714,6.2144,3.9149,736.522,58.3277,6.5408,156.71,4.6694,13.109,8.4396,3.8244,10.5342,20.6741,6.6288,156.53,5.0195,10.0694,5.0257,8.607,9.7894,12.7779,4.0441,22.3159,32.8873,2.9088,,,,6.2144,,,,,,,,,,,,,,,,,,,,,,,22,21,850,,,2022-02-27T18:37:33.608151Z,,
16,0,4,12,21.1986,1.1338,12,17,1:02.2022,16,1:03.8914,57,1:06:42.3274,Active,TRUE,2,27,30,Green,6,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,18,18,"",14,99,0,P,104.176,101.422,92.286,0,0,-0.0001,,3,4,2.872,28.8809,59.7338,10.5268,6.2212,3.8847,803.267,58.5238,6.5252,157.192,4.6966,13.1002,8.3969,3.7892,10.4637,20.4707,6.6359,157.615,4.9735,10.007,5.0303,8.5487,9.8388,12.7362,4.0813,23.4407,33.9675,2.9009,,,,6.2245,,,,,,,,,,,,,,,,,,,,,,,5,148,254,,,2022-02-27T18:37:33.608151Z,,
7,0,4,13,21.9071,0.7085,13,8,1:02.1660,20,1:04.2534,57,1:06:43.0359,Active,TRUE,1,27,30,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,17,17,"",15,94,0,P,104.237,100.851,92.27,0,0,-0.0001,,14,1,2.8729,28.728,102.493,21.5393,6.1257,4.3672,2078.45,108.045,6.4785,157.707,4.6909,13.2149,8.4505,3.8191,10.3559,20.5393,6.4721,157.071,4.9893,10.0522,4.9823,8.535,12.3334,12.7613,4.0635,13.3955,34.9348,2.8856,,,,6.2148,,,,,,,,,,,,,,,,,,,,,,,7,25,1087,,,2022-02-27T18:37:33.608151Z,,
18,0,7,14,22.6900,0.7829,14,19,1:02.0813,44,1:24.4011,57,1:06:43.8188,Active,FALSE,2,57,0,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,16,16,"",2,112,0,P,104.379,76.776,92.252,0,0,-0.0001,,2,6,2.8789,28.6714,59.3401,10.7118,6.1142,3.8858,1501.65,58.2193,6.5215,155.993,4.6377,13.0559,8.3623,3.7473,10.5012,20.5173,6.7235,155.4,4.9408,9.9532,5.0001,8.5351,9.6946,12.7525,4.1343,23.5445,34.257,2.9711,29.1047,59.3401,10.7118,,,,,,,,,,,,,,,,,,,,,,,,26,146,2072,,,2022-02-27T18:37:33.608151Z,,
15,0,4,15,23.8357,1.1457,15,16,1:01.7408,46,1:05.5101,57,1:06:44.9645,Active,TRUE,2,47,10,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,15,15,"",16,77,0,P,104.955,98.916,92.226,0,0,-0.0001,,9,10,2.8621,28.6302,58.7359,19.4621,6.1031,3.8809,1049.09,58.1144,6.4808,157.646,4.6728,13.1155,8.3716,3.7357,10.3187,20.2871,6.5817,159.148,4.9351,9.9154,4.9749,8.4732,9.6694,12.6876,4.112,13.4372,32.8993,2.9155,,,,6.2938,,,,,,,,,,,,,,,,,,,,,,,4,24,852,,,2022-02-27T18:37:33.608151Z,,
25,0,1,16,24.7076,0.8719,16,26,1:02.5476,21,1:08.3634,57,1:06:45.8364,Active,TRUE,1,27,30,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,14,14,"",12,56,0,A,103.601,94.788,92.205,0,0,-0.0001,,10,6,2.8474,28.8124,96.854,10.5891,6.2328,4.3597,2059.1,107.983,6.5225,157.981,4.5691,13.1109,8.514,3.8372,10.4478,20.5508,6.5897,157.676,5.0247,10.0241,4.9854,8.6213,11.5675,12.7929,4.0477,24.0889,34.678,2.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,2031,,,2022-02-27T18:37:33.608151Z,,
12,0,1,17,24.8216,0.1140,17,13,1:01.9304,42,1:05.8875,57,1:06:45.9504,Active,TRUE,1,37,20,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,14,14,"",17,55,0,A,104.634,98.349,92.203,3,41,1:02.1366,104.286,4,16,2.8727,28.6299,60.2314,23.1202,6.0714,3.9196,3018.16,58.1116,6.5065,157.192,4.6158,13.003,8.3428,3.7279,10.404,20.4039,6.5944,157.828,4.9329,9.9468,4.9617,8.5395,9.9761,12.7489,4.064,13.4621,36.5823,2.9607,,,,6.7649,,,,,,,,,,,,,,,,,,,,,,,18,3,522,,,2022-02-27T18:37:33.608151Z,,
5,0,1,18,25.1737,0.3521,18,6,1:01.8920,23,1:05.6473,57,1:06:46.3025,Active,TRUE,2,42,15,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,12,12,"",18,33,0,P,104.699,98.709,92.195,0,0,-0.0001,,4,14,2.8447,28.624,58.527,20.1396,6.089,3.7095,1000.33,58.0197,6.5164,157.585,4.6161,13.0853,8.4099,3.7361,10.4177,20.3277,6.6282,156.98,4.866,9.8741,4.9986,8.6002,9.498,12.7392,4.0513,13.6871,33.8848,2.9143,,,,,,,,,,,,,,,,,,,,,,,,,,,25,148,658,,,2022-02-27T18:37:33.608151Z,,
8,0,1,19,25.4118,0.2381,19,9,1:01.8650,22,1:05.1414,57,1:06:46.5406,Active,TRUE,2,41,16,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,11,11,"",19,81,0,P,104.744,99.476,92.189,0,0,-0.0001,,5,12,2.8793,28.6198,59.0551,18.9623,6.1023,3.8579,871.723,58.0539,6.5089,157.312,4.627,13.0012,8.3742,3.7365,10.4349,20.4611,6.6957,155.933,4.9791,10.0067,4.989,8.4736,9.4568,12.6269,4.0915,13.429,32.3913,2.9382,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,606,,,2022-02-27T18:37:33.608151Z,,
11,0,1,20,25.8593,0.4475,20,12,1:01.9930,15,1:04.6311,57,1:06:46.9881,Active,TRUE,2,41,16,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,10,10,"",20,75,0,P,104.528,100.261,92.179,0,0,-0.0001,,30,11,2.8746,28.6084,59.3706,10.808,6.1307,3.8759,930.807,57.4583,6.4995,158.072,4.5881,12.9956,8.2947,3.7434,10.4857,20.5064,6.6288,157.041,4.9409,9.9763,4.9457,8.5228,9.4382,12.7113,4.0929,23.6374,34.4454,2.8825,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,954,,,2022-02-27T18:37:33.608151Z,,
20,0,1,21,26.0387,0.1794,21,21,1:02.0403,46,1:03.7841,57,1:06:47.1675,Active,TRUE,2,42,15,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,9,9,"",21,53,0,P,104.448,101.593,92.175,0,0,-0.0001,,8,3,2.8693,28.7432,58.8024,10.6839,6.1479,4.0055,798.511,58.6613,6.5058,157.676,4.6482,13.0439,8.3655,3.7158,10.3603,20.345,6.6283,156.83,4.9309,9.9469,4.9828,8.5339,9.5535,12.6834,4.0475,22.1169,32.815,2.9803,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,963,,,2022-02-27T18:37:33.608151Z,,
17,0,0,22,1 LAPS,1 LAPS,22,18,1:02.0085,47,1:04.0695,56,1:05:54.1516,Active,TRUE,2,43,13,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,8,8,"",23,30,0,P,104.502,101.14,91.772,0,0,-0.0001,,4,1,2.8153,28.6889,59.8697,10.5685,6.2161,3.868,864.595,58.3086,6.551,158.901,4.6128,12.9894,8.3697,3.7617,10.3973,20.4296,6.515,160.838,4.957,9.9749,4.9791,8.5204,10.0805,12.6942,4.0411,24.501,35.0695,2.8803,29.0269,,,6.3177,,,,6.5715,156.56,4.7177,13.2574,8.5397,3.8288,10.5395,20.558,6.7107,155.489,5.0082,10.0185,5.0103,8.6126,,,,,,20,3,2020,,,2022-02-27T18:37:33.608151Z,,
24,0,0,23,1 LAPS,1.5074,23,25,1:03.2262,46,1:05.5834,56,1:05:55.6590,Active,TRUE,2,31,25,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,7,7,"",22,136,0,A,102.489,98.805,91.737,5,29,1:12.0343,89.957,8,18,2.8826,29.1102,82.8754,10.592,6.2701,4.4965,448.912,80.031,6.6278,155.548,4.6874,13.1963,8.4898,3.8326,10.5903,20.8665,6.7233,156.74,5.0588,10.2151,5.1044,8.6794,12.5095,12.9191,4.167,21.4343,32.0263,2.9662,30.5519,,,6.8257,,,,6.9309,152.817,4.9462,13.8291,8.8829,4.0149,10.8585,21.2269,6.8436,154.491,5.2318,10.3684,5.1366,,,,,,,10,1,596,,,2022-02-27T18:37:33.608151Z,,
19,0,0,24,1 LAPS,0.0934,24,20,1:00.9868,53,1:03.1112,56,1:05:55.7524,Active,TRUE,2,50,6,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,6,6,"",24,63,0,A,106.253,102.676,91.735,0,0,-0.0001,,5,4,2.8455,28.015,60.3332,10.6471,5.9474,3.9083,1741.59,57.3927,6.5355,156.83,4.4452,12.6052,8.16,3.6375,10.292,20.2388,6.6545,155.577,4.8288,9.868,5.0022,8.4132,9.9426,12.5765,4.0672,23.6033,34.2504,2.8455,29.383,,,6.573,,,,6.8229,153.419,4.6133,13.1416,8.5283,3.8225,10.6225,20.6848,6.8,154.287,4.9705,10.0623,5.0918,8.6868,,,,,,15,139,580,,,2022-02-27T18:37:33.608151Z,,
13,0,7,25,7 LAPS,6 LAPS,25,14,1:02.1114,47,1:02.8829,50,59:35.5185,In Pit,FALSE,2,43,7,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,5,5,"",25,54,0,P,104.329,103.049,90.616,0,0,-0.0001,,1,4,2.796,28.6629,59.7352,10.5881,6.169,3.9926,502.872,59.0504,6.5268,158.194,4.64,12.9834,8.3434,3.7677,10.4807,20.523,6.5624,158.194,4.9253,9.9903,5.012,8.623,9.785,12.8112,4.0902,24.2543,34.8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,719,,,2022-02-27T18:37:33.608151Z,,
23,0,3,26,34 LAPS,27 LAPS,26,24,1:02.5290,23,1:02.5290,23,25:12.1770,Contact,TRUE,1,21,2,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,5,5,Contact,26,144,0,P,103.632,103.632,98.56,0,0,-0.0001,,9,14,2.8668,29.0527,64.849,10.6199,6.2044,3.898,1638.17,57.9775,6.5909,157.707,4.6721,13.1685,8.4413,3.7874,10.5107,20.5874,6.6928,156.44,5.006,10.0767,4.9951,8.6747,10.7214,12.8889,4.1334,27.0674,37.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,129,1014,,,2022-02-27T18:37:33.608151Z,,
3,0,1,1,0.0000,0.0000,1,4,1:01.9747,3,1:03.2782,58,1:07:24.4070,Active,TRUE,1,20,38,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,51,51,"",1,112,0,P,104.559,102.405,92.928,4,51,1:02.1958,104.187,10,10,2.9067,28.6211,64.9439,21.5031,6.0667,4.2119,1575.18,60.1775,6.5239,155.518,4.6455,13.0498,8.3736,3.7454,10.4971,20.4415,6.5906,155.844,4.8978,9.9183,5.0155,8.5114,10.6043,12.7431,4.1167,13.5062,35.0093,2.9918,,,,,,,,,,,,,,,,,,,,,,,,,,,16,139,1010,,,2022-02-27T18:38:09.936049Z,,
0,0,1,2,0.6704,0.6704,2,1,1:01.5548,4,1:02.5681,58,1:07:25.0774,Active,TRUE,1,27,31,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,44,44,"",2,128,0,P,105.272,103.567,92.913,2,6,1:01.5548,105.272,8,1,2.907,28.4458,104.527,20.1908,6.0518,3.9744,2085.52,106.377,6.4788,157.981,4.5838,12.9155,8.2823,3.7309,10.4371,20.4118,6.6705,157.373,4.9434,9.9523,4.9642,8.4835,12.3404,12.6911,4.1126,13.4927,33.6835,2.9893,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2022,,,2022-02-27T18:38:09.936049Z,,
9,0,1,3,1.4470,0.7766,3,10,1:01.9698,12,1:02.4140,58,1:07:25.8540,Active,TRUE,1,27,31,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,35,35,"",3,117,0,P,104.567,103.823,92.895,0,0,-0.0001,,4,10,2.8893,28.7576,100.988,19.9245,6.1523,4.2316,2076.8,107.426,6.5168,156.41,4.6534,13.1022,8.37,3.7789,10.456,20.4616,6.6262,156.56,4.9712,9.9881,4.9884,8.5324,11.9742,12.7064,4.0886,13.4695,33.394,2.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,9,25,2018,,,2022-02-27T18:38:09.936049Z,,
2,0,1,4,2.4398,0.9928,4,3,1:01.8434,5,1:02.5482,58,1:07:26.8468,Active,TRUE,1,27,31,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,32,32,"",4,121,0,P,104.781,103.6,92.872,0,0,-0.0001,,10,3,2.8911,28.6769,103.457,21.639,6.112,4.5096,2084.5,106.675,6.4745,157.95,4.5892,13.0387,8.414,3.7112,10.419,20.3528,6.5122,159.396,4.8382,9.8675,4.9756,8.5314,12.5225,12.7595,4.0921,13.4606,35.0996,2.938,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,879,,,2022-02-27T18:38:09.936049Z,,
1,0,1,5,3.5641,1.1243,5,2,1:01.6007,18,1:02.4431,58,1:07:27.9711,Active,TRUE,1,27,31,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,30,30,"",5,104,0,A,105.194,103.774,92.847,0,0,-0.0001,,10,4,2.8102,28.4418,103.535,19.9598,6.0537,4.4269,2084.92,106.433,6.4725,157.343,4.547,12.9233,8.3216,3.7356,10.4071,20.3617,6.5693,162.016,4.9171,9.9224,4.9532,8.4281,12.4177,12.6304,4.0765,13.4927,33.4525,2.9562,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,461,,,2022-02-27T18:38:09.936049Z,,
10,0,1,6,4.4028,0.8387,6,11,1:01.9161,14,1:02.6242,58,1:07:28.8098,Active,TRUE,1,27,31,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,28,28,"",6,103,0,A,104.658,103.474,92.827,0,0,-0.0001,,4,13,2.8287,28.6522,100.352,20.3856,6.1923,4.7375,2075.82,107.531,6.5364,157.767,4.5432,12.9444,8.3708,3.7702,10.4465,20.4208,6.5661,157.737,4.9585,9.9743,4.9704,8.4795,11.9471,12.6777,4.0243,13.3912,33.7768,3.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,13,21,400,,,2022-02-27T18:38:09.936049Z,,
14,0,0,7,5.2853,0.8825,7,15,1:02.0303,23,1:02.6111,58,1:07:29.6923,Active,TRUE,1,27,31,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,26,26,"",7,84,0,A,104.465,103.496,92.807,0,0,-0.0001,,3,5,2.8709,28.7354,99.6908,21.4888,6.152,4.138,2070.74,105.499,6.5314,157.828,4.5769,13.0296,8.3885,3.7663,10.4714,20.4997,6.6168,157.433,4.9508,10.0065,5.003,8.5063,11.601,12.6068,4.0629,13.467,34.9558,2.9411,28.9689,,,6.2267,,,,6.6059,155.904,4.6506,13.1952,8.5446,3.8589,10.6028,20.7237,6.7439,154.025,5.0663,10.1209,5.0546,8.6948,,12.9086,4.2138,,,21,21,2071,,,2022-02-27T18:38:09.936049Z,,
4,0,0,8,5.9803,0.6950,8,5,1:02.2313,16,1:02.4986,58,1:07:30.3873,Active,TRUE,1,27,31,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,24,24,"",8,114,0,P,104.128,103.682,92.791,0,0,-0.0001,,9,3,2.8449,28.7519,101.526,10.8929,6.1669,4.54,2082.99,106.946,6.518,157.767,4.5961,12.9978,8.3832,3.7848,10.4918,20.4829,6.6844,156.77,4.9515,9.9815,5.0047,8.5326,12.3135,12.7448,4.0369,24.1483,35.0412,2.9237,29.0298,,,6.2729,,,,6.5851,157.252,4.7591,13.2481,8.489,3.812,10.5274,20.562,6.7154,155.489,5.0027,10.0346,5.0319,8.6643,,12.8694,4.2051,,,19,3,2047,,,2022-02-27T18:38:09.936049Z,,
21,0,0,9,7.1518,1.1715,9,22,1:02.0418,16,1:02.5485,58,1:07:31.5588,Active,TRUE,1,27,31,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,22,22,"",9,140,0,A,104.446,103.6,92.764,0,0,-0.0001,,6,4,2.9078,28.7026,99.6123,10.8113,6.1183,4.1263,2062.91,108.701,6.5226,156.74,4.5798,13.0573,8.4115,3.7897,10.4872,20.4043,6.6975,155.312,4.8367,9.8657,5.0279,8.509,11.3125,12.7272,4.1414,24.6571,35.4684,2.9199,28.9013,,,6.1855,,,,6.6138,154.461,4.6274,13.1821,8.5547,3.9127,10.7088,20.8322,6.7961,152.617,5.0406,10.1234,5.0828,8.5884,,12.815,4.2266,,,24,129,543,,,2022-02-27T18:38:09.936049Z,,
6,0,0,10,1 LAPS,1.2406,10,7,1:01.3536,47,1:02.4049,57,1:06:30.2509,Active,TRUE,2,48,9,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,21,21,"",11,70,0,P,105.617,103.838,92.566,1,49,1:01.3536,105.617,4,11,2.8829,28.4027,58.3724,19.9973,6.0813,3.7985,995.634,58.1064,6.4854,158.624,4.5917,12.9292,8.3035,3.7351,10.3245,20.2465,6.5505,156.74,4.894,9.8433,4.9493,8.4772,9.4442,12.6615,4.0784,13.4852,33.4874,2.8894,28.8524,,,6.2473,,,,6.5484,157.707,4.6974,13.1673,8.4699,3.8875,10.6022,20.7057,6.7147,155.666,5.077,10.1035,5.0265,8.6983,,,,,,8,25,326,,,2022-02-27T18:38:09.936049Z,,
22,0,0,11,1 LAPS,10.9427,11,23,1:02.5174,17,1:03.6155,57,1:06:41.1936,Active,TRUE,2,31,26,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,19,19,"",13,59,0,P,103.651,101.862,92.312,0,0,-0.0001,,7,3,2.8617,28.8232,59.9934,10.5714,6.2144,3.9149,736.522,58.3277,6.5214,156.71,4.6563,13.109,8.4396,3.8244,10.5342,20.6678,6.6288,156.53,5.0195,10.0694,5.0257,8.607,9.7894,12.7779,4.0441,22.3159,32.8873,2.9088,28.8232,,,6.2144,,,,6.5214,156.201,4.6563,13.1786,8.5223,3.8321,10.5776,20.6678,6.7455,154.871,5.0515,10.0902,5.0387,,,,,,,22,21,850,,,2022-02-27T18:38:09.936049Z,,
16,0,0,12,1 LAPS,1.1338,12,17,1:02.2022,16,1:03.8914,57,1:06:42.3274,Active,TRUE,2,27,30,Green,6,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,18,18,"",14,99,0,P,104.176,101.422,92.286,0,0,-0.0001,,3,4,2.872,28.8809,59.7338,10.5268,6.2212,3.8847,803.267,58.5238,6.5252,157.192,4.6913,13.1002,8.3969,3.7892,10.4637,20.4707,6.6359,157.615,4.9735,10.007,5.0303,8.5487,9.8388,12.7362,4.0813,23.4407,33.9675,2.9009,28.8891,,,6.2245,,,,6.5358,157.131,4.6913,13.2279,8.5366,3.8562,10.5525,,6.6963,155.933,5.0679,,,,,,,,,5,148,254,,,2022-02-27T18:38:09.936049Z,,
7,0,0,13,1 LAPS,0.7085,13,8,1:02.1660,20,1:04.2534,57,1:06:43.0359,Active,TRUE,1,27,30,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,17,17,"",15,94,0,P,104.237,100.851,92.27,0,0,-0.0001,,14,1,2.8729,28.728,102.493,21.5393,6.1257,4.3672,2078.45,108.045,6.4785,158.011,4.6907,13.2149,8.4505,3.8191,10.3559,20.5393,6.4721,157.071,4.9893,10.0522,4.9823,8.535,12.3334,12.7613,4.0635,13.3955,34.9348,2.8856,28.8925,,,6.2148,,,,6.5308,158.011,4.6907,13.2613,8.5706,3.8624,10.5159,,6.6535,156.022,5.0808,,,,,,,,,7,25,1087,,,2022-02-27T18:38:09.936049Z,,
