resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5,Best_S6A,Best_S6,Best_S6B,S7,L6,I3,S8,P1,L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,EntrantID,TeamID,DriverID,Best_T5_SPD,T5_SPD,Best_T3_SPD,T3_SPD,time_stamp,BestSpeed,LastSpeed,AverageSpeed,NTBestSpeed
20,0,5,6,2.4033,1.0602,6,21,1:05.4095,3,1:05.4095,3,9:44.9249,Active,True,0,0,3,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",3,0,0,P,2,3,1:05.1884,8.8315,12.2452,13.0697,4.2382,16.5397,192.2340,3.0534,29.9106,"",175.6940,6.6393,4.7048,71.4333,67.5698,6.8536,,4.8313,13.3643,8.5330,3.8144,10.6149,21.3094,6.8005,,5.4732,10.6945,5.2213,8.8315,"",13.0697,4.2382,"","",3.0534,29.9106,"","",6.6393,"","","",6.8536,,4.8313,13.3643,8.5330,"","","","","","","","",21,21,2071,150.043,,152.333,152.333,2022-02-25T20:50:31.843663Z,99.068,99.068,33.235,99.404
4,0,0,7,7:11.8925,7:09.4892,7,5,8:14.8987,1,8:14.8987,1,9:57.1022,Active,True,0,0,1,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",23,0,0,P,0,0,-0.0001,8.9283,12.3728,13.1845,4.2562,420.6160,431.2510,3.0084,"","",10.6345,6.6108,4.9497,72.2687,64.4595,7.1040,,5.8877,15.4533,9.5656,4.3580,11.6397,22.9409,7.2817,,5.9732,11.3012,5.3280,8.9283,"",13.1845,4.2562,"","",3.0084,"","","",6.6108,"","","",7.1040,,"","","","","","","","","","","",5,148,254,133.276,,148.168,148.168,2022-02-25T20:50:31.843663Z,13.094,13.094,10.852,
8,0,7,8,-1:03.0063,0.0000,8,9,0.0000,0,0.0000,0,1:07.8915,In Pit,False,0,0,0,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"","","","",13.5066,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,25,2018,,,,,2022-02-25T20:50:31.843663Z,,,,
0,0,7,9,-1:03.4788,0.0000,9,1,0.0000,0,0.0000,0,1:11.6724,In Pit,False,0,0,0,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",0,0,0,P,0,0,-0.0001,"","","","",13.4590,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,,,,,2022-02-25T20:50:31.843663Z,,,,
3,0,7,10,-1:03.4788,0.0000,10,4,0.0000,0,0.0000,0,1:15.8787,In Pit,False,0,0,0,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",0,0,0,P,0,0,-0.0001,"","","","",13.4769,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,,,,,2022-02-25T20:50:31.843663Z,,,,
7,0,7,11,-1:03.4788,0.0000,11,8,0.0000,0,0.0000,0,1:17.4633,In Pit,False,0,0,0,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"","","","",13.3864,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,,,,,2022-02-25T20:50:31.843663Z,,,,
16,0,7,12,-1:03.4788,0.0000,12,17,0.0000,0,0.0000,0,1:18.3149,In Pit,False,0,0,0,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"","","","",13.4696,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,3,879,,,,,2022-02-25T20:50:31.843663Z,,,,
6,0,7,13,-1:03.4788,0.0000,13,7,0.0000,0,0.0000,0,1:20.8123,In Pit,False,0,0,0,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"",13.5492,"","",13.4748,"","","","","","","",82.4883,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,,,,,2022-02-25T20:50:31.843663Z,,,,
12,0,7,14,-1:03.4788,0.0000,14,13,0.0000,0,0.0000,0,1:21.7504,In Pit,False,0,0,0,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",0,0,0,P,0,0,-0.0001,"",13.4504,"","",13.4310,"","","","","","","",82.5785,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,,,,,2022-02-25T20:50:31.843663Z,,,,
1,0,7,15,-1:03.4788,0.0000,15,2,0.0000,0,0.0000,0,1:23.4253,In Pit,False,0,0,0,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,"",0,0,0,P,0,0,-0.0001,"",13.0694,"","",13.4307,"","","","","","","",82.8901,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,2022,,,,,2022-02-25T20:50:31.843663Z,,,,
10,0,7,16,-1:03.4788,0.0000,16,11,0.0000,0,0.0000,0,1:24.0155,In Pit,False,0,0,0,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",0,0,0,P,0,0,-0.0001,"",13.3018,"","",13.4673,"","","","","","","",82.7196,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,12,461,,,,,2022-02-25T20:50:31.843663Z,,,,
17,0,7,17,-1:03.4788,0.0000,17,18,0.0000,0,0.0000,0,1:25.3392,In Pit,False,0,0,0,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"",12.8706,"","",13.4817,"","","","","","","",82.4083,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,,,,,2022-02-25T20:50:31.843663Z,,,,
15,0,7,18,-1:03.4788,0.0000,18,16,0.0000,0,0.0000,0,1:26.0172,In Pit,False,0,0,0,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",0,0,0,P,0,0,-0.0001,"",12.8002,"","",13.6218,"","","","","","","",81.8938,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,,,,,2022-02-25T20:50:31.843663Z,,,,
14,0,7,19,-1:03.4788,0.0000,19,15,0.0000,0,0.0000,0,1:28.1143,In Pit,False,0,0,0,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",0,0,0,P,0,0,-0.0001,"",12.7543,"","","","","","","","","","",83.0923,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,139,580,,,,,2022-02-25T20:50:31.843663Z,,,,
18,0,7,20,-1:03.4788,0.0000,20,19,0.0000,0,0.0000,0,1:28.7920,In Pit,False,0,0,0,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"",13.3869,"","","","","","","","","","",83.2909,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,1047,,,,,2022-02-25T20:50:31.843663Z,,,,
5,0,7,21,-1:03.4788,0.0000,21,6,0.0000,0,0.0000,0,1:30.8786,In Pit,False,0,0,0,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",0,0,0,P,0,0,-0.0001,"",12.9111,"","","","","","","","","","",83.8440,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,24,963,,,,,2022-02-25T20:50:31.843663Z,,,,
21,0,7,22,-1:03.4788,0.0000,22,22,0.0000,0,0.0000,0,1:31.8908,In Pit,False,0,0,0,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",0,0,0,P,0,0,-0.0001,"",13.4351,"","","","","","","","","","",83.9597,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22,21,850,,,,,2022-02-25T20:50:31.843663Z,,,,
24,0,7,23,-1:03.4788,0.0000,23,25,0.0000,0,0.0000,0,1:36.0600,In Pit,False,0,0,0,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",0,0,0,P,0,0,-0.0001,"",13.7347,"","",13.9485,"","","","","","","",84.7330,"","","","","","","","",31.8764,"","","",14.8399,7.4945,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,,,,,2022-02-25T20:50:31.843663Z,,,,
23,0,7,24,-1:03.4788,0.0000,24,24,0.0000,0,0.0000,0,2:28.2219,In Pit,False,0,0,0,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",0,0,0,P,0,0,-0.0001,"",12.2597,"","","","","","","","","",5.1265,72.2802,"",10.4576,,7.3760,18.6863,11.3103,4.9003,12.9011,25.7501,8.0008,,6.7523,12.8490,6.0967,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,117.184,,100.292,,2022-02-25T20:50:31.843663Z,,,,
9,0,0,25,-1:03.0063,0.0000,25,10,0.0000,0,0.0000,0,4:59.5176,Active,True,0,0,0,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",0,0,0,P,0,0,-0.0001,"",13.5546,"","",305.1160,315.7440,"","","",10.6273,"",5.4760,75.6237,"",10.2417,,7.3164,18.1614,10.8450,5.0193,14.3119,28.1900,9.2926,,7.2511,13.8781,6.6270,"",13.5546,"","",305.1160,315.7440,"","","",10.6273,"",5.4760,75.6237,"",10.2417,,7.3164,18.1614,10.8450,5.0193,14.3119,28.1900,9.2926,,7.2511,13.8781,6.6270,10,1,596,103.712,103.712,95.974,95.974,2022-02-25T20:50:31.843663Z,,,,
22,0,7,26,-1:03.0063,0.0000,26,23,0.0000,0,0.0000,0,6:50.1903,In Pit,False,0,0,0,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"",13.0594,"","","","","","","",10.9763,"",5.4756,74.4033,"",10.3689,,7.0611,18.1610,11.0999,5.2572,13.6450,27.3384,8.3878,,7.2949,13.6934,6.3985,"","","","","","","","","","","","","","","","","","","","","","","","","","","",23,25,2031,102.349,,87.031,,2022-02-25T20:50:31.843663Z,,,,
25,0,0,1,0.0000,0.0000,1,26,1:02.9513,5,1:02.9513,5,10:32.4997,Active,True,0,0,5,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",1,0,0,P,0,0,-0.0001,8.6781,13.2305,12.9281,4.2500,203.5240,214.1190,2.9270,29.1992,"",10.5947,6.2895,4.3625,84.1733,66.7231,6.6415,,4.7708,13.2482,8.4774,3.8344,10.5594,20.8240,6.7250,,5.1986,10.2640,5.0581,8.7480,"",13.0086,4.2606,"","",2.9270,"","","",6.3017,"","","",6.6415,,"","","","","","","","","","","",26,146,2072,156.650,,154.520,154.520,2022-02-25T20:51:07.512343Z,102.937,102.937,51.225,
19,0,0,2,0.0549,0.0549,2,20,1:03.0062,3,1:03.0062,3,10:10.5216,Active,True,0,0,3,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",1,0,0,P,1,4,1:02.8914,8.6075,11.8583,12.8531,4.2219,287.3450,297.9810,2.9184,28.9107,"",10.6363,6.2142,4.0818,69.6819,62.6872,6.6080,,4.6312,13.1701,8.5389,3.8052,10.4766,20.6363,6.6714,,4.9982,10.0634,5.0652,8.6075,"",12.8531,4.2456,"","",2.9184,28.9107,"","",6.2142,"","","",6.6080,,4.6312,13.1701,8.5389,3.8052,10.4766,"",6.6714,,"","","",20,3,2020,155.755,155.755,154.607,154.607,2022-02-25T20:51:07.512343Z,102.847,102.847,31.842,103.035
13,0,0,3,0.3928,0.3379,3,14,1:03.3441,4,1:03.3441,4,10:54.4215,Active,True,0,0,4,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",3,0,0,P,0,0,-0.0001,8.6957,13.6297,13.0471,4.2263,285.7530,296.3400,2.9540,29.4549,"",10.5870,6.3942,4.3354,84.5208,64.5120,6.5868,,4.9026,13.5199,8.6173,3.8768,10.5698,20.7912,6.6808,,5.2140,10.2214,5.0074,8.6957,"","","","","","","","","","","","","","","","","","","","","","","","","","",14,129,1014,156.530,,155.785,,2022-02-25T20:51:07.512343Z,102.298,102.298,39.608,
20,0,0,4,0.9418,0.5490,4,21,1:03.8931,4,1:03.8931,4,10:48.8180,Active,True,0,0,4,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",3,0,0,P,2,4,1:03.7790,8.7196,12.2452,12.9556,4.2360,16.5397,192.2340,3.0225,29.9106,"",175.6940,6.6393,4.7048,71.4333,67.5698,6.8536,,4.8313,13.3643,8.5330,3.7675,10.4694,20.9128,6.7019,,5.2715,10.4434,5.1719,8.7196,"",12.9556,4.2360,"","",3.0225,"","","","","","","","","","","","","","","","","","","","",21,21,2071,155.904,,152.333,,2022-02-25T20:51:07.512343Z,101.419,101.419,39.950,101.601
11,0,0,5,1.1057,0.1639,5,12,1:04.0570,3,1:04.0570,3,10:24.9592,Active,True,0,0,3,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",5,0,0,P,3,4,1:03.8409,8.6914,11.8622,12.9390,4.2476,279.6140,290.2170,2.9565,29.9325,"",10.6024,6.3974,4.1944,74.7256,65.0422,6.6792,,4.9299,13.6160,8.5920,3.8551,10.5902,20.9694,6.7351,,5.2921,10.3792,5.0871,8.6914,"",12.9390,4.2476,"","",2.9565,"","","",6.3974,"","","",6.6792,,4.9299,"","","","","","","","","","",12,2,954,154.871,,153.563,153.563,2022-02-25T20:51:07.512343Z,101.160,101.160,31.106,101.502
2,0,7,6,1.3980,0.2923,6,3,1:04.3493,4,1:04.3493,4,10:28.7193,In Pit,False,0,0,4,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",3,0,0,P,0,0,-0.0001,8.7334,10.4909,12.9936,4.2338,257.7890,268.3730,2.9549,29.7880,61.8466,10.5838,6.3803,4.5354,79.6896,65.4156,6.6763,,4.8733,13.7765,8.9032,3.9537,10.6629,20.9690,6.6788,,5.2423,10.2713,5.0290,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3,2,719,155.963,,154.287,,2022-02-25T20:51:07.512343Z,100.700,100.700,41.227,
4,0,1,7,2.0001,0.6021,7,5,1:04.9514,2,1:04.9514,2,11:02.0536,Active,True,0,0,2,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",7,0,0,P,0,0,-0.0001,8.9283,12.3728,13.1845,4.2562,420.6160,431.2510,3.0084,30.6629,"",10.6345,6.6108,4.9497,72.2687,64.4595,7.1040,,5.2779,13.9397,8.6618,3.8795,10.6171,21.1040,6.7376,,5.4093,10.4869,5.0776,8.9283,"",13.1845,4.2562,"","",3.0084,30.6629,"","",6.6108,"","","",7.1040,,5.2779,13.9397,8.6618,3.8795,10.6171,21.1040,6.7376,,5.4093,10.4869,5.0776,5,148,254,149.086,149.086,148.168,148.168,2022-02-25T20:51:07.512343Z,99.767,99.767,19.575,
8,0,7,8,-1:02.9514,0.0000,8,9,0.0000,0,0.0000,0,1:07.8915,In Pit,False,0,0,0,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"","","","",13.5066,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,25,2018,,,,,2022-02-25T20:51:07.512343Z,,,,
0,0,7,9,-1:03.4788,0.0000,9,1,0.0000,0,0.0000,0,1:11.6724,In Pit,False,0,0,0,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",0,0,0,P,0,0,-0.0001,"","","","",13.4590,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,,,,,2022-02-25T20:51:07.512343Z,,,,
3,0,7,10,-1:03.4788,0.0000,10,4,0.0000,0,0.0000,0,1:15.8787,In Pit,False,0,0,0,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",0,0,0,P,0,0,-0.0001,"","","","",13.4769,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,,,,,2022-02-25T20:51:07.512343Z,,,,
7,0,7,11,-1:03.4788,0.0000,11,8,0.0000,0,0.0000,0,1:17.4633,In Pit,False,0,0,0,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"","","","",13.3864,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,,,,,2022-02-25T20:51:07.512343Z,,,,
16,0,7,12,-1:03.4788,0.0000,12,17,0.0000,0,0.0000,0,1:18.3149,In Pit,False,0,0,0,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"","","","",13.4696,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,3,879,,,,,2022-02-25T20:51:07.512343Z,,,,
6,0,7,13,-1:03.4788,0.0000,13,7,0.0000,0,0.0000,0,1:20.8123,In Pit,False,0,0,0,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"",13.5492,"","",13.4748,"","","","","","","",82.4883,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,,,,,2022-02-25T20:51:07.512343Z,,,,
12,0,7,14,-1:03.4788,0.0000,14,13,0.0000,0,0.0000,0,1:21.7504,In Pit,False,0,0,0,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",0,0,0,P,0,0,-0.0001,"",13.4504,"","",13.4310,"","","","","","","",82.5785,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,,,,,2022-02-25T20:51:07.512343Z,,,,
1,0,7,15,-1:03.4788,0.0000,15,2,0.0000,0,0.0000,0,1:23.4253,In Pit,False,0,0,0,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,"",0,0,0,P,0,0,-0.0001,"",13.0694,"","",13.4307,"","","","","","","",82.8901,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,2022,,,,,2022-02-25T20:51:07.512343Z,,,,
10,0,7,16,-1:03.4788,0.0000,16,11,0.0000,0,0.0000,0,1:24.0155,In Pit,False,0,0,0,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",0,0,0,P,0,0,-0.0001,"",13.3018,"","",13.4673,"","","","","","","",82.7196,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,12,461,,,,,2022-02-25T20:51:07.512343Z,,,,
17,0,7,17,-1:03.4788,0.0000,17,18,0.0000,0,0.0000,0,1:25.3392,In Pit,False,0,0,0,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"",12.8706,"","",13.4817,"","","","","","","",82.4083,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,,,,,2022-02-25T20:51:07.512343Z,,,,
15,0,7,18,-1:03.4788,0.0000,18,16,0.0000,0,0.0000,0,1:26.0172,In Pit,False,0,0,0,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",0,0,0,P,0,0,-0.0001,"",12.8002,"","",13.6218,"","","","","","","",81.8938,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,,,,,2022-02-25T20:51:07.512343Z,,,,
14,0,7,19,-1:03.4788,0.0000,19,15,0.0000,0,0.0000,0,1:28.1143,In Pit,False,0,0,0,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",0,0,0,P,0,0,-0.0001,"",12.7543,"","","","","","","","","","",83.0923,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,139,580,,,,,2022-02-25T20:51:07.512343Z,,,,
18,0,7,20,-1:03.4788,0.0000,20,19,0.0000,0,0.0000,0,1:28.7920,In Pit,False,0,0,0,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",0,0,0,P,0,0,-0.0001,"",13.3869,"","","","","","","","","","",83.2909,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,1047,,,,,2022-02-25T20:51:07.512343Z,,,,
5,0,7,21,-1:03.4788,0.0000,21,6,0.0000,0,0.0000,0,1:30.8786,In Pit,False,0,0,0,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",0,0,0,P,0,0,-0.0001,"",12.9111,"","","","","","","","","","",83.8440,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,24,963,,,,,2022-02-25T20:51:07.512343Z,,,,
21,0,7,22,-1:03.4788,0.0000,22,22,0.0000,0,0.0000,0,1:31.8908,In Pit,False,0,0,0,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",0,0,0,P,0,0,-0.0001,"",13.4351,"","","","","","","","","","",83.9597,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22,21,850,,,,,2022-02-25T20:51:07.512343Z,,,,
24,0,7,23,-1:03.4788,0.0000,23,25,0.0000,0,0.0000,0,1:36.0600,In Pit,False,0,0,0,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",0,0,0,P,0,0,-0.0001,"",13.7347,"","",13.9485,"","","","","","","",84.7330,"","","","","","","","",31.8764,"","","",14.8399,7.4945,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,,,,,2022-02-25T20:51:07.512343Z,,,,
23,0,7,24,-1:03.4788,0.0000,24,24,0.0000,0,0.0000,0,2:28.2219,In Pit,False,0,0,0,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",0,0,0,P,0,0,-0.0001,"",12.2597,"","","","","","","","","",5.1265,72.2802,"",10.4576,,7.3760,18.6863,11.3103,4.9003,12.9011,25.7501,8.0008,,6.7523,12.8490,6.0967,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,117.184,,100.292,,2022-02-25T20:51:07.512343Z,,,,
9,0,0,25,-1:02.9514,0.0000,25,10,0.0000,0,0.0000,0,4:59.5176,Active,True,0,0,0,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",0,0,0,P,0,0,-0.0001,"",13.5546,"","",305.1160,315.7440,"","","",10.6273,"",5.0328,75.6237,"",8.9751,,6.5573,16.8083,10.2510,4.6523,14.3119,28.1900,9.2926,,7.2511,13.8781,6.6270,"",13.5546,"","",305.1160,315.7440,"","","",10.6273,"",5.0328,75.6237,"",8.9751,,6.5573,16.8083,10.2510,4.6523,14.3119,28.1900,9.2926,,7.2511,13.8781,6.6270,10,1,596,103.712,103.712,116.368,116.368,2022-02-25T20:51:07.512343Z,,,,
22,0,7,26,-1:02.9514,0.0000,26,23,0.0000,0,0.0000,0,6:50.1903,In Pit,False,0,0,0,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",0,0,0,P,0,0,-0.0001,"",13.0594,"","","","","","","",10.9763,"",5.4756,74.4033,"",10.3689,,7.0611,18.1610,11.0999,5.2572,13.6450,27.3384,8.3878,,7.2949,13.6934,6.3985,"","","","","","","","","","","","","","","","","","","","","","","","","","","",23,25,2031,102.349,,87.031,,2022-02-25T20:51:07.512343Z,,,,
19,0,0,1,0.0000,0.0000,1,20,1:02.3036,4,1:02.3036,4,11:12.8252,Active,True,0,0,4,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",1,0,0,P,1,5,1:02.3865,8.6075,11.8583,12.8531,4.2219,287.3450,297.9810,2.9121,28.9107,"",10.6363,6.1111,4.0818,69.6819,62.6872,6.6080,,4.6312,13.1701,8.5389,3.8052,10.4766,20.5398,6.6714,,4.9982,10.0632,5.0530,8.6922,"",12.9360,4.2438,"","",2.9121,"","","",6.1111,"","","","","","","","","","","","","","","","",20,3,2020,155.755,,154.607,,2022-02-25T20:51:43.108763Z,104.007,104.007,38.524,103.869
25,0,1,2,0.4946,0.4946,2,26,1:02.7982,6,1:02.7982,6,11:35.2979,Active,True,0,0,6,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",1,0,0,P,0,0,-0.0001,8.6781,13.2305,12.9281,4.2500,203.5240,214.1190,2.9270,29.1704,"",10.5947,6.2895,4.3625,84.1733,66.7231,6.6415,,4.7708,13.2482,8.4774,3.7883,10.4603,20.6192,6.6720,,5.1252,10.1589,5.0337,8.7480,"",13.0086,4.2606,"","",2.9270,29.1704,"","",6.3017,"","","",6.6415,,4.7741,13.3002,8.5261,3.7883,10.4603,20.6192,6.6720,,5.1252,10.1589,5.0337,26,146,2072,156.710,156.710,154.520,154.520,2022-02-25T20:51:43.108763Z,103.188,103.188,55.918,
11,0,0,3,0.7658,0.2712,3,12,1:03.0694,4,1:03.0694,4,11:28.0286,Active,True,0,0,4,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",3,0,0,P,3,4,1:03.8409,8.6914,11.8622,12.9390,4.2416,279.6140,290.2170,2.9565,29.3413,"",10.6024,6.3974,4.1944,74.7256,65.0422,6.6792,,4.9299,13.3082,8.3783,3.7636,10.4885,20.7891,6.7249,,5.2205,10.3006,5.0801,8.7517,"",12.9933,4.2416,"","","","","","","","","","","","","","","","","","","","","","","",12,2,954,155.400,,153.563,,2022-02-25T20:51:43.108763Z,102.744,102.744,37.673,101.502
