resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5,Best_S6A,Best_S6,Best_S6B,S7,L6,I3,S8,P1,L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,EntrantID,TeamID,DriverID,Best_T5_SPD,T5_SPD,Best_T3_SPD,T3_SPD,time_stamp,BestSpeed,LastSpeed,AverageSpeed,NTBestSpeed
4,0,7,4,0.5561,0.0403,4,5,1:01.6086,6,1:02.0578,9,18:16.7750,In Pit,False,0,0,9,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",1,0,0,P,0,0,-0.0001,8.4975,10.0650,12.6964,4.1989,420.6160,431.2510,2.8885,28.3273,58.9643,10.6345,5.9962,4.9497,72.2687,64.4595,6.4782,,4.5231,12.9213,8.3653,3.7597,10.4072,20.3475,6.6391,,4.9296,9.8920,4.9624,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5,148,254,157.494,,157.981,,2022-02-25T21:03:37.824481Z,105.180,104.419,53.174,
17,0,0,5,0.6402,0.0841,5,18,1:01.6927,5,1:04.0689,6,23:09.5436,Active,True,0,0,6,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",5,0,0,P,0,0,-0.0001,8.5481,12.8706,12.7419,4.1805,13.4817,918.8060,2.9040,28.5926,"",905.3240,6.1309,5.2835,82.4083,65.0072,6.4669,,4.6513,13.0458,8.3945,3.7470,10.3501,20.3464,6.6031,,5.0338,9.9963,4.9625,8.5614,"",12.7419,4.1805,"","",2.9241,"","","",6.5105,"","","","","","","","","","","","","","","","",18,3,522,158.225,,157.585,,2022-02-25T21:03:37.824481Z,105.037,101.141,27.980,
21,0,0,6,0.6538,0.0136,6,22,1:01.7063,4,1:03.8837,5,22:40.8409,Active,True,0,0,5,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",4,0,0,P,0,0,-0.0001,8.5300,13.4351,12.7319,4.1999,937.9550,948.5180,2.9071,28.3131,"",10.5630,6.0539,4.5785,83.9597,67.2242,6.4581,,4.5442,12.8844,8.3344,3.7290,10.4072,20.4489,6.6307,,5.0041,10.0367,5.0326,8.6568,"",12.8755,4.2187,"","",2.9167,28.3131,"","",6.0539,"","","",6.4581,,4.5442,12.8844,8.3402,3.7290,10.4072,"",6.6782,,"","","",22,21,850,156.830,150.900,157.011,157.011,2022-02-25T21:03:37.824481Z,105.014,101.434,23.809,
11,0,1,7,0.6960,0.0422,7,12,1:01.7485,8,7:46.7546,9,23:27.8095,Active,True,0,0,9,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",2,0,0,P,1,7,1:02.3488,8.5732,9.9687,12.8084,4.2234,279.6140,290.2170,2.9043,28.5214,58.9088,10.6024,6.1545,4.1944,74.7256,65.0422,6.4965,,4.6836,12.9661,8.2825,3.7614,10.4073,20.4057,6.6393,,4.9708,9.9344,4.9636,8.8069,"","","","","","","","","","","","","","","","","","","","","","","","","","",12,2,954,157.161,,157.011,,2022-02-25T21:03:37.824481Z,104.942,13.883,41.426,103.931
8,0,0,8,0.7416,0.0456,8,9,1:01.7941,6,1:01.7941,6,23:10.4380,Active,True,0,0,6,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",9,0,0,P,0,0,-0.0001,8.4532,"",12.6814,4.2089,13.5066,933.7110,2.9090,28.5566,"",920.2040,6.0740,4.6382,"",70.3473,6.5054,,4.5733,12.9780,8.4047,3.7438,10.4310,20.4927,6.6872,,5.0772,10.0617,4.9845,8.8056,"",13.2015,4.3959,"","",3.4929,"","","",7.3434,"","","","","","","","","","","","","","","","",9,25,2018,156.650,,155.696,,2022-02-25T21:03:37.824481Z,104.864,104.864,27.962,
24,0,7,9,0.7667,0.0251,9,25,1:01.8192,8,1:01.8192,8,23:04.3932,In Pit,False,0,0,8,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",9,0,0,P,6,2,1:06.3678,8.4979,10.1067,12.6917,4.1938,13.6495,770.0010,2.8952,28.6035,59.2342,756.0520,6.0846,4.0933,84.7330,66.2052,6.4902,,4.6255,13.1335,8.4654,3.8551,10.4849,20.4863,6.6147,,5.0133,9.9957,4.9824,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,157.615,,157.131,,2022-02-25T21:03:37.824481Z,104.822,104.822,37.446,97.638
19,0,0,10,0.7731,0.0064,10,20,1:01.8256,6,7:16.1682,9,22:37.5129,Active,True,0,0,9,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",2,0,0,P,2,5,1:02.3865,8.5961,10.2080,12.8054,4.2093,287.3450,297.9810,2.9088,28.5457,60.1692,10.6087,6.0645,4.0818,69.6819,60.7152,6.4961,,4.5337,12.9563,8.4226,3.7956,10.4075,20.3161,6.6119,,4.8969,9.9086,4.9922,8.6218,"",12.8876,4.2658,"","",2.9250,29.2584,"","",6.2717,"","","",6.5442,,4.9821,13.5175,8.5354,3.8504,11.1742,"",7.3238,,"","","",20,3,2020,157.131,92.712,157.131,156.830,2022-02-25T21:03:37.824481Z,104.811,14.857,42.961,103.869
10,0,0,11,0.8019,0.0288,11,11,1:01.8544,6,1:01.8544,6,22:20.4289,Active,True,0,0,6,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",14,0,0,P,0,0,-0.0001,8.5097,13.3018,12.7145,4.2028,13.4673,871.1190,2.9062,28.5683,"",857.6520,6.0192,4.4716,82.7196,64.0908,6.4496,,4.5169,12.9941,8.4412,3.7309,10.3943,20.5716,6.6574,,5.1224,10.1773,5.0181,8.5097,"",12.7361,4.2264,"","",2.9140,40.4517,"","",6.1072,"","","",6.4496,,15.8594,24.9809,9.1215,4.1467,13.0134,"",8.8667,,6.7371,"","",11,12,461,156.830,78.287,158.348,158.348,2022-02-25T21:03:37.824481Z,104.762,104.762,29.006,
7,0,0,12,0.8828,0.0809,12,8,1:01.9353,6,1:01.9353,6,22:54.1850,Active,True,0,0,6,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",10,0,0,P,0,0,-0.0001,8.5541,"",12.8077,4.2200,13.3864,906.6470,2.9235,28.5178,"",893.2610,6.1349,4.6509,"",69.8577,6.4818,,4.5869,12.9662,8.3793,3.7552,10.4090,20.5005,6.6364,,5.0407,10.0841,5.0336,8.5541,"",12.8077,4.2536,"","",2.9349,28.5178,"","",6.1349,"","","",6.4818,,4.5869,12.9662,8.3793,"","","","","","","","",8,25,326,157.041,,156.920,156.680,2022-02-25T21:03:37.824481Z,104.625,104.625,28.293,
12,0,0,13,0.8893,0.0065,13,13,1:01.9418,4,1:01.9418,4,23:24.8397,Active,True,0,0,4,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",16,0,0,P,0,0,-0.0001,8.5126,13.4504,12.7039,4.1913,13.4310,1069.0700,2.9122,28.7347,"",1055.6400,6.1763,5.3676,82.5785,65.2161,6.5749,,4.6786,13.0713,8.3927,3.7932,10.4421,20.5032,6.6459,,5.0597,10.0399,4.9802,8.5344,"","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,157.312,,155.341,,2022-02-25T21:03:37.824481Z,104.614,104.614,18.451,
6,0,7,14,0.9292,0.0399,14,7,1:01.9817,7,1:01.9879,9,22:47.7279,In Pit,False,0,0,9,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",7,0,0,P,0,0,-0.0001,8.4970,10.2668,12.7290,4.2320,13.4511,698.5680,2.9108,28.6004,59.5056,685.0930,6.1615,5.9763,82.4883,69.7825,6.4375,,4.6442,13.0477,8.4035,3.7678,10.4396,20.4425,6.6393,,5.0210,10.0029,4.9819,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,156.022,,156.920,,2022-02-25T21:03:37.824481Z,104.547,104.537,42.640,
23,0,7,15,0.9763,0.0471,15,24,1:02.0288,7,1:02.0288,7,23:19.0226,In Pit,False,0,0,7,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",12,0,0,P,0,0,-0.0001,8.4725,11.2700,12.6851,4.2126,790.7600,801.6320,2.9100,28.6584,60.6137,10.8726,6.1207,4.4004,72.2802,65.0652,6.4564,,4.7117,13.1669,8.4047,3.8254,10.5253,20.6853,6.6675,,5.0724,10.0597,4.9873,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,157.282,,158.011,,2022-02-25T21:03:37.824481Z,104.468,104.468,32.423,
0,0,0,16,0.9817,0.0054,16,1,1:02.0342,5,1:02.0342,5,23:17.0551,Active,True,0,0,5,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",19,0,0,P,0,0,-0.0001,8.5291,"",12.7535,4.2244,13.4590,999.9630,2.9310,28.7791,"",986.5040,6.1921,4.4284,"",65.2295,6.5194,,4.6782,13.1321,8.4539,3.6979,10.3504,20.5016,6.6525,,5.1352,10.1512,5.0160,8.5426,"",12.7752,4.2326,"","",2.9310,"","","","","","","","","","","","","","","","","","","","",1,12,606,156.710,,155.430,,2022-02-25T21:03:37.824481Z,104.459,104.459,23.192,
15,0,0,17,0.9977,0.0160,17,16,1:02.0502,6,1:02.0502,6,22:51.1128,Active,True,0,0,6,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",12,0,0,P,0,0,-0.0001,8.5504,12.8002,12.7605,4.1860,13.6218,899.6350,2.9027,28.6654,"",886.0130,6.1733,4.3464,81.8938,67.2824,6.4272,,4.6650,13.1490,8.4722,3.7787,10.4000,20.4670,6.6205,,5.0876,10.0670,4.9794,8.5504,"",12.7605,4.2101,"","",2.9159,28.6654,"","",6.1733,"","","",6.4272,,4.6768,13.1490,8.4722,"","","","","","","","",16,139,1010,157.433,,157.131,156.980,2022-02-25T21:03:37.824481Z,104.432,104.432,28.357,
3,0,0,18,1.1939,0.1962,18,4,1:02.2464,5,1:02.2464,5,23:06.3260,Active,True,0,0,5,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",21,0,0,P,0,0,-0.0001,8.5861,"",12.8177,4.2149,13.4769,983.7450,2.9103,28.8336,"",970.2680,6.1876,4.7957,"",67.7177,6.4304,,4.7711,13.2106,8.4395,3.7771,10.4594,20.5533,6.6800,,5.0763,10.0464,4.9701,8.5861,"",12.8177,4.2316,"","",2.9166,"","","",6.1876,"","","",6.4571,,"","","","","","","","","","","",4,24,852,156.680,,158.164,157.889,2022-02-25T21:03:37.824481Z,104.102,104.102,23.371,
14,0,7,19,1.3772,0.1833,19,15,1:02.4297,6,1:04.7537,8,21:12.6899,In Pit,False,0,0,8,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",6,0,0,P,7,3,1:07.1696,8.5378,10.7984,12.7845,4.2249,641.4320,652.0470,2.9078,28.8903,62.7403,10.6150,6.1637,4.7023,83.0923,67.3489,6.4878,,4.6871,13.2435,8.5564,3.8122,10.4900,20.6204,6.6778,,5.1217,10.1304,5.0087,"","","","","","","","","","","","","","","","","","","","","","","","","","","",15,139,580,156.980,,157.859,,2022-02-25T21:03:37.824481Z,103.797,100.072,40.733,96.472
25,0,1,20,1.3994,0.0222,20,26,1:02.4519,9,7:42.5319,11,23:29.7147,Active,True,0,0,11,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",4,0,0,P,0,0,-0.0001,8.6781,10.4568,12.9266,4.2265,203.5240,214.1190,2.9171,28.9084,60.2971,10.5947,6.2253,4.3625,84.1733,66.7231,6.5154,,4.6898,13.2153,8.4577,3.7883,10.4603,20.5824,6.6720,,5.0761,10.0667,4.9906,"",10.4568,"","",393.5690,404.1690,"","","",10.6006,"",4.6233,"","",7.5049,,5.8042,14.6054,8.8012,3.9115,10.7745,21.1723,6.8630,,5.3324,10.3978,5.0654,26,146,2072,156.800,152.362,156.920,132.349,2022-02-25T21:03:37.824481Z,103.760,14.010,50.563,
20,0,7,21,1.4721,0.0727,21,21,1:02.5246,9,1:02.5316,11,18:12.8861,In Pit,False,0,0,11,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",5,0,0,P,4,5,1:03.3612,8.6266,12.0339,12.8797,4.2348,13.5448,192.2340,2.9575,28.8822,61.6858,175.6940,6.2705,4.7048,71.4333,67.5698,6.6020,,4.6094,13.0370,8.4134,3.6924,10.3766,20.6467,6.6805,,5.1394,10.2410,5.0795,"","","","","","","","","","","","","","","","","","","","","","","","","","","",21,21,2071,156.201,,155.933,,2022-02-25T21:03:37.824481Z,103.639,103.628,65.222,102.271
2,0,0,22,1.4777,0.0056,22,3,1:02.5302,10,1:04.6820,11,22:43.3774,Active,True,0,0,11,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",13,0,0,P,0,0,-0.0001,8.6787,10.4909,12.8845,4.2029,257.7890,268.3730,2.8972,28.7621,61.8466,10.5838,6.2139,4.2859,79.6896,62.5706,6.5581,,4.5980,13.0903,8.4923,3.7619,10.3942,20.5898,6.6323,,5.0653,10.0915,5.0146,8.6945,"",12.9270,4.2325,"","",2.8998,28.7621,"","",6.2139,"","","",6.5581,,4.5980,13.0903,8.4923,3.7619,10.3942,"",6.6323,,"","","",3,2,719,157.707,157.707,157.011,157.011,2022-02-25T21:03:37.824481Z,103.630,100.182,52.282,
13,0,0,23,1.7073,0.2296,23,14,1:02.7598,5,9:05.2074,8,23:08.4611,Active,True,0,0,8,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",5,0,0,P,0,0,-0.0001,8.6957,10.3553,12.9356,4.2263,285.7530,296.3400,2.9240,29.2127,60.4842,10.5675,6.2034,4.3075,84.5208,64.5120,6.5225,,4.7654,13.3824,8.5824,3.8480,10.4991,20.6025,6.6500,,5.1120,10.0703,4.9583,9.0893,"",13.3908,4.3015,"","",2.9843,"","","",6.3487,"","","","","","","","","","","","","","","","",14,129,1014,156.800,,156.800,,2022-02-25T21:03:37.824481Z,103.251,11.885,37.336,
5,0,7,24,2.8281,1.1208,24,6,1:03.8806,3,1:03.8806,3,22:11.5957,In Pit,False,0,0,3,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",23,0,0,P,0,0,-0.0001,8.7463,10.7299,12.9973,4.2510,1028.5200,1039.0800,2.9555,29.3739,61.6132,10.5609,6.2965,4.7488,83.8440,72.6616,6.6182,,4.8812,13.5037,8.6225,3.8634,10.6692,21.3289,6.7745,,5.4331,10.5498,5.1167,"","","","","","","","","","","","","","","","","","","","","","","","","","","",6,24,963,153.880,,156.410,,2022-02-25T21:03:37.824481Z,101.439,101.439,14.599,
22,0,0,25,3.1623,0.3342,25,23,1:04.2148,4,1:04.2427,5,23:02.5759,Active,True,0,0,5,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",22,0,0,P,0,0,-0.0001,8.8719,11.6729,13.0872,4.2153,187.0900,197.6740,2.9150,29.8377,"",10.5840,6.3723,5.4756,67.2128,80.8781,6.5872,,4.8261,13.5577,8.7316,3.9682,10.7556,21.2297,6.7448,,5.2817,10.4447,5.1568,9.1216,"",13.3685,4.2469,"","",2.9475,"","","",6.3723,"","","",6.5872,,"","","","","","","","","","","",23,25,2031,154.988,,155.371,155.371,2022-02-25T21:03:37.824481Z,100.911,100.867,23.435,
9,0,0,26,4.1428,0.9805,26,10,1:05.1953,5,1:07.6940,7,18:12.5984,Active,True,0,0,7,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",9,0,0,P,5,6,1:05.3051,8.9253,11.4100,13.1681,4.2428,266.0770,276.6620,2.9716,30.3216,65.7870,10.5844,6.5240,5.0328,75.6237,70.3803,6.9268,,4.7746,13.6376,8.6468,4.0169,10.8131,21.7056,6.7962,,5.5373,10.8712,5.3188,9.0497,11.4100,"","",266.0770,276.6620,"","","",10.5844,"",5.1224,"","",8.1770,,5.7672,15.5193,9.7521,4.3330,"","","","","","","",10,1,596,153.017,,152.390,133.450,2022-02-25T21:03:37.824481Z,99.394,95.725,41.516,99.227
18,0,7,1,0.0000,0.0000,1,19,1:01.0525,5,1:05.3737,6,22:59.0147,In Pit,False,0,0,6,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,0,0,-0.0001,8.4354,9.6885,12.6255,4.1883,888.7500,899.3880,2.8880,28.1770,62.3848,10.6378,6.0192,4.7705,83.2909,69.5424,6.4449,,4.5756,12.8249,8.2493,3.7348,10.2806,20.2500,6.5458,,5.0305,9.9694,4.9389,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,158.317,,158.963,,2022-02-25T21:04:13.641515Z,106.138,99.122,28.194,
16,0,0,2,0.3241,0.3241,2,17,1:01.3766,5,1:06.5154,6,23:36.2430,Active,True,0,0,6,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",2,0,0,P,3,3,1:02.6900,8.4816,"",12.6793,4.1817,13.4696,954.0090,2.9086,28.5075,"",940.5390,6.0810,4.1446,"",66.2023,6.3884,,4.5138,12.9659,8.3763,3.7008,10.2880,20.0979,6.5854,,4.8843,9.8099,4.9256,8.6250,"",12.8488,4.2238,"","",2.9157,"","","",6.0810,"","","",6.3884,,4.5138,"","","","","","","","","","",17,3,879,157.524,,157.161,157.161,2022-02-25T21:04:13.641515Z,105.578,97.421,27.453,103.366
1,0,0,3,0.5158,0.1917,3,2,1:01.5683,7,1:07.3427,8,23:40.8823,Active,True,0,0,8,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,"",3,0,0,P,0,0,-0.0001,8.4792,13.0694,12.6687,4.1856,13.4307,823.8810,2.8894,28.4298,"",810.4510,6.1015,5.1626,82.8901,68.3171,6.4309,,4.6381,12.9962,8.3398,3.7167,10.3542,20.2961,6.6375,,4.9922,9.9419,4.9470,8.5399,"",12.7255,4.1856,"","",2.8903,"","","",6.1147,"","","",6.4366,,"","","","","","","","","","","",2,12,2022,157.707,,158.440,158.440,2022-02-25T21:04:13.641515Z,105.249,96.224,36.484,
4,0,7,4,0.5561,0.0403,4,5,1:01.6086,6,1:02.0578,9,18:16.7750,In Pit,False,0,0,9,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",1,0,0,P,0,0,-0.0001,8.4975,10.0650,12.6964,4.1989,420.6160,431.2510,2.8885,28.3273,58.9643,10.6345,5.9962,4.9497,72.2687,64.4595,6.4782,,4.5231,12.9213,8.3653,3.7597,10.4072,20.3475,6.6391,,4.9296,9.8920,4.9624,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5,148,254,157.494,,157.981,,2022-02-25T21:04:13.641515Z,105.180,104.419,53.174,
17,0,0,5,0.6402,0.0841,5,18,1:01.6927,5,1:04.0689,6,23:09.5436,Active,True,0,0,6,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",5,0,0,P,0,0,-0.0001,8.5481,12.8706,12.7419,4.1805,13.4817,918.8060,2.9040,28.5926,"",905.3240,6.1309,5.2835,82.4083,65.0072,6.4669,,4.6513,13.0458,8.3945,3.7470,10.3501,20.3464,6.6031,,5.0338,9.9963,4.9625,8.5614,"",12.7419,4.1805,"","",2.9241,29.8877,"","",6.5105,"","","",6.6485,,5.0273,13.8046,8.7773,4.0094,10.7041,"",6.6947,,5.3968,"","",18,3,522,158.225,147.447,157.585,155.696,2022-02-25T21:04:13.641515Z,105.037,101.141,27.980,
21,0,0,6,0.6538,0.0136,6,22,1:01.7063,4,1:07.5246,6,23:48.3655,Active,True,0,0,6,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",6,0,0,P,0,0,-0.0001,8.5300,13.4351,12.7319,4.1999,937.9550,948.5180,2.9071,28.3131,"",10.5630,6.0539,4.5785,83.9597,67.2242,6.4581,,4.5442,12.8844,8.3344,3.7290,10.4072,20.4489,6.6307,,5.0041,10.0367,5.0326,8.6908,"",12.9261,4.2353,"","",2.9199,"","","",6.0929,"","","","","","","","","","","","","","","","",22,21,850,156.830,,157.011,,2022-02-25T21:04:13.641515Z,105.014,95.965,27.220,
11,0,0,7,0.6960,0.0422,7,12,1:01.7485,8,7:46.7546,9,23:27.8095,Active,True,0,0,9,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",2,0,0,P,1,7,1:02.3488,8.5732,9.9687,12.8084,4.2234,279.6140,290.2170,2.9043,28.5214,58.9088,10.6024,6.1545,4.1944,74.7256,62.1819,6.4965,,4.6836,12.9661,8.2825,3.7614,10.4073,20.4057,6.6393,,4.9708,9.9344,4.9636,8.8069,"",13.0691,4.2622,"","",2.9529,28.9459,"","",6.2497,"","","",6.5855,,4.7324,13.1578,8.4254,"","","","","","","","",12,2,954,157.161,,157.011,155.696,2022-02-25T21:04:13.641515Z,104.942,13.883,41.426,103.931
7,0,7,8,0.7222,0.0262,8,8,1:01.7747,7,1:01.7747,7,23:55.9597,In Pit,False,0,0,7,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",11,0,0,P,0,0,-0.0001,8.5541,10.5515,12.8077,4.2200,13.3864,906.6470,2.9235,28.5178,59.5185,893.2610,6.1349,4.6509,448.9390,69.8577,6.4818,,4.5869,12.9662,8.3793,3.7507,10.4090,20.4492,6.6364,,5.0096,10.0099,5.0003,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,157.041,,156.920,,2022-02-25T21:04:13.641515Z,104.897,104.897,31.589,
8,0,0,9,0.7416,0.0194,9,9,1:01.7941,6,1:01.7941,6,23:10.4380,Active,True,0,0,6,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",9,0,0,P,0,0,-0.0001,8.4532,"",12.6814,4.2089,13.5066,933.7110,2.9090,28.5566,"",920.2040,6.0740,4.6382,"",70.3473,6.5054,,4.5733,12.9780,8.4047,3.7438,10.4310,20.4927,6.6872,,5.0772,10.0617,4.9845,8.8056,"",13.2015,4.3959,"","",3.4929,33.3161,"","",7.3434,"","","",7.2313,,5.5348,15.2485,9.7137,3.9965,10.7549,"",6.7584,,"","","",9,25,2018,156.650,156.380,155.696,145.740,2022-02-25T21:04:13.641515Z,104.864,104.864,27.962,
24,0,7,10,0.7667,0.0251,10,25,1:01.8192,8,1:01.8192,8,23:04.3932,In Pit,False,0,0,8,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",9,0,0,P,6,2,1:06.3678,8.4979,10.1067,12.6917,4.1938,13.6495,770.0010,2.8952,28.6035,59.2342,756.0520,6.0846,4.0933,84.7330,66.2052,6.4902,,4.6255,13.1335,8.4654,3.8551,10.4849,20.4863,6.6147,,5.0133,9.9957,4.9824,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,157.615,,157.131,,2022-02-25T21:04:13.641515Z,104.822,104.822,37.446,97.638
19,0,0,11,0.7731,0.0064,11,20,1:01.8256,6,1:06.1530,10,23:43.6659,Active,True,0,0,10,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",8,0,0,P,2,5,1:02.3865,8.5961,10.2080,12.8054,4.2093,287.3450,297.9810,2.9088,28.5457,60.1692,10.6087,6.0645,4.0818,69.6819,60.7152,6.4961,,4.5337,12.9563,8.4226,3.7956,10.4075,20.3161,6.6119,,4.8969,9.9086,4.9922,8.8730,"",13.1135,4.2405,"","",2.9102,"","","",6.1541,"","","","","","","","","","","","","","","","",20,3,2020,157.131,,157.131,,2022-02-25T21:04:13.641515Z,104.811,97.955,45.516,103.869
3,0,4,12,0.7772,0.0041,12,4,1:01.8297,6,1:01.8297,6,24:08.1557,Active,True,0,0,6,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",16,0,0,P,0,0,-0.0001,8.5861,"",12.8177,4.2149,13.4769,983.7450,2.9103,28.6353,"",970.2680,6.1876,4.7957,"",67.7177,6.4304,,4.6929,13.0740,8.3811,3.7298,10.3933,20.3767,6.6635,,4.9906,9.9834,4.9701,8.5861,"",12.8177,4.2316,"","",2.9166,28.6353,"","",6.1876,"","","",6.4571,,4.6929,13.0740,8.3811,3.7298,10.3933,20.3767,6.6635,,4.9906,9.9834,4.9928,4,24,852,156.920,156.920,158.164,157.889,2022-02-25T21:04:13.641515Z,104.804,104.804,26.848,
10,0,5,13,0.8019,0.0247,13,11,1:01.8544,6,1:17.9805,7,23:38.4094,Active,True,0,0,7,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",9,0,0,P,0,0,-0.0001,8.5035,13.3018,12.7044,4.2009,13.4673,871.1190,2.9015,28.5683,"",857.6520,6.0192,4.4716,82.7196,64.0908,6.4117,,4.4967,12.9941,8.4412,3.7309,10.3943,20.5716,6.6574,,5.1224,10.1773,5.0181,8.5035,"",12.7044,4.2009,"","",2.9015,"","","",6.1069,"","","",6.4117,,4.4967,"","","","","","","","","","",11,12,461,156.830,,158.994,158.994,2022-02-25T21:04:13.641515Z,104.762,83.098,31.979,
15,0,7,14,0.8100,0.0081,14,16,1:01.8625,7,1:01.8625,7,23:52.9753,In Pit,False,0,0,7,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",12,0,0,P,0,0,-0.0001,8.5504,10.5778,12.7605,4.1860,13.6218,899.6350,2.9027,28.6654,59.6798,886.0130,6.1733,4.3464,81.8938,67.2824,6.4272,,4.6650,13.1490,8.4722,3.7787,10.3666,20.4366,6.5751,,5.0541,10.0670,4.9794,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,157.798,,157.131,,2022-02-25T21:04:13.641515Z,104.748,104.748,31.654,
12,0,5,15,0.8893,0.0793,15,13,1:01.9418,4,1:01.9418,4,23:24.8397,Active,True,0,0,4,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",16,0,0,P,0,0,-0.0001,8.5126,13.4504,12.7039,4.1913,13.4310,1069.0700,2.9122,28.4960,"",1055.6400,6.1285,5.3676,82.5785,65.2161,6.5094,,4.5451,12.9293,8.3842,3.7029,10.4421,20.5032,6.6459,,5.0597,10.0399,4.9802,8.5344,"",12.7465,4.2121,"","",2.9288,28.4960,"","",6.1285,"","","",6.5094,,4.5451,12.9293,8.3842,3.7029,"","","","","","","",13,21,400,157.312,,156.800,156.800,2022-02-25T21:04:13.641515Z,104.614,104.614,18.451,
