resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_TSF_SPD,Best_S1,Best_I1,Best_L4,Best_L5,Best_L7,Best_L3,Best_S2A,Best_S2,Best_S2B,Best_T2_SPD,Best_S3A,Best_S3,Best_S3B,Best_S3C,Best_S3D,Best_S4,Best_I2,Best_T4_SPD,Best_S5A,Best_S5,Best_S5B,Best_S6,Best_S7A,Best_S7,Best_I3,Best_S7B,Best_T7_SPD,Best_S8,Best_L6,Best_PIC,Best_S9,Best_P1,Best_L2,Best_P2,TSF_SPD,S1,I1,L4,L5,L7,L3,S2A,S2,S2B,T2_SPD,S3A,S3,S3B,S3C,S3D,S4,I2,T4_SPD,S5A,S5,S5B,S6,S7A,S7,I3,S7B,T7_SPD,S8,L6,PIC,S9,P1,L2,P2,EntrantID,TeamID,DriverID,LastSpeed,time_stamp,Passed,Passes,BestSpeed,AverageSpeed,NTBestSpeed,T2,T4,T7,TSF
21,0,0,22,1 LAPS,0.1807,22,22,1:24.0639,5,1:24.0639,5,9:38.5080,Active,True,1,2,3,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,197,197,"",22,150,0,P,0,0,-0.0001,166.772,2.8198,37.3663,131.2720,15.0365,596.9200,115.4630,4.3960,11.0691,6.6120,166.262,8.0499,23.1886,4.9657,5.9595,3.8963,8.6997,30.5439,168.158,6.2539,12.5823,6.3284,9.2619,5.2880,8.8718,14.6017,3.5482,120.697,1.9659,5.3482,2.5842,3.7054,18.9838,26.8525,7.8136,156.440,3.1408,37.5701,"","","","",4.6024,11.2407,6.6383,166.262,8.0499,23.1886,5.0749,6.1675,3.8963,8.6997,30.5439,168.158,6.2539,12.5823,6.3284,9.2619,5.4370,8.9852,"",3.5482,120.697,1.9659,"","","","","","",6,25,1087,100.638,2021-06-13T17:02:00.324976Z,,1,100.638,73.119,,,,,
17,0,0,23,1 LAPS,0.6354,23,18,1:23.6694,5,1:23.6694,5,9:39.1434,Active,True,1,2,3,Green,60,Jack,Harvey,IndyCar,D/H/F,Veteran,Meyer Shank Racing,142,142,"",23,150,0,P,0,0,-0.0001,165.490,2.9008,36.9404,132.7840,14.9743,600.5450,115.2530,4.3451,11.0026,6.6575,163.987,8.0735,23.0370,4.8229,6.0605,3.9431,8.7378,30.7056,166.536,6.2696,12.6289,6.3593,9.3389,5.3747,8.9077,14.6439,3.5330,121.732,1.9472,6.3306,2.8219,3.7208,9.4217,30.9933,8.1407,155.666,3.1228,37.4154,"","","","",4.5493,11.2285,6.6792,163.987,8.0735,23.0641,4.9074,6.1401,3.9431,8.7378,30.7056,166.536,6.2696,12.6289,6.3593,9.3389,5.3747,8.9077,"",3.5330,121.732,1.9472,"","","","","","",24,148,850,101.112,2021-06-13T17:02:00.324976Z,,3,101.112,73.039,,,,,
22,0,0,24,1 LAPS,1.6091,24,23,1:23.6516,5,1:23.6516,5,9:40.7525,Active,True,1,2,3,Green,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,93,6,"",24,150,0,P,0,0,-0.0001,163.899,2.8454,36.8542,130.6240,14.9715,597.7860,115.0050,4.6040,11.3766,6.7726,160.852,7.8891,22.6142,4.9496,5.8676,3.9079,8.8877,30.5659,163.945,6.0244,12.2481,6.1731,9.4301,5.3556,8.9929,15.0367,3.6373,118.680,2.0293,5.5979,2.6545,3.7876,9.5320,26.9869,7.8586,163.899,2.8634,36.8542,"","","","",4.6040,11.3766,6.7726,160.852,7.8891,22.6142,4.9496,5.8676,3.9079,8.8877,30.5659,163.023,6.0750,12.2481,6.1731,9.4301,5.3556,8.9929,"",3.6373,118.680,"","","","","","","",5,24,920,101.134,2021-06-13T17:02:00.324976Z,1,,101.134,72.837,,,,,
14,0,0,25,2 LAPS,1 LAPS,25,15,1:22.2052,4,1:22.2052,4,9:41.2790,Active,True,1,1,3,Green,59,Max,Chilton,IndyCar,D/C/F,Veteran,Carlin,56,41,"",25,150,0,P,0,0,-0.0001,164.096,2.9280,36.0913,261.8450,14.2274,623.0390,87.8449,4.4124,11.1461,6.7337,162.638,7.6023,22.0172,4.7511,5.7998,3.8640,8.7548,30.4042,166.502,6.2674,12.4480,6.1806,9.2014,5.4405,9.1029,14.9182,3.6624,118.228,2.0211,6.4835,3.0006,3.7446,37.0892,44.8482,7.7590,157.222,3.0158,36.7335,"","","","",4.4581,11.2126,6.7545,161.972,7.8660,22.5051,4.8602,5.8790,3.8999,8.7548,30.4042,166.502,6.2674,12.4480,6.1806,9.2014,5.4405,9.1029,"",3.6624,118.228,"","","","","","","",23,147,922,102.913,2021-06-13T17:02:00.324976Z,6,,102.913,58.216,,,,,
0,0,1,1,0.0000,0.0000,1,1,1:19.6531,6,1:19.6531,6,10:45.9745,Active,True,0,0,6,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,258,258,"",1,150,0,P,1,8,1:19.6531,165.624,2.6975,34.9363,"",22.9512,"",130.2030,4.2933,10.9166,6.6175,163.749,7.6354,21.2920,4.4678,5.5432,3.6456,8.7921,29.4684,164.410,5.8151,11.7492,5.9341,8.9209,5.1239,8.5289,14.3300,3.4050,123.027,1.9728,"","",3.7095,"","","",165.624,2.6975,34.9363,"","","","",4.2933,10.9468,6.6535,163.276,7.6354,21.2920,4.4678,5.5432,3.6456,8.7921,29.4684,164.078,5.8151,11.7492,5.9341,8.9271,5.1239,8.5289,"",3.4050,123.027,"","","","","","","",1,12,606,106.211,2021-06-13T17:03:01.232110Z,,,106.211,78.579,106.211,,,,
1,0,1,2,2.4392,2.4392,2,2,1:19.7684,6,1:19.7684,6,10:48.4137,Active,True,0,0,6,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,210,210,"",2,150,0,A,0,0,-0.0001,165.960,2.6921,35.0921,"",23.6666,"",130.1250,4.2330,10.8030,6.5520,163.953,7.6395,21.5970,4.5097,5.7413,3.7065,8.7582,29.6155,164.177,5.8106,11.8984,6.0878,8.9403,5.1375,8.5938,14.2222,3.3605,124.692,1.9388,"","",3.6896,"","","",165.960,2.6921,35.0921,"","","","",4.2330,10.8030,6.5700,163.648,7.6395,21.5970,4.5097,5.7413,3.7065,8.7768,29.6155,164.177,5.8106,11.8984,6.0878,8.9403,5.1375,"","","",,"","","","","","","",16,3,879,106.057,2021-06-13T17:03:01.232110Z,,,106.057,78.283,,,,"",
3,0,1,3,3.2261,0.7869,3,4,1:19.9215,6,1:19.9215,6,10:49.2006,Active,True,0,0,6,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,298,298,"",3,150,0,A,0,0,-0.0001,166.027,2.7377,34.9732,"",23.3379,"",129.7120,4.2777,10.8685,6.5908,164.945,7.5934,21.3670,4.4455,5.6353,3.6928,8.7299,29.5173,166.536,5.7666,11.7499,5.9833,8.9629,5.1393,8.7227,14.4256,3.5148,120.250,1.9860,"","",3.7169,"","","",166.027,2.7377,34.9732,"","","","",4.2777,10.8685,6.5908,164.945,7.5934,21.3670,4.4455,5.6353,3.6928,8.8045,29.5173,165.214,5.7666,11.7499,5.9833,8.9629,5.1393,"","","",,"","","","","","","",8,25,2018,105.854,2021-06-13T17:03:01.232110Z,,,105.854,78.188,,,,"",
6,0,1,4,4.1537,0.9276,4,7,1:20.2557,6,1:20.2557,6,10:50.1282,Active,True,0,0,6,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,160,160,"",4,150,0,A,0,0,-0.0001,165.289,2.8574,35.1881,"",23.5779,"",129.5300,4.3734,11.0694,6.6960,163.648,7.5900,21.2524,4.4345,5.5734,3.6545,8.6836,29.3766,166.434,5.8192,11.7997,5.9805,8.8933,5.2265,8.7531,14.4264,3.5266,120.954,1.9767,"","",3.6966,"","","",165.289,2.8663,35.1881,"","","","",4.3734,11.0694,6.6960,163.512,7.5900,21.2524,4.4345,5.5734,3.6545,8.6836,29.3766,166.434,5.8192,11.7997,5.9805,8.8933,"","","","",,"","","","","","","",17,3,522,105.413,2021-06-13T17:03:01.232110Z,,1,105.413,78.077,,,,"",
8,0,1,5,5.0881,0.9344,5,9,1:20.4002,6,1:20.4002,6,10:51.0626,Active,True,0,0,6,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,209,209,"",5,150,0,A,0,0,-0.0001,167.249,2.7074,34.9588,"",23.5117,"",129.5110,4.2852,10.9020,6.6168,165.186,7.6515,21.3494,4.4614,5.5836,3.6529,8.7438,29.7041,166.229,5.8969,11.9319,6.0350,9.0284,5.2249,8.7507,14.4272,3.5258,120.463,1.9811,"","",3.6954,"","","",167.249,2.7074,34.9588,"","","","",4.2852,10.9020,6.6168,165.186,7.6515,21.3494,4.4614,5.5836,3.6529,8.7438,29.7041,166.229,5.8969,11.9319,6.0350,9.0284,"","","","",,"","","","","","","",11,21,400,105.224,2021-06-13T17:03:01.232110Z,,,105.224,77.965,,,,"",
10,0,1,6,5.6280,0.5399,6,11,1:20.3769,6,1:20.3769,6,10:51.6025,Active,True,0,0,6,Green,18,Ed,Jones,IndyCar,D/H/F,Veteran,Dale Coyne Racing with Vasser Sullivan,128,128,"",6,150,0,A,0,0,-0.0001,168.143,2.7573,35.3171,"",24.2309,"",129.9710,4.3415,10.9015,6.5600,165.740,7.8155,21.6583,4.4486,5.6164,3.7778,8.8174,29.7513,164.811,5.9589,11.9587,5.9998,8.9752,5.1623,8.6034,14.2437,3.4411,122.431,1.9599,"","",3.6804,"","","",168.143,2.7573,35.3171,"","","","",4.3415,10.9015,6.5600,165.740,7.8155,21.6583,4.4486,5.6164,3.7778,8.8174,29.7513,164.443,5.9589,11.9587,5.9998,8.9752,"","","","",,"","","","","","","",12,129,918,105.254,2021-06-13T17:03:01.232110Z,,,105.254,77.900,,,,"",
5,0,1,7,6.4308,0.8028,7,6,1:20.2600,6,1:20.2600,6,10:52.4053,Active,True,0,0,6,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,263,263,"",7,150,0,A,0,0,-0.0001,163.114,2.7969,35.2236,"",24.2258,"",128.6290,4.2701,10.8006,6.5305,165.428,7.8157,21.6099,4.4734,5.6290,3.6918,8.7105,29.8379,166.639,5.9490,11.9443,5.9953,9.1331,5.2837,8.8572,14.5505,3.5251,121.580,1.9706,"","",3.6949,"","","",163.114,2.7969,35.2236,"","","","",4.2759,10.8168,6.5409,164.773,7.8157,21.6099,4.4734,5.6290,3.6918,8.7605,29.8379,166.229,5.9490,11.9443,5.9953,9.1331,"","","","",,"","","","","","","",7,25,326,105.407,2021-06-13T17:03:01.232110Z,1,,105.407,77.804,,,,"",
7,0,1,8,6.9696,0.5388,8,8,1:20.1721,6,1:20.1721,6,10:52.9441,Active,True,0,0,6,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,173,126,"",8,148,0,A,0,0,-0.0001,167.249,2.7592,35.2068,"",23.6152,"",129.3160,4.3135,10.9273,6.6038,165.289,7.6397,21.4671,4.5744,5.5836,3.6682,8.7802,29.8491,166.707,5.8123,11.8952,6.0829,9.1493,5.3610,8.8804,14.5613,3.5194,120.144,1.9802,"","",3.6986,"","","",167.249,2.7592,35.2068,"","","","",4.3135,10.9805,6.6670,164.055,7.6397,21.4671,4.5756,5.5836,3.6682,8.8046,29.8491,166.365,5.8123,11.8952,6.0829,9.1493,"","","","",,"","","","","","","",13,139,580,105.523,2021-06-13T17:03:01.232110Z,,,105.523,77.740,,,,"",
11,0,1,9,7.5298,0.5602,9,12,1:20.4937,6,1:20.4937,6,10:53.5043,Active,True,0,0,6,Green,45,Santino,Ferrucci,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,107,107,"",9,150,0,A,0,0,-0.0001,169.607,2.8163,35.5181,"",24.5651,"",130.4300,4.2969,10.8276,6.5307,166.577,7.7388,21.8742,4.6570,5.7752,3.7032,8.7537,29.7615,167.085,5.8811,11.9719,6.0908,9.0335,5.1737,8.6745,14.3347,3.5008,121.515,1.9584,"","",3.6535,"","","",167.523,2.8163,35.5181,"","","","",4.2969,10.8276,6.5307,166.577,7.7388,21.8742,4.6570,5.7752,3.7032,8.7561,29.7615,167.085,5.8811,11.9719,6.0908,9.0335,"","","","",,"","","","","","","",34,21,1064,105.101,2021-06-13T17:03:01.232110Z,,1,105.101,77.674,,,,"",
15,0,1,10,7.9588,0.4290,10,16,1:20.3512,6,1:20.3512,6,10:53.9333,Active,True,0,0,6,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,268,268,"",10,147,0,A,0,0,-0.0001,169.116,2.8385,35.5902,"",24.6382,"",131.7150,4.3785,10.9727,6.5942,165.670,7.7320,21.7790,4.5650,5.7308,3.7396,8.7242,30.0787,164.543,5.9379,11.9714,6.0335,9.0875,5.2516,8.7521,14.3999,3.5005,120.719,1.9660,"","",3.6540,"","",7.9001,162.273,2.8385,35.5902,"","","","",4.3785,10.9727,6.5942,162.873,7.7320,21.7790,4.5650,5.7424,3.7396,8.7551,"",164.343,5.9379,11.9714,6.0335,"","","","","",,"","","","","","","",4,24,852,105.288,2021-06-13T17:03:01.232110Z,,3,105.288,77.623,,,,"",
9,0,1,11,8.4158,0.4570,11,10,1:20.4168,6,1:20.4168,6,10:54.3903,Active,True,0,0,6,Green,22,Simon,Pagenaud,IndyCar,D/C/F,Veteran,Team Penske,238,238,"",11,146,0,A,0,0,-0.0001,167.249,2.8567,35.6524,"",23.8236,"",129.6610,4.3263,10.8732,6.5219,167.070,7.7440,21.9225,4.6153,5.8063,3.7569,8.6713,30.0169,167.291,5.9284,11.9334,6.0050,9.1510,5.2943,8.7896,14.4155,3.4953,121.884,1.9616,"","",3.6643,"","","",167.249,2.8567,35.6524,"","","","",4.3263,10.8732,6.5469,166.542,7.7440,21.9225,4.6153,5.8063,3.7569,8.6713,"",167.291,5.9284,11.9334,6.0050,"","","","","",,"","","","","","","",15,12,658,105.202,2021-06-13T17:03:01.232110Z,2,,105.202,77.568,,,,"",
16,0,1,12,8.8053,0.3895,12,17,1:20.5507,6,1:20.5507,6,10:54.7798,Active,True,0,0,6,Green,28,Ryan,Hunter-Reay,IndyCar,D/H/F,Veteran,Andretti Autosport,121,121,"",12,150,0,A,0,0,-0.0001,166.365,2.8768,35.6510,"",24.3055,"",130.7570,4.3802,10.9709,6.5907,166.858,7.7215,21.8033,4.6099,5.7231,3.7488,8.6495,30.0230,167.568,5.9187,11.9802,6.0615,9.1411,5.2368,8.7615,14.4042,3.5247,121.148,1.9629,"","",3.6768,"","",8.0111,166.365,2.8768,35.6510,"","","","",4.3802,10.9709,6.5907,164.945,7.7215,21.8033,4.6099,5.7231,3.7488,8.6837,"",167.568,5.9187,11.9802,6.0615,"","","","","",,"","","","","","","",18,3,442,105.027,2021-06-13T17:03:01.232110Z,,3,105.027,77.522,,,,"",
19,0,1,13,9.6927,0.8874,13,20,1:20.6435,6,1:20.6435,6,10:55.6672,Active,True,0,0,6,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,158,158,"",13,150,0,P,0,0,-0.0001,167.660,2.6900,35.4631,"",23.2674,"",130.4480,4.3856,11.0159,6.6303,165.186,7.7368,21.7217,4.5708,5.6905,3.7236,8.7976,30.3042,166.297,6.0008,12.0862,6.0854,9.1211,5.2585,8.7699,14.4619,3.5114,120.441,1.9843,"","",3.7077,"","",8.5599,167.386,2.6900,35.4631,"","","","",4.4153,11.0514,6.6361,160.950,7.7368,21.7217,4.5708,5.6905,3.7236,8.8107,"",164.477,6.0008,12.0862,6.0854,"","","","","",,"","","","","","","",9,12,461,104.906,2021-06-13T17:03:01.232110Z,,2,104.906,77.417,,,,"",
20,0,1,14,10.1849,0.4922,14,21,1:20.9594,6,1:20.9594,6,10:56.1594,Active,True,0,0,6,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,170,170,"",14,143,0,A,0,0,-0.0001,166.704,2.8336,35.6764,"",23.5734,"",130.0980,4.4130,11.0209,6.5445,167.105,7.6753,21.7783,4.5899,5.7573,3.7558,8.7349,30.3811,166.673,5.9475,12.0235,6.0760,9.2536,5.2802,8.8077,14.4404,3.5275,120.997,1.9551,"","",3.6385,"","",8.9513,166.704,2.8336,35.6764,"","","","",4.4130,11.0645,6.6515,164.807,7.6753,21.7783,4.5899,5.7573,3.7558,8.7349,"",166.673,5.9475,12.0235,6.0760,"","","","","",,"","","","","","","",2,12,2022,104.497,2021-06-13T17:03:01.232110Z,,2,104.497,77.359,,,,"",
13,0,1,15,10.6806,0.4957,15,14,1:20.9401,6,1:20.9401,6,10:56.6551,Active,True,0,0,6,Green,29,James,Hinchcliffe,IndyCar,D/H/F,Veteran,Andretti Steinbrenner Autosport,102,102,"",15,150,0,P,0,0,-0.0001,165.825,2.8567,35.5762,"",24.0475,"",129.9870,4.4096,11.0181,6.6085,165.048,7.6486,21.7014,4.5077,5.7202,3.7312,8.7080,30.2665,166.879,5.9673,12.0860,6.0967,9.3068,5.3202,8.8666,14.5443,3.5464,120.060,1.9866,"","",3.6911,"","","",165.825,2.8567,35.5762,"","","","",4.4096,11.0181,6.6085,165.048,7.6486,21.7014,4.5077,5.7731,3.7720,8.7080,"",166.879,5.9673,12.0860,6.1187,"","","","","",,"","","","","","","",19,3,480,104.522,2021-06-13T17:03:01.232110Z,6,,104.522,77.301,,,,"",
23,0,1,16,11.3550,0.6744,16,24,1:20.9383,6,1:20.9383,6,10:57.3295,Active,True,0,0,6,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,88,88,"",16,141,0,A,0,0,-0.0001,167.592,2.8662,35.6727,"",24.4151,"",133.3320,4.4100,10.9736,6.5636,166.788,7.8236,21.8329,4.5718,5.6128,3.7732,8.7495,30.3405,166.639,5.9719,12.1179,6.1460,9.1955,5.2921,8.8313,14.4994,3.5392,118.660,1.9771,"","",3.6910,"","",8.3390,167.592,2.8662,35.6727,"","","","",4.4100,10.9736,6.5636,166.788,7.8236,21.8329,4.5793,5.6128,3.8172,8.8248,"",165.483,5.9719,12.1179,6.1460,"","","","","",,"","","","","","","",3,2,719,104.524,2021-06-13T17:03:01.232110Z,,1,104.524,77.222,,,,"",
2,0,1,17,11.5339,0.1789,17,3,1:20.7584,6,1:20.7584,6,10:57.5084,Active,True,1,2,4,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,244,244,"",17,143,0,P,0,0,-0.0001,167.592,2.9061,35.9790,132.2440,18.5926,607.0340,127.1360,4.4132,10.9700,6.5568,168.243,8.0274,21.9086,4.5741,5.5621,3.7418,8.6107,30.1718,169.281,5.9137,12.0675,6.1538,9.1482,5.2420,8.8310,14.4196,3.5561,119.345,1.9560,5.6131,2.4196,3.6326,9.4038,27.7709,18.3671,160.239,2.9061,35.9790,"","","","",4.4468,11.1643,6.7175,165.117,8.0274,21.9086,4.5773,5.5621,3.7418,8.7671,"",166.982,5.9137,12.0675,6.1538,"","","","","",,"","","","","","","",14,139,1010,104.757,2021-06-13T17:03:01.232110Z,,1,104.757,77.201,,,,"",
18,0,4,18,12.1949,0.6610,18,19,1:20.5428,6,1:20.5428,6,10:58.1694,Active,True,1,2,4,Green,30,Takuma,Sato,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,175,175,"",19,150,0,P,0,0,-0.0001,167.592,2.7985,36.1226,133.9880,15.3307,599.1650,116.3370,4.3067,10.8726,6.5659,166.612,7.7834,22.0750,4.6130,5.8281,3.8505,8.8031,30.0242,166.127,5.9885,12.1436,6.1486,9.0623,5.1879,8.6921,14.3646,3.5042,121.732,1.9720,6.4966,2.9433,3.6822,18.9118,26.7411,7.8293,167.112,2.7985,36.1226,"","","","",4.3067,10.8726,6.5659,166.612,7.9654,22.4515,4.6500,5.9610,3.8751,8.8155,"",165.012,5.9885,12.1436,6.1551,"","","","","",,"","","","","","","",20,21,543,105.037,2021-06-13T17:03:01.232110Z,,5,105.037,77.123,,,,"",
4,0,4,19,13.0787,0.8838,19,5,1:20.9141,6,1:20.9141,6,10:59.0532,Active,True,1,2,4,Green,51,Romain,Grosjean,IndyCar,D/H/F,Rookie,Dale Coyne Racing w/Rick Ware Racing,134,100,"",20,140,0,P,0,0,-0.0001,166.432,2.7427,35.7494,129.9440,14.7694,610.7710,120.9510,4.3330,10.9387,6.5520,168.745,7.7672,22.0680,4.6491,5.7809,3.8285,8.8226,30.2965,166.263,5.9580,12.0663,6.1083,9.1697,5.1038,8.5356,14.2007,3.4318,122.607,1.9589,5.8593,2.3136,3.7062,9.3800,27.5476,18.1676,166.432,2.7427,35.7494,"","","","",4.3330,10.9387,6.6057,164.945,7.7672,22.0680,4.6562,5.8161,3.8285,8.8226,"",166.263,5.9580,12.0663,6.1083,"","","","","",,"","","","","","","",22,129,2047,104.555,2021-06-13T17:03:01.232110Z,2,2,104.555,77.020,,,,"",
12,0,4,20,14.0313,0.9526,20,13,1:21.6785,6,1:21.6785,6,11:00.0058,Active,True,1,2,4,Green,14,Sebastien,Bourdais,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,118,118,"",21,139,0,P,0,0,-0.0001,167.936,2.7961,35.3479,132.8910,15.2145,608.1890,115.7720,4.4118,11.0338,6.5820,168.100,7.4871,21.5180,4.5229,5.7276,3.7804,8.4403,29.8609,173.628,5.9481,12.0314,6.0833,9.1138,5.2661,8.7981,14.4710,3.5320,119.785,1.9810,6.7704,3.1788,3.6902,19.5532,27.3926,7.8394,167.936,2.7961,35.3479,"","","","",4.4118,11.0338,6.6220,164.328,7.4871,21.5180,4.5229,5.7276,3.7804,8.7124,"",168.473,5.9481,12.0314,6.0833,"","","","","",,"","","","","","","",10,2,371,103.577,2021-06-13T17:03:01.232110Z,5,2,103.577,76.908,,,,"",
24,0,1,21,15.1121,1.0808,21,25,1:23.5778,6,1:23.5778,6,11:01.0866,Active,True,0,0,6,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,119,40,"",18,146,0,A,0,0,-0.0001,167.249,2.7817,36.7785,"",24.2406,"",133.4400,4.3731,11.0079,6.6348,166.683,8.3387,22.9889,4.8857,5.7544,3.9129,8.8357,31.0576,166.502,6.4528,12.8779,6.2920,9.2866,5.3380,8.9561,14.7165,3.6181,117.332,2.0209,"","",3.7089,"","",7.8398,165.490,2.7817,36.7785,"","","","",4.3731,11.0079,6.6348,164.362,8.3888,22.9889,4.8857,5.8015,3.9129,8.8357,"",155.285,6.4564,"","","","","","","",,"","","","","","","",21,25,2031,101.223,2021-06-13T17:03:01.232110Z,5,,101.223,76.783,,,,"",
21,0,1,22,15.2667,0.1546,22,22,1:22.7332,6,1:22.7332,6,11:01.2412,Active,True,1,2,4,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,197,197,"",22,150,0,P,0,0,-0.0001,166.772,2.8198,35.7703,131.2720,15.0365,596.9200,115.4630,4.3960,10.9082,6.5013,168.601,7.8083,21.9401,4.6261,5.7403,3.7654,8.6997,30.5439,168.158,5.7518,11.7393,5.9875,9.2619,5.2880,8.8718,14.6017,3.5482,120.697,1.9659,5.3482,2.5842,3.6681,18.9838,26.8525,7.8136,156.860,2.9220,35.7703,"","","","",4.4069,10.9082,6.5013,168.601,7.8083,21.9401,4.6261,5.7403,3.7654,8.7094,"",166.059,5.7518,11.7393,5.9875,"","","","","",,"","","","","","","",6,25,1087,102.256,2021-06-13T17:03:01.232110Z,,2,102.256,76.765,,,,"",
17,0,1,23,15.7975,0.5308,23,18,1:22.6286,6,1:22.6286,6,11:01.7720,Active,True,1,2,4,Green,60,Jack,Harvey,IndyCar,D/H/F,Veteran,Meyer Shank Racing,142,142,"",23,147,0,P,0,0,-0.0001,165.490,2.9008,36.4821,132.7840,14.9743,600.5450,115.2530,4.3451,10.9382,6.5312,167.743,7.8923,22.5634,4.8229,5.9779,3.8398,8.4309,30.7056,172.888,5.9516,11.9369,5.9853,9.3389,5.3747,8.9077,14.5076,3.5330,121.732,1.9472,6.3306,2.8219,3.6527,9.4217,30.9933,8.1407,159.989,2.9805,36.4821,"","","","",4.4070,10.9382,6.5312,167.743,7.8923,22.5634,4.8534,5.9779,3.8398,8.4309,"",172.888,5.9516,11.9369,5.9853,"","","","","",,"","","","","","","",24,148,850,102.386,2021-06-13T17:03:01.232110Z,,4,102.386,76.703,,,,"",
22,0,1,24,16.9425,1.1450,24,23,1:22.1645,6,1:22.1645,6,11:02.9170,Active,True,1,2,4,Green,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,93,6,"",24,150,0,P,0,0,-0.0001,165.557,2.8454,36.3805,130.6240,14.9715,597.7860,115.0050,4.4819,11.2253,6.7434,160.852,7.8400,22.2813,4.7839,5.8066,3.8508,8.8140,30.5659,165.483,5.9652,12.2481,6.1731,9.4301,5.3556,8.9929,14.7444,3.6373,118.680,2.0015,5.5979,2.6545,3.7500,9.5320,26.9869,7.8586,165.557,2.8739,36.3805,"","","","",4.4819,11.2253,6.7434,160.428,7.8400,22.2813,4.7839,5.8066,3.8508,8.8140,"",165.483,5.9652,"","","","","","","",,"","","","","","","",5,24,920,102.964,2021-06-13T17:03:01.232110Z,1,,102.964,76.571,,,,"",
14,0,1,25,1 LAPS,1 LAPS,25,15,1:21.9278,5,1:21.9278,5,11:03.2068,Active,True,1,1,4,Green,59,Max,Chilton,IndyCar,D/C/F,Veteran,Carlin,56,41,"",25,148,0,P,0,0,-0.0001,164.096,2.9129,36.0913,261.8450,14.2274,623.0390,87.8449,4.4124,11.1117,6.6558,165.117,7.6023,22.0172,4.7511,5.7998,3.8475,8.7548,30.4042,166.502,5.9644,12.4480,6.1806,9.2014,5.4405,9.1029,14.7901,3.6624,118.228,1.9971,6.4835,3.0006,3.6901,37.0892,44.8482,7.7590,163.767,2.9129,36.4999,"","","","",4.4559,11.1117,6.6558,165.117,7.8766,22.4753,4.7912,5.9600,3.8475,8.8292,"",165.382,5.9644,"","","","","","","",,"","","","","","","",23,147,922,103.262,2021-06-13T17:03:01.232110Z,6,,103.262,63.781,,,,"",
0,0,1,1,0.0000,0.0000,1,1,1:18.5934,7,1:18.5934,7,12:04.5679,Active,True,0,0,7,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,258,258,"",1,150,0,P,1,9,1:18.5934,165.624,2.6975,34.7372,"",22.9512,"",130.2030,4.2539,10.9016,6.6175,163.749,7.5583,21.0834,4.4218,5.4896,3.6137,8.7921,29.4684,164.410,5.7738,11.7492,5.9341,8.9209,5.1239,8.5289,14.1887,3.4050,123.027,1.9573,"","",3.7025,"","","",165.624,2.7522,34.7372,"","","","",4.2539,10.9016,6.6477,162.438,7.5583,21.0834,4.4218,5.4896,3.6137,8.8030,"",164.011,5.7738,"","","","","","","",,"","","","","","","",1,12,606,107.643,2021-06-13T17:04:02.146557Z,,,107.643,81.731,107.643,,,"",
