resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5,Best_S6A,Best_S6,Best_S6B,S7,L6,I3,S8,P1,L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,EntrantID,TeamID,DriverID,time_stamp,Best_T3_SPD,T3_SPD,Best_T5_SPD,T5_SPD,BestSpeed,LastSpeed,AverageSpeed,NTBestSpeed
27,0,7,6,0.4225,0.0900,6,2,1:01.0818,5,1:01.0818,5,6:25.0744,In Pit,False,0,0,5,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",3,0,0,P,0,0,-0.0001,8.3381,9.7366,12.4900,4.1519,13.5258,"",2.8553,28.2716,58.3284,"",6.1070,4.5072,388.9490,69.8476,6.4446,,4.4960,12.8647,8.3259,3.6808,10.3153,20.2714,6.6345,,4.9680,9.9277,4.9597,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,2022-02-26T14:07:58.032551Z,156.470,,156.890,,106.087,106.087,84.140,
31,0,0,7,0.4408,0.0183,7,6,1:01.1001,3,1:08.8424,4,7:31.4153,Active,True,0,0,4,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",2,0,0,P,0,0,-0.0001,8.4541,"",12.6058,4.1449,"","",2.8536,28.3539,"",10.8258,6.1703,4.1500,"",71.2563,6.4759,,4.5764,12.8483,8.2719,3.7172,10.3102,20.1342,6.5930,,4.8850,9.8240,4.9390,8.4541,"",12.6058,4.1517,"","",2.8536,"","","",6.3478,"","","","","","","","","","","","","","","","",5,148,254,2022-02-26T14:07:58.032551Z,157.131,,157.131,,106.055,94.128,57.419,
26,0,0,8,0.6018,0.1610,8,1,1:01.2611,4,1:08.3509,6,7:27.6148,Active,True,0,0,6,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",3,0,0,P,0,0,-0.0001,8.3476,"",12.5083,4.1521,"","",2.8753,28.4092,"","",6.0929,4.8042,"",67.5593,6.4868,,4.5646,12.8919,8.3097,3.6853,10.3589,20.2988,6.6562,,4.9674,9.9399,4.9725,8.4783,"",12.6760,4.1977,"","",2.8753,"","","",6.1105,"","","",6.5391,,"","","","","","","","","","","",9,25,2018,2022-02-26T14:07:58.032551Z,155.844,155.282,155.993,,105.777,94.805,86.860,
34,0,7,9,0.6686,0.0668,9,9,1:01.3279,6,1:01.3279,6,7:36.7233,In Pit,False,0,0,6,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",13,0,0,P,0,0,-0.0001,8.3808,10.0482,12.5380,4.1572,"","",2.8662,28.3868,58.8381,"",6.1839,4.5358,459.4680,73.5060,6.4652,,4.5600,12.8599,8.2708,3.7630,10.4250,20.4031,6.6620,,4.9882,9.9504,4.9622,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,2022-02-26T14:07:58.032551Z,157.041,,156.770,,105.662,105.662,85.128,
38,0,7,10,0.6694,0.0008,10,13,1:01.3287,6,1:01.3287,6,7:40.5622,In Pit,False,0,0,6,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",13,0,0,P,0,0,-0.0001,8.3774,10.5188,12.5142,4.1340,"","",2.8888,28.4974,59.3303,"",6.2253,5.0370,460.7460,79.9977,6.5280,,4.5196,12.8553,8.3308,3.7194,10.3234,20.3141,6.5799,,4.9527,9.9479,4.9952,"","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,2022-02-26T14:07:58.032551Z,156.650,,157.131,,105.660,105.660,84.419,
30,0,7,11,0.6795,0.0101,11,5,1:01.3388,5,1:01.3388,5,6:27.7811,In Pit,False,0,0,5,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",5,0,0,P,0,0,-0.0001,8.5513,10.3289,12.6986,4.1473,13.4012,"",2.8566,28.2894,58.8886,"",6.0823,4.7812,391.3870,71.3709,6.4133,,4.6211,12.9075,8.2864,3.6522,10.2843,20.2298,6.6008,,4.9643,9.9296,4.9653,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,2022-02-26T14:07:58.032551Z,158.133,,157.312,,105.643,105.643,83.552,
49,0,0,12,0.6998,0.0203,12,24,1:01.3591,4,1:04.5502,5,6:58.8202,Active,True,0,0,5,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",4,0,0,P,0,0,-0.0001,8.3234,"",12.4997,4.1607,"","",2.8840,28.4092,"",11.3331,6.0893,5.1323,"",88.5359,6.4828,,4.5950,12.9511,8.3561,3.7652,10.4488,20.4502,6.6539,,4.9718,10.0014,5.0296,8.4149,"",12.6113,4.1964,"","",2.8900,28.7159,"","",6.1201,"","","",6.6280,,4.6618,13.0778,8.4160,3.8243,10.4935,"",6.6692,,5.1414,"","",24,129,543,2022-02-26T14:07:58.032551Z,156.291,153.361,156.530,155.904,105.608,100.387,77.360,
47,0,0,13,0.7057,0.0059,13,22,1:01.3650,5,1:01.3650,5,7:06.1722,Active,True,0,0,5,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",13,0,0,P,0,0,-0.0001,8.3956,"",12.5623,4.1391,"","",2.8800,28.3276,"",10.5486,6.1223,4.7122,"",88.4132,6.4458,,4.5639,12.8510,8.2871,3.7380,10.3895,20.3813,6.6089,,4.9944,9.9918,4.9974,8.4012,"",12.5624,4.1612,"","",2.8889,28.3276,"","",6.1377,"","","",6.4500,,4.5639,12.8510,8.2871,3.7380,"","","","","","","",22,21,850,2022-02-26T14:07:58.032551Z,156.560,155.933,156.860,,105.598,105.598,76.026,
44,0,7,14,0.8517,0.1460,14,19,1:01.5110,3,1:05.4947,4,5:45.4038,In Pit,False,0,0,4,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,0,0,-0.0001,8.3700,9.6607,12.5136,4.1436,"","",2.8709,28.5729,62.6418,10.9887,6.1500,4.7257,338.1430,83.2240,6.4387,,4.5581,12.9296,8.3405,3.7676,10.3721,20.2691,6.5856,,4.9305,9.8895,4.9590,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,2022-02-26T14:07:58.032551Z,157.981,,157.676,,105.347,98.939,75.043,
46,0,1,15,0.8553,0.0036,15,21,1:01.5146,4,1:01.6440,6,7:52.5321,Active,True,0,0,6,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",12,0,0,P,0,0,-0.0001,8.4651,"",12.6260,4.1609,"","",2.8826,28.4380,"","",6.1066,5.0509,"",88.2248,6.5110,,4.5205,12.8637,8.3148,3.6589,10.3006,20.3797,6.6417,,5.0493,10.0613,5.0120,8.4651,"",12.6260,4.1609,"","",2.9781,28.6004,"","",6.2236,"","","",6.5350,,4.5205,12.8637,8.3432,3.6860,10.3563,20.4176,6.6703,,5.0493,10.0613,5.0120,21,21,2071,2022-02-26T14:07:58.032551Z,155.933,155.933,156.410,156.410,105.341,105.120,82.280,
43,0,7,16,0.8753,0.0200,16,18,1:01.5346,4,1:01.5346,4,5:46.5289,In Pit,False,0,0,4,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",3,0,0,P,0,0,-0.0001,8.4370,10.5350,12.5865,4.1495,13.3813,"",2.8534,28.4918,59.4831,"",6.1201,4.7532,344.5200,86.5722,6.4557,,4.6869,13.0545,8.3676,3.7629,10.3781,20.4253,6.6152,,5.0383,10.0152,4.9769,"","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,2022-02-26T14:07:58.032551Z,157.131,,157.282,,105.307,105.307,74.799,
51,0,0,17,0.9289,0.0536,17,26,1:01.5882,5,1:01.5882,5,7:07.5297,Active,True,0,0,5,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",16,0,0,P,0,0,-0.0001,8.3693,"",12.5450,4.1607,"","",2.8549,28.4878,"",10.6008,6.1234,4.3898,"",89.2875,6.4548,,4.6094,12.9957,8.3109,3.7471,10.4300,20.4212,6.6463,,5.0369,9.9912,4.9543,8.3693,"",12.5450,4.1757,"","",2.8549,28.4919,"","",6.1234,"","","",6.5179,,4.6094,12.9957,8.3863,3.7572,"","","","","","","",26,146,2072,2022-02-26T14:07:58.032551Z,156.410,155.993,156.560,,105.215,105.215,75.784,
29,0,0,18,1.0089,0.0800,18,4,1:01.6682,4,1:04.7728,5,7:11.9780,Active,True,0,0,5,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",11,0,0,P,0,0,-0.0001,8.4654,"",12.6248,4.1531,"","",2.8322,28.5637,"",10.6014,6.2362,4.5040,"",90.1105,6.4766,,4.6002,12.9530,8.3528,3.7865,10.4240,20.4353,6.6375,,5.0232,10.0113,4.9878,8.5058,"",12.6589,4.1531,"","",2.8513,28.5637,"","",6.2594,"","","",6.5000,,4.6002,12.9530,8.3528,"","","","","","","","",3,2,719,2022-02-26T14:07:58.032551Z,156.830,155.637,156.950,,105.078,100.042,75.004,
33,0,0,19,1.1092,0.1003,19,8,1:01.7685,5,1:06.3884,6,7:46.7510,Active,True,0,0,6,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",16,0,0,P,0,0,-0.0001,8.4570,"",12.6408,4.1663,"","",2.8707,28.6404,"","",6.2393,5.0383,"",77.4087,6.4684,,4.6506,13.0620,8.4114,3.7550,10.4069,20.4873,6.6208,,5.0440,10.0524,5.0084,8.4570,"","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,2022-02-26T14:07:58.032551Z,156.920,,156.440,,104.908,97.607,83.299,
32,0,0,20,1.1425,0.0333,20,7,1:01.8018,4,1:01.8018,4,7:23.7572,Active,True,0,0,4,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",25,0,0,P,0,0,-0.0001,8.5401,"",12.6988,4.1530,"","",2.8597,28.6596,"",10.5996,6.1711,4.6573,"",72.5902,6.4416,,4.7432,13.1801,8.4369,3.7766,10.4129,20.4328,6.6363,,5.0272,10.0199,4.9927,8.5676,"",12.7701,4.2025,"","",2.8624,"","","",6.2757,"","","",6.4457,,"","","","","","","","","","","",6,24,963,2022-02-26T14:07:58.032551Z,158.042,158.042,157.071,,104.851,104.851,58.410,
40,0,7,21,1.3002,0.1577,21,15,1:01.9595,5,1:01.9595,5,6:59.4998,In Pit,False,0,0,5,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",13,0,0,P,0,0,-0.0001,8.4853,10.6327,12.6549,4.1696,"","",2.8544,28.6579,59.9373,11.0542,6.1764,5.1965,414.1780,89.0212,6.5339,,4.6516,13.0926,8.4176,3.7689,10.4413,20.5383,6.6588,,5.0658,10.0970,5.0312,"","","","","","","","","","","","","","","","","","","","","","","","","","","",15,139,580,2022-02-26T14:07:58.032551Z,156.112,,157.161,,104.584,104.584,77.235,
48,0,0,22,1.4002,0.1000,22,23,1:02.0595,4,1:02.3783,5,7:38.8651,Active,True,0,0,5,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",18,0,0,P,0,0,-0.0001,8.6550,"",12.8065,4.1509,"","",2.8658,28.7083,"",10.5495,6.2561,4.7337,"",67.9063,6.4866,,4.5196,13.0998,8.4392,3.8401,10.4624,20.4820,6.5979,,4.9196,9.9808,5.0455,8.6707,"",12.8395,4.1688,"","",2.8986,"","","","","","","","","","","","","","","","","","","","",23,25,2031,2022-02-26T14:07:58.032551Z,157.343,,157.101,,104.416,103.882,70.609,
45,0,0,23,1.4589,0.0587,23,20,1:02.1182,3,1:05.6631,6,7:55.4232,Active,True,0,0,6,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",22,0,0,P,0,0,-0.0001,8.4792,"",12.6442,4.1650,"","",2.8575,28.2786,"",10.5361,6.1033,4.2790,"",80.1895,6.4689,,4.5628,12.8440,8.2812,3.7233,10.4149,20.5231,6.6873,,5.0024,10.0123,5.0099,8.7920,"",13.4110,4.6190,"","",3.7726,31.3978,"","",7.2694,"","","",6.9460,,4.7057,13.4098,8.7041,3.9570,10.8420,20.8543,6.8850,,5.0024,10.0123,5.0099,20,3,2020,2022-02-26T14:07:58.032551Z,156.112,151.151,155.548,154.959,104.317,98.686,81.780,
41,0,0,24,2.2242,0.7653,24,16,1:02.8835,1,1:02.8835,1,7:18.6613,Active,True,0,0,1,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",26,0,0,P,0,0,-0.0001,8.4786,"",12.6285,4.1499,"","",2.8703,29.3060,"","",6.1541,6.3518,"",66.9335,6.4363,,4.5952,13.4593,8.6303,3.8326,10.4761,20.6775,6.6435,,5.2030,10.2014,4.9984,8.4786,"",12.6285,4.1499,"","",2.8703,"","","",6.1541,"","","",6.4363,,4.5952,"","","","","","","","","","",16,139,1010,2022-02-26T14:07:58.032551Z,156.500,156.500,152.760,,103.048,103.048,14.772,
39,0,0,25,2.3550,0.1308,25,14,1:03.0143,3,1:03.1829,5,7:22.1528,Active,True,0,0,5,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",22,0,0,P,0,0,-0.0001,8.5750,"",12.7441,4.1465,"","",2.8601,28.9141,"",10.8737,6.2305,5.4786,"",82.1706,6.4965,,4.6217,13.1145,8.4519,3.8325,10.5216,20.6699,6.6665,,5.1401,10.1114,4.9713,8.6025,"",12.7490,4.1465,"","",2.8601,"","","",6.6165,"","","",6.8056,,"","","","","","","","","","","",14,129,1014,2022-02-26T14:07:58.032551Z,156.560,151.347,156.410,,102.834,102.559,73.278,
35,0,0,26,2.9083,0.5533,26,10,1:03.5676,5,1:03.5676,5,7:20.5131,Active,True,0,0,5,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",24,0,0,P,0,0,-0.0001,8.7411,"",12.9053,4.1544,"","",2.8929,29.5498,"",10.6040,6.3730,4.9554,"",91.4802,6.7257,,4.7649,13.4991,8.6109,3.9368,10.6339,21.0239,6.6758,,5.2509,10.3900,5.1391,8.7701,"",12.9283,4.1582,"","",2.8929,"","","",6.3730,"","","",6.7257,,4.7649,"","","","","","","","","","",10,1,596,2022-02-26T14:07:58.032551Z,154.025,154.025,156.171,,101.939,101.939,73.551,
50,0,7,1,0.0000,0.0000,1,25,1:00.6593,5,1:02.9697,6,7:56.5242,In Pit,False,0,0,6,Green,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",1,0,0,P,0,0,-0.0001,8.2868,10.1437,12.4103,4.1235,13.6648,"",2.8580,28.1056,60.4992,"",6.0830,5.0216,472.6530,89.0379,6.4023,,4.5680,12.7611,8.1931,3.7172,10.2915,20.0992,6.5743,,4.8416,9.8077,4.9661,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,2022-02-26T14:08:33.729229Z,156.860,,156.890,,106.826,102.907,81.591,
36,0,0,2,0.0605,0.0605,2,11,1:00.7198,5,1:03.3368,6,7:48.7577,Active,True,0,0,6,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",1,0,0,P,0,0,-0.0001,8.3325,"",12.4393,4.0976,"","",2.8381,28.0152,"","",6.0423,4.9469,"",84.6432,6.4167,,4.5088,12.6782,8.1647,3.7002,10.3003,20.2653,6.6001,,5.0238,9.9650,4.9412,8.3814,"",12.4790,4.0976,"","",2.8381,28.1829,"","",6.1205,"","","",6.4167,,4.5088,12.8076,8.2988,"","","","","","","","",11,12,461,2022-02-26T14:08:33.729229Z,158.716,158.716,157.889,,106.720,102.310,82.943,
37,0,7,3,0.0733,0.0128,3,12,1:00.7326,5,1:01.0060,6,8:02.0536,In Pit,False,0,0,6,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",3,0,0,P,0,0,-0.0001,8.3828,9.8909,12.5128,4.1300,"","",2.8386,28.1369,58.3350,11.4711,6.0485,4.7044,474.3360,88.9992,6.4443,,4.5915,12.7589,8.1607,3.6807,10.2929,20.0829,6.6122,,4.8429,9.7517,4.9088,"","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2,954,2022-02-26T14:08:33.729229Z,156.261,,157.041,,106.697,106.219,80.655,
28,0,0,4,0.2749,0.2016,4,3,1:00.9342,5,1:01.0849,6,7:44.0787,Active,True,0,0,6,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,"",1,0,0,P,0,0,-0.0001,8.3148,"",12.4405,4.1257,"","",2.8378,28.1011,"","",6.0714,5.0519,"",82.5673,6.4027,,4.4700,12.7588,8.2232,3.7314,10.3760,20.2347,6.6340,,4.9140,9.8587,4.9447,8.3678,"",12.4940,4.1262,"","",2.8434,28.1011,"","",6.0962,"","","",6.4027,,4.4700,12.7588,8.2888,3.7314,"","","","","","","",2,12,2022,2022-02-26T14:08:33.729229Z,157.767,157.767,157.252,,106.344,106.082,83.779,
42,0,7,5,0.3325,0.0576,5,17,1:00.9918,5,1:01.7835,6,7:34.9697,In Pit,False,0,0,6,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",2,0,0,P,0,0,-0.0001,8.4118,10.4900,12.5592,4.1439,13.3566,"",2.8552,28.1910,59.7143,"",6.1063,4.4616,457.3870,75.8676,6.4056,,4.5228,12.8057,8.2829,3.6759,10.3194,20.1595,6.6157,,4.8983,9.8401,4.9418,"","","","","","","","","","","","","","","","","","","","","","","","","","","",17,3,879,2022-02-26T14:08:33.729229Z,156.590,,157.071,,106.244,104.882,85.456,
27,0,7,6,0.4225,0.0900,6,2,1:01.0818,5,1:01.0818,5,6:25.0744,In Pit,False,0,0,5,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",3,0,0,P,0,0,-0.0001,8.3381,9.7366,12.4900,4.1519,13.5258,"",2.8553,28.2716,58.3284,"",6.1070,4.5072,388.9490,69.8476,6.4446,,4.4960,12.8647,8.3259,3.6808,10.3153,20.2714,6.6345,,4.9680,9.9277,4.9597,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,2022-02-26T14:08:33.729229Z,156.470,,156.890,,106.087,106.087,84.140,
31,0,0,7,0.4408,0.0183,7,6,1:01.1001,3,1:08.8424,4,7:31.4153,Active,True,0,0,4,Green,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",2,0,0,P,0,0,-0.0001,8.4541,"",12.6058,4.1449,"","",2.8536,28.3539,"",10.8258,6.1703,4.1500,"",71.2563,6.4759,,4.5764,12.8483,8.2220,3.7172,10.3102,20.1342,6.5930,,4.8850,9.8240,4.9390,8.4541,"",12.6058,4.1517,"","",2.8536,28.6478,"","",6.3478,"","","",6.5522,,4.6722,12.8942,8.2220,3.7564,10.4052,"",6.6488,,4.9079,"","",5,148,254,2022-02-26T14:08:33.729229Z,157.131,155.341,157.131,156.620,106.055,94.128,57.419,
41,0,0,8,0.5652,0.1244,8,16,1:01.2245,2,1:01.2245,2,8:19.8858,Active,True,0,0,2,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",23,0,0,P,0,0,-0.0001,8.3953,"",12.6285,4.1499,"","",2.8703,28.4046,"","",6.1541,6.3518,"",66.9335,6.4363,,4.5952,12.9439,8.3487,3.6375,10.1955,20.1914,6.5580,,5.0132,9.9959,4.9827,8.3953,"","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,2022-02-26T14:08:33.729229Z,156.500,,157.282,,105.840,105.840,25.926,
26,0,1,9,0.6018,0.0366,9,1,1:01.2611,4,1:01.4134,7,8:29.0282,Active,True,0,0,7,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",8,0,0,P,0,0,-0.0001,8.3476,"",12.5083,4.1521,"","",2.8753,28.3949,"","",6.0929,4.8042,"",67.5593,6.4868,,4.5568,12.8700,8.3097,3.6853,10.3589,20.2988,6.6497,,4.9590,9.9399,4.9725,8.4783,"",12.6760,4.1977,"","",2.8753,28.3949,"","",6.1105,"","","",6.5391,,4.5568,12.8700,8.3132,3.7471,10.3968,20.3425,6.6497,,4.9590,9.9457,4.9867,9,25,2018,2022-02-26T14:08:33.729229Z,155.844,155.282,156.261,156.261,105.777,105.514,89.111,
34,0,7,10,0.6686,0.0668,10,9,1:01.3279,6,1:01.3279,6,7:36.7233,In Pit,False,0,0,6,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",13,0,0,P,0,0,-0.0001,8.3808,10.0482,12.5380,4.1572,13.3730,"",2.8662,28.3868,58.8381,"",6.1839,4.5358,459.4680,73.5060,6.4652,,4.5600,12.8599,8.2708,3.7630,10.4250,20.4031,6.6620,,4.9882,9.9504,4.9622,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,2022-02-26T14:08:33.729229Z,157.041,,156.770,,105.662,105.662,85.128,
38,0,7,11,0.6694,0.0008,11,13,1:01.3287,6,1:01.3287,6,7:40.5622,In Pit,False,0,0,6,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",13,0,0,P,0,0,-0.0001,8.3774,10.5188,12.5142,4.1340,13.3371,"",2.8888,28.4974,59.3303,"",6.2253,5.0370,460.7460,79.9977,6.5280,,4.5196,12.8553,8.3308,3.7194,10.3234,20.3141,6.5799,,4.9527,9.9479,4.9952,"","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,2022-02-26T14:08:33.729229Z,156.650,,157.131,,105.660,105.660,84.419,
30,0,7,12,0.6795,0.0101,12,5,1:01.3388,5,1:01.3388,5,6:27.7811,In Pit,False,0,0,5,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",5,0,0,P,0,0,-0.0001,8.5513,10.3289,12.6986,4.1473,13.4012,"",2.8566,28.2894,58.8886,"",6.0823,4.7812,391.3870,71.3709,6.4133,,4.6211,12.9075,8.2864,3.6522,10.2843,20.2298,6.6008,,4.9643,9.9296,4.9653,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,2022-02-26T14:08:33.729229Z,158.133,,157.312,,105.643,105.643,83.552,
49,0,7,13,0.6998,0.0203,13,24,1:01.3591,4,1:02.0514,6,8:00.8716,In Pit,False,0,0,6,Green,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",10,0,0,P,0,0,-0.0001,8.3234,10.0412,12.4997,4.1607,"","",2.8840,28.4092,59.4813,11.3331,6.0893,5.1323,475.8860,88.5359,6.4828,,4.5950,12.9511,8.3561,3.7652,10.4488,20.4502,6.6539,,4.9718,10.0014,5.0296,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,2022-02-26T14:08:33.729229Z,156.291,,156.530,,105.608,104.430,80.853,
47,0,7,14,0.7057,0.0059,14,22,1:01.3650,5,1:01.3732,6,8:07.5454,In Pit,False,0,0,6,Green,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",11,0,0,P,0,0,-0.0001,8.3956,9.5406,12.5623,4.1391,"","",2.8800,28.3276,58.3514,10.5486,6.1223,4.7122,477.1050,88.4132,6.4458,,4.5639,12.8510,8.2871,3.7380,10.3895,20.3813,6.6089,,4.9944,9.9918,4.9974,"","","","","","","","","","","","","","","","","","","","","","","","","","","",22,21,850,2022-02-26T14:08:33.729229Z,156.560,,156.860,,105.598,105.584,79.746,
51,0,7,15,0.7995,0.0938,15,26,1:01.4588,6,1:01.4588,6,8:08.9885,In Pit,False,0,0,6,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",15,0,0,P,0,0,-0.0001,8.3693,9.7728,12.5450,4.1607,"","",2.8549,28.4878,58.6866,10.6008,6.1234,4.3898,477.7720,89.2875,6.4548,,4.6094,12.9957,8.3109,3.7471,10.4300,20.4212,6.6463,,5.0103,9.9849,4.9543,"","","","","","","","","","","","","","","","","","","","","","","","","","","",26,146,2072,2022-02-26T14:08:33.729229Z,156.410,,156.560,,105.436,105.436,79.511,
29,0,0,16,0.8167,0.0172,16,4,1:01.4760,6,1:01.4760,6,8:13.4540,Active,True,0,0,6,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",16,0,0,P,0,0,-0.0001,8.4654,"",12.6248,4.1531,"","",2.8322,28.5637,"",10.6014,6.2362,4.5040,"",90.1105,6.4766,,4.6002,12.9530,8.3528,3.7479,10.3700,20.2534,6.6221,,4.9208,9.8834,4.9626,8.5163,"",12.6990,4.1827,"","",2.8545,"","","","","","","","","","","","","","","","","","","","",3,2,719,2022-02-26T14:08:33.729229Z,156.830,,156.950,,105.407,105.407,78.792,
44,0,7,17,0.8517,0.0350,17,19,1:01.5110,3,1:05.4947,4,5:45.4038,In Pit,False,0,0,4,Green,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,0,0,-0.0001,8.3700,9.6607,12.5136,4.1436,"","",2.8709,28.5729,62.6418,10.9887,6.1500,4.7257,338.1430,83.2240,6.4387,,4.5581,12.9296,8.3405,3.7676,10.3721,20.2691,6.5856,,4.9305,9.8895,4.9590,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,2022-02-26T14:08:33.729229Z,157.981,,157.676,,105.347,98.939,75.043,
46,0,0,18,0.8553,0.0036,18,21,1:01.5146,4,1:01.6440,6,7:52.5321,Active,True,0,0,6,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",12,0,0,P,0,0,-0.0001,8.3994,"",12.5618,4.1609,"","",2.8826,28.4380,"","",6.0832,5.0509,"",88.2248,6.5110,,4.4757,12.8637,8.3148,3.6589,10.3006,20.3797,6.6417,,5.0493,10.0613,5.0120,8.3994,"",12.5618,4.1624,"","",2.8886,"","","",6.0832,"","","",6.5190,,4.4757,"","","","","","","","","","",21,21,2071,2022-02-26T14:08:33.729229Z,156.171,156.171,156.410,,105.341,105.120,82.280,
43,0,7,19,0.8753,0.0200,19,18,1:01.5346,4,1:01.5346,4,5:46.5289,In Pit,False,0,0,4,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",3,0,0,P,0,0,-0.0001,8.4370,10.5350,12.5865,4.1495,13.3813,"",2.8534,28.4918,59.4831,"",6.1201,4.7532,344.5200,86.5722,6.4557,,4.6869,13.0545,8.3676,3.7629,10.3781,20.4253,6.6152,,5.0383,10.0152,4.9769,"","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,2022-02-26T14:08:33.729229Z,157.131,,157.282,,105.307,105.307,74.799,
