name,number
Daly,59
Newgarden,1
Power,12
Herta,88
Rossi,27
Sato,30
O'Ward,5
Rosenqvist,10
Reay,28
Harvey,60
Ferrucci,18
VeeKay,21
Ericsson,8
Askew,7
Kimball,4
Carpenter,20
Dixon,9
Kanaan,14
Andretti,98
Pagenaud,22
Veach,26
Palou,55
Rahal,15
