name,number
Power,12
Rossi,27
Herta,88
Hinchcliffe,26
O'Ward,5
Harvey,60
Bourdais,14
Newgarden,1
VeeKay,21
Askew,7
Dixon,9
Sato,30
Daly,20
Ferrucci,18
Rahal,15
Pagenaud,22
Ericsson,8
Reay,28
Palou,55
Kimball,4
Andretti,98
McLaughlin,3
Chilton,59
Rosenqvist,10
