Car,Driver Name,Lap,LapTime,MPH,S1,P2,STOPTIME,I1,L4_SFtoPI,S2,L5,L7,L3_POtoSF,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,S7,L6,I3,P1,L2_PItoPO,S8,Status,TOD,TIRE,OT Remain,OT Used
3,McLaughlin,1,63.113,102.673,3.1443,0,0,29.8483,0,6.5174,0,2085.52,0,6.9526,0.5338,4.8184,13.234,8.4156,3.7657,10.5016,20.5736,6.7359,0.5304,5.0465,10.072,5.0255,8.5067,0,12.6911,0,0,4.1844,,41:10.3,A,150,0
3,McLaughlin,2,62.4068,103.835,2.9617,0,0,28.9821,0,6.2117,0,0,0,6.6209,0.5304,4.7701,13.1878,8.4177,3.7946,10.538,20.6391,6.7434,0.5298,5.0567,10.1011,5.0444,8.5677,0,12.7856,0,0,4.2179,,42:12.7,A,148,2
3,McLaughlin,3,61.9548,104.592,2.9439,0,0,28.7491,0,6.1584,0,0,0,6.5375,0.5276,4.7285,13.1093,8.3808,3.7309,10.4371,20.442,6.7062,0.5279,4.9883,10.0049,5.0166,8.5391,0,12.7637,0,0,4.2246,,43:14.6,A,148,0
3,McLaughlin,4,61.5548,105.272,2.9364,0,0,28.4458,0,6.0952,0,0,0,6.4987,0.5241,4.5838,12.9155,8.3317,3.7408,10.4555,20.4118,6.7147,0.5279,4.9434,9.9563,5.0129,8.4835,0,12.6972,0,0,4.2137,,44:16.2,A,148,0
3,McLaughlin,5,61.8591,104.754,2.9733,0,0,28.4739,0,6.0518,0,0,0,6.4788,0.5223,4.6877,12.97,8.2823,3.7956,10.5471,20.5825,6.7515,0.5346,4.9749,10.0354,5.0605,8.5875,0,12.8027,0,0,4.2152,,45:18.1,A,148,0
3,McLaughlin,6,62.0224,104.478,3.0147,0,0,28.7038,0,6.1148,0,0,0,6.4956,0.5323,4.7683,13.0787,8.3104,3.7606,10.4993,20.523,6.7387,0.5502,4.9591,10.0237,5.0646,8.5896,0,12.7956,0,0,4.206,,46:20.1,A,148,0
3,McLaughlin,7,61.8505,104.769,2.9653,0,0,28.6516,0,6.0858,0,0,0,6.5268,0.537,4.7616,13.0737,8.3121,3.7459,10.4944,20.448,6.7485,0.5501,4.9444,9.9536,5.0092,8.5401,0,12.7509,0,0,4.2108,,47:21.9,A,148,0
3,McLaughlin,8,62.0784,104.384,2.9916,0,0,28.7144,0,6.1338,0,0,0,6.521,0.5443,4.7683,13.068,8.2997,3.7792,10.5567,20.5813,6.7775,0.5548,4.9664,10.0246,5.0582,8.5659,0,12.7827,0,0,4.2168,,48:24.0,A,148,0
3,McLaughlin,9,62.1848,104.206,2.9851,0,0,28.6829,0,6.1141,0,0,0,6.5409,0.5399,4.7356,13.0428,8.3072,3.7922,10.5682,20.6425,6.776,0.5678,5.0181,10.0743,5.0562,8.6426,0,12.8594,0,0,4.2168,,49:26.2,A,148,0
3,McLaughlin,10,62.075,104.39,2.9669,0,0,28.7294,0,6.1465,0,0,0,6.5576,0.5399,4.7358,13.0584,8.3226,3.7698,10.509,20.5534,6.7392,0.5495,5.001,10.0444,5.0434,8.5858,0,12.7922,0,0,4.2064,,50:28.3,A,148,0
3,McLaughlin,11,62.1747,104.222,2.9871,0,0,28.7895,0,6.1682,0,0,0,6.5348,0.5368,4.75,13.0994,8.3494,3.8127,10.5686,20.6661,6.7559,0.5573,5.0688,10.0975,5.0287,8.514,0,12.7191,0,0,4.2051,,51:30.4,A,148,0
3,McLaughlin,12,62.1109,104.33,3.003,0,0,28.8115,0,6.2013,0,0,0,6.5311,0.5348,4.7366,13.0761,8.3395,3.7828,10.5421,20.5076,6.7593,0.5476,4.9755,9.9655,4.99,8.5894,0,12.7918,0,0,4.2024,,52:32.6,A,148,0
3,McLaughlin,13,62.2867,104.035,2.9852,0,0,28.8272,0,6.1765,0,0,0,6.559,0.5351,4.7442,13.1065,8.3623,3.8482,10.6141,20.6237,6.7659,0.5472,4.9576,10.0096,5.052,8.6305,0,12.8358,0,0,4.2053,,53:34.8,A,148,0
3,McLaughlin,14,62.2016,104.177,2.9819,0,0,28.8068,0,6.2015,0,0,0,6.5361,0.5338,4.6814,13.0873,8.4059,3.8416,10.5827,20.5778,6.7411,0.5434,4.9551,9.9951,5.04,8.6108,0,12.817,0,0,4.2062,,54:37.0,A,148,0
3,McLaughlin,15,62.2591,104.081,2.9603,0,0,28.8386,0,6.1532,0,0,0,6.5963,0.5398,4.7562,13.1288,8.3726,0,10.5588,20.6009,6.7552,0,5.0099,10.0421,5.0322,8.6236,0,12.8196,0,0,4.196,,55:39.3,A,148,0
3,McLaughlin,16,62.0688,104.4,2.9538,0,0,28.7562,0,6.1813,0,0,0,6.5054,0.5363,4.7909,13.1157,8.3248,3.8216,10.5461,20.4984,6.7245,0.5521,4.9548,9.9523,4.9975,8.6082,0,12.8142,0,0,4.206,,56:41.4,A,148,0
3,McLaughlin,17,62.1666,104.236,2.9768,0,0,28.9052,0,6.1829,0,0,0,6.5536,0.5372,4.7752,13.1919,8.4167,3.8194,10.5368,20.4934,6.7174,0.5512,4.9544,9.9566,5.0022,8.5829,0,12.768,0,0,4.1851,,57:43.5,A,148,0
3,McLaughlin,18,62.1641,104.24,2.9555,0,0,28.8311,0,6.189,0,0,0,6.5417,0.5343,4.7452,13.1449,8.3997,3.8426,10.5526,20.5509,6.71,0.5421,4.9669,9.9983,5.0314,8.5814,0,12.7821,0,0,4.2007,,58:45.7,A,148,0
3,McLaughlin,19,62.4117,103.827,2.9866,0,0,28.9342,0,6.2484,0,0,0,6.5548,0.5343,4.744,13.1444,8.4004,3.8017,10.5269,20.5703,6.7252,0.5505,4.9815,10.0434,5.0619,8.7051,0,12.9072,0,0,4.2021,,59:48.1,A,148,0
3,McLaughlin,20,62.2749,104.055,2.9536,0,0,28.7885,0,6.1587,0,0,0,6.524,0.532,4.751,13.1522,8.4012,3.8529,10.5625,20.6609,6.7096,0.5426,5.0544,10.0984,5.044,8.6258,0,12.8255,0,0,4.1997,,00:50.4,A,148,0
3,McLaughlin,21,62.3829,103.875,2.9591,0,0,28.9837,0,6.2152,0,0,0,6.5637,0.524,4.7688,13.2457,8.4769,3.8849,10.6157,20.5736,6.7308,0.5352,4.9937,9.9579,4.9642,8.6418,0,12.8256,0,0,4.1838,,01:52.8,A,148,0
3,McLaughlin,22,62.5691,103.565,2.9415,0,0,29.055,0,6.2768,0,0,0,6.5365,0.5377,4.7912,13.3002,8.509,3.8889,10.6316,20.669,6.7427,0.5387,5.0068,10.0374,5.0306,8.6673,0,12.8451,0,0,4.1778,,02:55.3,A,148,0
3,McLaughlin,23,62.8024,103.181,2.9349,0,0,29.2253,0,6.3439,0,0,0,6.5449,0.5215,4.8805,13.4016,8.5211,3.8924,10.5629,20.6789,6.6705,0.5199,5.0946,10.116,5.0214,8.7132,0,12.8982,0,0,4.185,,03:58.1,A,148,0
3,McLaughlin,24,62.8509,103.101,2.9476,0,0,29.123,0,6.2164,0,0,0,6.5475,0.5364,4.8593,13.4115,8.5522,3.9334,10.6716,20.7911,6.7382,0.5409,5.0967,10.1195,5.0228,8.747,0,12.9368,0,0,4.1898,,05:01.0,A,148,0
3,McLaughlin,25,65.0508,99.614,2.9471,0,0,29.1542,0,6.3261,0,0,0,6.5713,0.5396,4.7908,13.3097,8.5189,3.9255,10.6854,20.933,6.7599,0.5521,5.1293,10.2476,5.1183,9.1134,0,14.9636,0,0,5.8502,Y,06:06.0,A,148,0
3,McLaughlin,26,109.027,59.435,5.403,0,0,50.6577,0,8.7292,0,0,0,14.6142,1.2593,8.4937,21.9113,13.4176,5.6883,18.8841,36.7206,13.1958,1.118,8.0554,17.8365,9.7811,13.5434,0,21.6487,0,0,8.1053,Y,07:55.1,A,148,0
3,McLaughlin,27,118.02,54.906,6.2555,0,6.48,56.6341,104.527,10.2082,0,0,0,16.4034,1.8111,10.5318,23.767,13.2352,5.6906,17.8869,35.5526,12.1963,1.0569,7.924,17.6657,9.7417,0,12.3404,0,13.4927,33.6835,0,YP,09:53.1,A,148,0
3,McLaughlin,28,131.631,49.228,0,20.1908,0,0,0,0,3.9744,2609.05,111.441,17.1919,1.7297,9.9275,25.7962,15.8687,5.5248,22.101,41.9898,16.5762,1.9792,10.1504,19.8888,9.7384,13.2691,0,22.4883,0,0,9.2192,Y,12:04.7,P,148,0
3,McLaughlin,29,114.719,56.486,8.4252,0,0,56.561,0,8.9077,0,0,0,17.7069,2.0885,9.7713,21.5212,11.7499,4.8038,18.0981,35.7716,13.2943,1.4755,8.894,17.6735,8.7795,12.7242,0,22.3863,0,0,9.6621,Y,13:59.4,P,148,0
3,McLaughlin,30,123.031,52.67,7.4359,0,0,60.1314,0,9.7117,0,0,0,17.5758,1.7066,10.5971,25.408,14.8109,5.537,21.4881,40.6027,15.9511,1.5696,8.7001,19.1146,10.4145,12.7361,0,22.297,0,0,9.5609,Y,16:02.5,P,148,0
3,McLaughlin,31,120.281,53.874,8.5412,0,0,56.6735,0,9.5959,0,0,0,17.832,1.5628,8.9637,20.7044,11.7407,4.8524,21.7835,41.9605,16.9311,1.8593,9.2617,20.177,10.9153,13.0113,0,21.6473,0,0,8.636,Y,18:02.8,P,148,0
3,McLaughlin,32,102.214,63.396,7.0603,0,0,46.3574,0,8.5009,0,0,0,12.928,1.1815,7.2388,17.8682,10.6294,4.578,18.9641,35.7823,14.3861,1.3496,8.0379,16.8182,8.7803,11.9606,0,20.0745,0,0,8.1139,Y,19:45.0,P,148,0
3,McLaughlin,33,91.7018,70.664,7.8979,0,0,44.2391,0,8.2091,0,0,0,11.2851,1.1288,6.8321,16.847,10.0149,4.5713,16.7221,31.5857,12.1508,1.2387,6.7525,14.8636,8.1111,11.6773,0,15.877,0,0,4.1997,,21:16.7,P,148,0
3,McLaughlin,34,68.5223,94.568,3.135,0,0,32.8033,0,7.1789,0,0,0,7.4068,0.5629,5.5145,15.0826,9.5681,4.2051,11.0858,22.157,6.8807,0.5734,5.8051,11.0712,5.2661,9.4185,0,13.562,0,0,4.1435,,22:25.2,P,143,5
3,McLaughlin,35,65.4894,98.947,3.0086,0,0,31.0598,0,6.8652,0,0,0,7.011,0.54,5.2012,14.175,8.9738,4.0209,10.8299,21.4209,6.809,0.5429,5.4554,10.591,5.1356,8.8531,0,13.0087,0,0,4.1556,,23:30.7,P,143,0
3,McLaughlin,36,63.9556,101.32,2.985,0,0,29.9094,0,6.5051,0,0,0,6.7005,0.5406,4.9961,13.7188,8.7227,3.9616,10.7039,21.0525,6.7423,0.5498,5.3043,10.3486,5.0443,8.8811,0,12.9937,0,0,4.1126,,24:34.6,P,137,6
3,McLaughlin,37,63.679,101.76,2.9792,0,0,29.8319,0,6.4487,0,0,0,6.67,0.561,5.0462,13.734,8.6878,3.8879,10.645,20.9554,6.7571,0.5582,5.2197,10.3104,5.0907,8.7039,0,12.8917,0,0,4.1878,,25:38.3,P,134,3
3,McLaughlin,38,63.1461,102.619,3.0106,0,0,29.4933,0,6.3259,0,0,0,6.6474,0.5621,4.934,13.5094,8.5754,3.8602,10.6155,20.795,6.7553,0.5627,5.1081,10.1795,5.0714,8.6867,0,12.8578,0,0,4.1711,,26:41.5,P,134,0
3,McLaughlin,39,63.0371,102.797,2.9996,0,0,29.3773,0,6.3962,0,0,0,6.597,0.5422,4.8877,13.3845,8.4968,3.8531,10.5984,20.8156,6.7453,0.5543,5.1829,10.2172,5.0343,8.6616,0,12.8442,0,0,4.1826,,27:44.5,P,134,0
3,McLaughlin,40,62.7951,103.193,2.9746,0,0,29.1444,0,6.2268,0,0,0,6.6013,0.5431,4.8345,13.3417,8.5072,3.8785,10.6593,20.7826,6.7808,0.5704,5.104,10.1233,5.0193,8.6894,0,12.8681,0,0,4.1787,,28:47.3,P,134,0
3,McLaughlin,41,63.0332,102.803,2.9751,0,0,29.365,0,6.3194,0,0,0,6.5387,0.548,4.9181,13.5318,8.6137,3.9336,10.6772,20.8801,6.7436,0.5253,5.1696,10.2029,5.0333,8.6217,0,12.7881,0,0,4.1664,,29:50.3,P,134,0
3,McLaughlin,42,62.7941,103.194,2.9487,0,0,29.2893,0,6.2605,0,0,0,6.5926,0.549,4.855,13.4875,8.6325,3.9413,10.6364,20.7281,6.6951,0.5343,5.0932,10.0917,4.9985,8.5995,0,12.7767,0,0,4.1772,,30:53.1,P,134,0
3,McLaughlin,43,62.7936,103.195,2.9736,0,0,29.306,0,6.3437,0,0,0,6.5637,0.5224,4.8994,13.425,8.5256,3.9109,10.6141,20.7367,6.7032,0.5372,5.1342,10.1226,4.9884,8.631,0,12.7509,0,0,4.1199,,31:55.9,P,132,2
3,McLaughlin,44,62.2234,104.141,2.907,0,0,28.8612,0,6.2214,0,0,0,6.5332,0.5249,4.7534,13.1996,8.4462,3.8218,10.5361,20.5947,6.7143,0.5463,5.052,10.0586,5.0066,8.5872,0,12.7675,0,0,4.1803,,32:58.1,P,132,0
3,McLaughlin,45,62.3475,103.934,2.9701,0,0,29.0139,0,6.2402,0,0,0,6.5357,0.5292,4.7887,13.2679,8.4792,3.8337,10.5607,20.6023,6.727,0.5465,5.0188,10.0416,5.0228,8.5549,0,12.7313,0,0,4.1764,,34:00.5,P,132,0
3,McLaughlin,46,62.5153,103.655,2.9641,0,0,28.9855,0,6.2469,0,0,0,6.5418,0.5286,4.7916,13.2327,8.4411,3.8495,10.5551,20.6898,6.7056,0.5313,5.0602,10.1347,5.0745,8.6527,0,12.84,0,0,4.1873,,35:03.0,P,132,0
3,McLaughlin,47,62.2048,104.172,2.9544,0,0,28.789,0,6.221,0,0,0,6.4962,0.5253,4.7288,13.1174,8.3886,3.8524,10.564,20.6008,6.7116,0.5454,5.0324,10.0368,5.0044,8.6263,0,12.815,0,0,4.1887,,36:05.2,P,132,0
3,McLaughlin,48,62.4692,103.731,2.9492,0,0,28.937,0,6.1693,0,0,0,6.5104,0.5261,4.8193,13.3081,8.4888,3.8618,10.5862,20.7022,6.7244,0.5593,5.0975,10.116,5.0185,8.6404,0,12.83,0,0,4.1896,,37:07.7,P,132,0
3,McLaughlin,49,62.3981,103.849,2.9647,0,0,28.9741,0,6.2134,0,0,0,6.533,0.5405,4.804,13.263,8.459,3.8449,10.5457,20.5905,6.7008,0.5356,5.0388,10.0448,5.006,8.6484,0,12.8335,0,0,4.1851,,38:10.1,P,132,0
3,McLaughlin,50,62.4928,103.692,2.9532,0,0,28.9936,0,6.2238,0,0,0,6.5284,0.5379,4.8355,13.2882,8.4527,3.8582,10.5717,20.6722,6.7135,0.5419,5.0699,10.1005,5.0306,8.6381,0,12.827,0,0,4.1889,,39:12.6,P,132,0
3,McLaughlin,51,62.4758,103.72,2.9497,0,0,29.0099,0,6.2672,0,0,0,6.5154,0.5289,4.8348,13.2776,8.4428,3.8467,10.5712,20.6644,6.7245,0.5506,5.0843,10.0932,5.0089,8.6194,0,12.8015,0,0,4.1821,,40:15.0,P,132,0
3,McLaughlin,52,62.4586,103.749,2.9618,0,0,29.0022,0,6.219,0,0,0,6.5359,0.5397,4.8007,13.2855,8.4848,3.8422,10.5553,20.6532,6.7131,0.5514,5.0991,10.0979,4.9988,8.6119,0,12.8032,0,0,4.1913,,41:17.5,P,132,0
3,McLaughlin,53,62.3249,103.971,2.9628,0,0,28.9909,0,6.187,0,0,0,6.578,0.5375,4.8107,13.2631,8.4524,3.86,10.5561,20.5741,6.6961,0.5441,5.0284,10.018,4.9896,8.5717,0,12.7599,0,0,4.1882,,42:19.8,P,132,0
3,McLaughlin,54,62.3506,103.928,2.9863,0,0,28.9296,0,6.2503,0,0,0,6.5131,0.5286,4.7615,13.1799,8.4184,3.8509,10.5526,20.5838,6.7017,0.554,5.0444,10.0312,4.9868,8.6497,0,12.8372,0,0,4.1875,,43:22.2,P,132,0
3,McLaughlin,55,62.4751,103.721,2.9889,0,0,29.1114,0,6.2512,0,0,0,6.5807,0.5396,4.8316,13.2906,8.459,3.8276,10.5317,20.5663,6.7041,0.5404,5.0413,10.0346,4.9933,8.6167,0,12.7974,0,0,4.1807,,44:24.7,P,132,0
3,McLaughlin,56,62.567,103.569,2.9717,0,0,29.0732,0,6.2879,0,0,0,6.5315,0.5275,4.8166,13.2821,8.4655,3.8648,10.5791,20.6889,6.7143,0.541,5.0856,10.1098,5.0242,8.6277,0,12.8049,0,0,4.1772,,45:27.2,P,132,0
3,McLaughlin,57,62.4604,103.746,2.9721,0,0,29.0526,0,6.2248,0,0,0,6.577,0.5246,4.8017,13.2787,8.477,3.849,10.5602,20.6725,6.7112,0.53,5.1067,10.1123,5.0056,8.6201,0,12.7353,0,0,4.1152,,46:29.7,P,132,0
3,McLaughlin,58,62.5681,103.567,2.9132,0,0,29.0488,0,6.2969,0,0,0,6.5019,0.5179,4.8161,13.3368,8.5207,3.8932,10.5783,20.6508,6.6851,0.533,5.0464,10.0725,5.0261,8.6853,0,12.8685,0,0,4.1832,,47:32.2,P,128,4
3,McLaughlin,59,62.6895,103.367,2.9893,0,0,29.1749,0,6.2648,0,0,0,6.5456,0.5249,4.8706,13.3752,8.5046,3.8725,10.5899,20.7084,6.7174,0.5417,5.0847,10.1185,5.0338,8.6345,0,12.8062,0,0,4.1717,,48:34.9,P,128,0
3,McLaughlin,60,62.556,103.587,2.9683,0,0,29.0934,0,6.2308,0,0,0,6.5295,0.5288,4.8246,13.3648,8.5402,3.8967,10.5936,20.6891,6.6969,0.5316,5.0862,10.0955,5.0093,8.5968,0,12.7735,0,0,4.1767,,49:37.5,P,128,0
3,McLaughlin,61,62.61,103.498,2.9791,0,0,29.1221,0,6.3025,0,0,0,6.5231,0.5185,4.78,13.3174,8.5374,3.8882,10.5897,20.6179,6.7015,0.5429,5.0383,10.0282,4.9899,8.6947,0,12.87,0,0,4.1753,,50:40.1,P,128,0
3,McLaughlin,62,62.3231,103.974,2.9684,0,0,28.9986,0,6.2364,0,0,0,6.5476,0.5193,4.771,13.2462,8.4752,3.8463,10.5243,20.5797,6.678,0.5214,5.0615,10.0554,4.9939,8.6266,0,12.7448,0,0,4.1182,,51:42.4,P,125,3
3,McLaughlin,63,61.4783,105.403,2.91,0,0,28.5163,0,6.1465,0,0,0,6.4815,0.5184,4.666,12.9783,8.3123,3.7966,10.4322,20.3716,6.6356,0.5231,4.9645,9.9394,4.9749,8.4848,0,12.5904,0,0,4.1056,,52:43.9,P,121,4
3,McLaughlin,65,78.932,82.096,0,21.071,0,0,0,0,3.7655,0,57.861,7.0091,0.5607,5.1129,13.7788,8.6659,3.82,10.5664,20.7299,6.7464,0.5286,5.1177,10.1635,5.0458,8.4803,0,12.5777,0,0,4.0974,,55:14.7,P,113,8
3,McLaughlin,66,62.144,104.274,2.8585,0,0,28.8095,0,6.0908,0,0,0,6.7416,0.5326,4.7598,13.1186,8.3588,3.788,10.5247,20.5883,6.7367,0.527,5.0247,10.0636,5.0389,8.5251,0,12.7462,0,0,4.2211,,56:16.9,P,111,2
3,McLaughlin,67,62.2637,104.073,2.9336,0,0,28.7699,0,6.1323,0,0,0,6.5887,0.5251,4.6916,13.1153,8.4237,3.8086,10.5613,20.6721,6.7527,0.5395,5.0707,10.1108,5.0401,8.6015,0,12.8217,0,0,4.2202,,57:19.1,P,111,0
3,McLaughlin,68,62.4532,103.758,2.9726,0,0,28.9611,0,6.2232,0,0,0,6.6103,0.5284,4.7167,13.155,8.4383,3.7866,10.5844,20.6942,6.7978,0.5723,5.0425,10.1098,5.0673,8.5879,0,12.7979,0,0,4.21,,58:21.6,P,111,0
3,McLaughlin,69,62.2646,104.072,3.0115,0,0,28.8261,0,6.1192,0,0,0,6.555,0.5282,4.7039,13.1404,8.4365,3.7988,10.5422,20.6256,6.7434,0.5483,5.0295,10.0834,5.0539,8.5869,0,12.8129,0,0,4.226,,59:23.8,P,111,0
3,McLaughlin,70,62.2842,104.039,2.9745,0,0,28.8629,0,6.0917,0,0,0,6.6063,0.5376,4.7209,13.1904,8.4695,3.7968,10.5399,20.5658,6.7431,0.552,4.9624,10.0259,5.0635,8.6342,0,12.8555,0,0,4.2213,,00:26.1,P,111,0
3,McLaughlin,71,62.1871,104.202,2.9797,0,0,28.7621,0,6.0868,0,0,0,6.5653,0.536,4.7407,13.1303,8.3896,3.7863,10.5275,20.6325,6.7412,0.5535,5.0323,10.105,5.0727,8.5814,0,12.7925,0,0,4.2111,,01:28.3,P,111,0
3,McLaughlin,72,62.2415,104.111,2.9714,0,0,28.8315,0,6.1833,0,0,0,6.5484,0.5343,4.7415,13.1284,8.3869,3.8008,10.5278,20.5487,6.727,0.5421,4.9666,10.0209,5.0543,8.656,0,12.8613,0,0,4.2053,,02:30.6,P,111,0
3,McLaughlin,73,62.0688,104.4,2.9722,0,0,28.6612,0,6.1296,0,0,0,6.5494,0.5413,4.6905,13.01,8.3195,3.7472,10.4653,20.6333,6.7181,0.555,5.1468,10.168,5.0212,8.5603,0,12.7743,0,0,4.214,,03:32.6,P,111,0
3,McLaughlin,74,62.0529,104.427,2.9672,0,0,28.7051,0,6.1286,0,0,0,6.5353,0.5315,4.6826,13.074,8.3914,3.7905,10.5341,20.544,6.7436,0.5649,4.9722,10.0099,5.0377,8.5841,0,12.8038,0,0,4.2197,,04:34.7,P,111,0
3,McLaughlin,75,62.2205,104.146,2.9793,0,0,28.7755,0,6.1567,0,0,0,6.5777,0.5329,4.7588,13.0618,8.303,3.7548,10.5024,20.5682,6.7476,0.5514,4.965,10.0658,5.1008,8.6333,0,12.8768,0,0,4.2435,,05:36.9,P,111,0
3,McLaughlin,76,62.3812,103.877,3.0048,0,0,28.9725,0,6.1903,0,0,0,6.6245,0.5488,4.7371,13.1529,8.4158,3.7812,10.5039,20.5694,6.7227,0.5527,5.0113,10.0655,5.0542,8.6048,0,12.8393,0,0,4.2345,,06:39.3,P,111,0
3,McLaughlin,77,62.4245,103.805,2.9972,0,0,28.9224,0,6.2658,0,0,0,6.5771,0.5331,4.6828,13.0823,8.3995,3.7887,10.5303,20.6269,6.7416,0.5546,5.0227,10.0966,5.0739,8.6331,0,12.8752,0,0,4.2421,,07:41.7,P,111,0
3,McLaughlin,78,62.1572,104.252,2.9852,0,0,28.877,0,6.1622,0,0,0,6.5838,0.539,4.7092,13.1458,8.4366,3.8207,10.5482,20.5529,6.7275,0.5371,5.0054,10.0047,4.9993,8.5097,0,12.7273,0,0,4.2176,,08:43.9,P,111,0
3,McLaughlin,79,62.1149,104.323,2.9942,0,0,28.7329,0,6.1112,0,0,0,6.5597,0.5391,4.6915,13.0678,8.3763,3.7925,10.5353,20.5673,6.7428,0.5569,4.9901,10.032,5.0419,8.5946,0,12.8147,0,0,4.2201,,09:46.0,P,111,0
3,McLaughlin,80,62.3486,103.932,3.0009,0,0,28.9017,0,6.1086,0,0,0,6.6088,0.5422,4.7455,13.1834,8.4379,3.8061,10.5399,20.5895,6.7338,0.5485,5.0076,10.0496,5.042,8.6293,0,12.8574,0,0,4.2281,,10:48.3,P,111,0
3,McLaughlin,81,62.1994,104.181,3.019,0,0,28.8358,0,6.1391,0,0,0,6.5716,0.5294,4.707,13.1061,8.3991,3.8391,10.5931,20.6021,6.754,0.542,4.9926,10.009,5.0164,8.5427,0,12.7615,0,0,4.2188,,11:50.5,P,111,0
3,McLaughlin,82,61.9888,104.535,2.9751,0,0,28.7018,0,6.15,0,0,0,6.5469,0.5241,4.708,13.0298,8.3218,3.7571,10.5,20.5318,6.7429,0.5656,4.9912,10.0318,5.0406,8.5418,0,12.7552,0,0,4.2134,,12:52.5,P,111,0
3,McLaughlin,83,62.0514,104.43,2.9867,0,0,28.7917,0,6.1194,0,0,0,6.5682,0.5484,4.7211,13.1174,8.3963,3.7728,10.49,20.52,6.7172,0.5477,4.9975,10.03,5.0325,8.5351,0,12.7397,0,0,4.2046,,13:54.6,P,111,0
3,McLaughlin,84,62.1603,104.247,2.964,0,0,28.7529,0,6.0738,0,0,0,6.5633,0.5434,4.6725,13.1518,8.4793,3.8034,10.5258,20.5898,6.7224,0.5352,5.0116,10.064,5.0524,8.5954,0,12.8176,0,0,4.2222,,14:56.7,P,111,0
3,McLaughlin,85,62.3064,104.002,2.9781,0,0,28.8113,0,6.1582,0,0,0,6.5241,0.5383,4.7458,13.1509,8.4051,3.8416,10.5683,20.5881,6.7267,0.5466,5.0048,10.0198,5.015,8.6718,0,12.907,0,0,4.2352,,15:59.0,P,111,0
3,McLaughlin,86,62.3485,103.932,3.0144,0,0,28.915,0,6.2304,0,0,0,6.529,0.5268,4.7117,13.1412,8.4295,3.8243,10.5188,20.6093,6.6945,0.5331,5.0538,10.0905,5.0367,8.6062,0,12.8242,0,0,4.218,,17:01.4,P,111,0
3,McLaughlin,87,63.4531,102.123,3.0199,0,0,29.0482,0,6.1518,0,0,0,6.5921,0.5311,4.7713,13.2844,8.5131,4.0697,10.6415,21.3203,6.5718,0.5667,5.5907,10.6788,5.0881,9.0189,0,13.0846,0,0,4.0657,,18:04.8,P,98,13
3,McLaughlin,88,62.4165,103.819,2.9053,0,0,28.9628,0,6.2832,0,0,0,6.6878,0.5353,4.6746,13.0865,8.4119,3.7659,10.4823,20.5771,6.7164,0.5479,5.0528,10.0948,5.042,8.6356,0,12.8766,0,0,4.241,,19:07.3,P,96,2
3,McLaughlin,89,62.0757,104.389,3.0276,0,0,28.8478,0,6.1867,0,0,0,6.5744,0.5376,4.7048,13.0591,8.3543,3.7418,10.4597,20.4284,6.7179,0.5569,4.9608,9.9687,5.0079,8.5727,0,12.7995,0,0,4.2268,,20:09.3,P,96,0
3,McLaughlin,90,62.1095,104.332,3.0465,0,0,28.7328,0,6.1714,0,0,0,6.5215,0.5362,4.7029,12.9934,8.2905,3.7535,10.4529,20.4836,6.6994,0.5469,4.9693,10.0307,5.0614,8.6515,0,12.8931,0,0,4.2416,,21:11.4,P,96,0
3,McLaughlin,91,62.0923,104.361,3.035,0,0,28.7312,0,6.1256,0,0,0,6.5821,0.5407,4.6661,12.9885,8.3224,3.8033,10.4967,20.4833,6.6934,0.5392,4.9616,9.9866,5.025,8.644,0,12.8778,0,0,4.2338,,22:13.5,P,96,0
3,McLaughlin,92,62.1307,104.296,3.0519,0,0,28.803,0,6.1148,0,0,0,6.533,0.5358,4.6822,13.1033,8.4211,3.7595,10.4512,20.4839,6.6917,0.5422,5.012,10.0327,5.0207,8.6085,0,12.8438,0,0,4.2353,,23:15.7,P,96,0
3,McLaughlin,93,62.1556,104.254,3.0813,0,0,28.8704,0,6.1396,0,0,0,6.512,0.5324,4.718,13.1375,8.4195,3.7729,10.4601,20.432,6.6872,0.5354,4.9606,9.9719,5.0113,8.6236,0,12.8532,0,0,4.2296,,24:17.8,P,96,0
3,McLaughlin,94,61.9472,104.605,3.0604,0,0,28.6869,0,6.0937,0,0,0,6.5359,0.5347,4.6618,12.9969,8.3351,3.7767,10.4882,20.4732,6.7115,0.5484,4.972,9.985,5.013,8.5729,0,12.7871,0,0,4.2142,,25:19.8,P,96,0
3,McLaughlin,95,62.3024,104.009,3.0587,0,0,28.8799,0,6.1149,0,0,0,6.5725,0.5502,4.7284,13.1338,8.4054,3.8067,10.5268,20.5284,6.7201,0.5596,5.0372,10.0016,4.9644,8.665,0,12.8941,0,0,4.2291,,26:22.1,P,96,0
3,McLaughlin,96,62.3456,103.937,3.0368,0,0,28.9969,0,6.2352,0,0,0,6.5532,0.5327,4.7483,13.1717,8.4234,3.7835,10.4799,20.5356,6.6964,0.5485,5.0778,10.0557,4.9779,8.5805,0,12.8131,0,0,4.2326,,27:24.4,P,96,0
3,McLaughlin,97,62.2527,104.092,3.05,0,0,28.8027,0,6.1682,0,0,0,6.5055,0.5237,4.6864,13.079,8.3926,3.7678,10.4705,20.5545,6.7027,0.5522,5.079,10.084,5.005,8.7208,0,12.8955,0,0,4.1747,,28:26.7,P,93,3
